FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	FLR_90_GM12878_protection_mean	FLR_90_GM12878_protection_median	FLR_90_GM12878_protection_std	FLR_90_K562_protection_mean	FLR_90_K562_protection_median	FLR_90_K562_protection_std	FLR_90_protection_ks_stat	FLR_90_protection_ks_pvalue	FLR_90_GM12878_tc_mean	FLR_90_GM12878_tc_median	FLR_90_GM12878_tc_std	FLR_90_K562_tc_mean	FLR_90_K562_tc_median	FLR_90_K562_tc_std	FLR_90_tc_ks_stat	FLR_90_tc_ks_pvalue	FLR_90_GM12878_fos_mean	FLR_90_GM12878_fos_median	FLR_90_GM12878_fos_std	FLR_90_K562_fos_mean	FLR_90_K562_fos_median	FLR_90_K562_fos_std	FLR_90_fos_ks_stat	FLR_90_fos_ks_pvalue	FLR_90_GM12878_flr_mean	FLR_90_GM12878_flr_median	FLR_90_GM12878_flr_std	FLR_90_K562_flr_mean	FLR_90_K562_flr_median	FLR_90_K562_flr_std	FLR_90_flr_ks_stat	FLR_90_flr_ks_pvalue
ETS1	-6.1447406735	9.4926612556	3.347920582	0.125549883064	0.100532101667	0.108219171664	0.105548542408	0.085716986738	0.0857854633011	-0.0904900190203	-58.6298127015	0.773333318074	0.777932684827	0.0763604736976	0.664905265367	0.675628059173	0.0454955829501	-0.427582507717	-300.0	0.546161231186	0.543692660551	0.050312922643	0.495838192989	0.493463302752	0.0356839535319	-0.469884511286	-300.0	0.342846254782	0.341182560734	0.125457416648	0.319793957993	0.307976858231	0.0762051494586	-0.171598521006	-77.0267608494
FLII	-5.7267807974	8.5333091889	2.8065283915	0.0655651025404	0.0516404315476	0.0557763428962	0.0580807323336	0.0464419819753	0.0458601894867	-0.0595657537751	-11.1445138512	0.768417876391	0.773761105299	0.0546712806063	0.680106322593	0.68670457345	0.0355893438465	-0.482163294389	-300.0	0.481073879534	0.480643876031	0.066805700022	0.45245313004	0.447547887264	0.036086842829	-0.221697181595	-300.0	0.28963496238	0.289236042489	0.0967352113353	0.270341596844	0.266037385253	0.0458949940668	-0.171093278759	-27.4789396174
PAX5	-5.2702007889	9.8008520111	4.5306512222	0.119275133263	0.0949865142034	0.104542317523	0.0972198793169	0.0778767234442	0.0805555364836	-0.102128697258	-27.6148372583	0.667250470461	0.691441812231	0.0555714000982	0.683548640193	0.696020557072	0.0969354870708	0.0311916005211	-76.6371953796	0.467063090161	0.46436296602	0.0617259885856	0.432645841748	0.428742241735	0.0409408169364	-0.321609932297	-300.0	0.322888129883	0.319350873157	0.150771982067	0.314060880841	0.295012251627	0.0857229315045	-0.101736524628	-17.9319703428
EBF1	-4.7106986376	8.5508527222	3.8401540847	0.0877837509945	0.068896872599	0.0798087813159	0.0691760210375	0.0546099791946	0.0609376774801	-0.12207158129	-55.2272265326	0.843229783638	0.851688219902	0.0656254720456	0.714198200969	0.73106611338	0.0405028295514	-0.698473267588	-300.0	0.548380435736	0.548009059091	0.0477854637238	0.513604626979	0.51328265513	0.0316283238445	-0.364951621964	-300.0	0.318179835614	0.314439350181	0.120354555915	0.304494834116	0.292331992312	0.0823472055132	-0.108659909431	-24.5070372393
EGR2	-4.387910581	8.0011205333	3.6132099524	0.0793307079078	0.0618535798174	0.073844468659	0.0682450205671	0.0559193073506	0.0561654999717	-0.0676309790519	-40.2720371215	0.822760311004	0.823234281079	0.0849155415272	0.65600880199	0.658047380646	0.0480685142502	-0.593405664785	-300.0	0.438441143016	0.430976819903	0.0685742601898	0.423487140022	0.412451757612	0.042702759335	-0.163354178807	-300.0	0.344361983965	0.341778928616	0.147153118362	0.340573203466	0.319688686432	0.0783772978499	-0.131002674752	-145.983626815
TP53	-3.4232058254	9.438751	6.0155451746	0.151772296148	0.118179813129	0.127487809774	0.114350463708	0.08936320375	0.0984827664475	-0.119022531942	-22.2903943854	0.773243766988	0.784199375892	0.0685156445311	0.733109708921	0.754589977385	0.0379985733216	-0.0790927965685	-173.819764564	0.560750163376	0.560653506597	0.0723601546779	0.534475242484	0.533419318049	0.0421287230672	-0.194814463962	-164.77803587	0.310385068163	0.300532449166	0.148131927001	0.308121856027	0.292693834956	0.0934765038758	-0.0510495963091	-3.47850450925
STAT1	-3.0891702317	11.2946308667	8.2054606349	0.0713851171463	0.0580299909458	0.0586478529252	0.0553462933775	0.0450832899948	0.0443689151146	-0.0991220837579	-33.7399091054	0.836598782038	0.846905297213	0.0593801301334	0.726267238036	0.738225607263	0.0415561686435	-0.588286964093	-300.0	0.397332188002	0.395462748725	0.0465379521714	0.387461508584	0.382800469771	0.0327657106164	-0.0975264443628	-168.25816383	0.343670907419	0.340264346105	0.0975478914305	0.336127565323	0.330121909204	0.0921756883282	-0.0482990670517	-7.86455803041
HNF1B	-2.9064154892	6.2265196056	3.3201041164	0.131105414771	0.105208630679	0.113281957795	0.105948032187	0.0853355203721	0.0889412834829	-0.084095426031	-11.3764200245	0.757117863664	0.773170344245	0.0563871468656	0.723449923079	0.731342296188	0.0309674768909	-0.370550359739	-300.0	0.487710269185	0.488279322773	0.0744027604246	0.464914548165	0.465222877005	0.0433794294802	-0.118271016716	-65.6144882176	0.292950320942	0.287777000809	0.118721593899	0.288643635342	0.278517303727	0.113987399102	-0.0563568495707	-1.77109891194
PRDM1	-2.8595321966	7.5904785722	4.7309463757	0.131733444241	0.104620362208	0.113754744566	0.105142425971	0.085073842272	0.087777374261	-0.0776734370375	-19.2781575349	0.76579596211	0.77719846054	0.084503319735	0.699548018227	0.721981446767	0.0477833287997	-0.0915735466432	-300.0	0.559419167051	0.552871422549	0.0834879257953	0.553056047137	0.539152196933	0.0510096106045	-0.0600281047736	-66.4853383874	0.305899771981	0.288401799003	0.173878383817	0.299703262926	0.267632425056	0.105881035251	-0.103728750103	-11.6917111147
STAT4	-2.825769995	5.2946641167	2.4688941217	0.144517707303	0.116170927099	0.116168461392	0.110470112807	0.0894321739213	0.0892465599795	-0.109064467301	-37.1252728301	0.837704922997	0.847579412978	0.0605447547867	0.744050759264	0.758097334739	0.043078303188	-0.592110099437	-300.0	0.62430346599	0.623519674734	0.0537784880889	0.602528172311	0.601187151521	0.0337020538849	-0.193999936537	-263.005288349	0.322256512693	0.316663109371	0.0963139246454	0.306044908248	0.301393814251	0.0956773670284	-0.0752043257717	-8.30225827554
TP63	-2.7040282939	7.2572711722	4.5532428783	0.0833685491931	0.0664858880792	0.0731147789882	0.0662184104783	0.052633109881	0.0565557035661	-0.0726954592064	-33.715742617	0.666741844926	0.688046362747	0.0536890581688	0.698613684918	0.709493021831	0.0949343812805	0.0476172116465	-211.335930894	0.463610911843	0.459909218339	0.070808334995	0.45388484771	0.446589273531	0.0459377083216	-0.0582940372272	-109.336812392	0.347270681077	0.331651786312	0.118527323548	0.36769469639	0.336748182695	0.187600710695	0.00775360379816	-2.54413536246
NFKB1	-2.6782338148	9.3209454444	6.6427116296	0.102293620468	0.0805031176095	0.0888418554245	0.0787285311842	0.062851796017	0.068405094474	-0.0785919669801	-42.1119343094	0.857994629886	0.865022479009	0.0605992626522	0.746699945203	0.762681440297	0.0372780158269	-0.662978471726	-300.0	0.542138935569	0.540502737813	0.0604409745845	0.525233520164	0.525111729412	0.037128280173	-0.0943179743161	-171.737281613	0.339661042202	0.339344990564	0.122436596062	0.338121630494	0.327832396241	0.0740473316931	-0.0231811372005	-4.85724023541
MEF2C	-2.312784923	10.5691021611	8.2563172381	0.06863245759	0.0550735460459	0.0585354663782	0.0555383482991	0.0447900375492	0.0442875800976	-0.0604680016928	-30.2765662658	0.754833015319	0.773232180055	0.0393081967486	0.780847220638	0.790803559793	0.0643342169687	0.0615042521862	-179.770990793	0.394487506454	0.394835800722	0.0414506975593	0.378570431234	0.379105149093	0.0267910186494	-0.155668015061	-300.0	0.343936920084	0.339134985826	0.0982680737687	0.335230286298	0.327839270754	0.0812614937455	-0.0919179794949	-14.9040722256
ZEB1	-2.2585500701	7.4546499167	5.1960998466	0.119887386648	0.0950192028803	0.101589758698	0.0930530858422	0.0743366757666	0.0782633151192	-0.0670204947003	-55.2965027731	0.797116101697	0.803684549473	0.0548356776464	0.715407902631	0.7233129732	0.0339320380683	-0.405561988227	-300.0	0.496073670387	0.495856354071	0.0516392118194	0.491377726251	0.488775992364	0.0288397675797	-0.0348092938038	-115.601014832	0.303490730669	0.30328124939	0.112418511056	0.299904799328	0.291789444205	0.0883075036516	-0.0328007182284	-4.42372570914
HNF4G	-2.2212048127	4.5430166222	2.3218118095	0.144504942412	0.118313682341	0.120300107636	0.112930286461	0.093143897463	0.0889843901605	-0.0822299608235	-19.1628513047	0.756329461819	0.771102653913	0.0608514672991	0.753859838105	0.765536782719	0.0336814700525	-0.0250172168505	-228.591181872	0.345985832235	0.345868308697	0.0493334120467	0.337925184201	0.337165326162	0.0308562475688	-0.0524723541486	-54.0333596117	0.338396948847	0.331069481164	0.112373966644	0.314003596601	0.31591146459	0.0966878354833	-0.108686703469	-4.90567341386
REL	-2.0628250132	8.3178302778	6.2550052646	0.138572972151	0.11152652512	0.118033220231	0.108500145495	0.0868959018358	0.0928943773708	-0.054932670802	-31.1355520078	0.820726857129	0.828999377399	0.0716126716021	0.738702617427	0.759330552627	0.0415611614473	-0.389611970288	-300.0	0.678481216979	0.676045315546	0.0549828508085	0.666428911031	0.66414347135	0.0335869668689	-0.0864705135666	-117.350045383	0.351826770406	0.345119870297	0.137318164068	0.347790225199	0.338424372699	0.0791679341814	-0.00828552366826	-2.79994079979
FOXO1	-1.8556499325	8.4851884722	6.6295385397	0.13819700051	0.109225671287	0.117564350625	0.112596140473	0.0898769365821	0.0898213724018	-0.0328364104363	-26.9422447981	0.748597893197	0.766220449559	0.0635540668101	0.746347041044	0.756615442593	0.0369094351441	-0.0257145318491	-300.0	0.572963736471	0.574162382198	0.0572773481066	0.557465676336	0.560089484171	0.0340772675516	-0.0782682388659	-195.66453017	0.319294575058	0.312088893138	0.108724639585	0.316090461029	0.310588557791	0.0928601157732	-0.000966167427732	-1.95830155638
NR3C1	-1.8464264783	9.6750664889	7.8286400106	0.14915821407	0.118903757961	0.12729991104	0.116047755577	0.0936393248332	0.0975994229467	-0.0509901735681	-30.2762400891	0.79125401249	0.800711061504	0.0594311333501	0.7538657893	0.770473098582	0.0338356913659	-0.0663675965183	-289.508049891	0.540677914839	0.540322964153	0.0638786681877	0.525677358545	0.527810746142	0.0407932940681	-0.0480637550664	-73.6009998128	0.305000799767	0.298328607684	0.104037373955	0.299497761369	0.291234266557	0.0895547106088	-0.00824832058088	-1.73656914249
