FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Cuellar_90_GM12878_protection_mean	Cuellar_90_GM12878_protection_median	Cuellar_90_GM12878_protection_std	Cuellar_90_K562_protection_mean	Cuellar_90_K562_protection_median	Cuellar_90_K562_protection_std	Cuellar_90_protection_ks_stat	Cuellar_90_protection_ks_pvalue	Cuellar_90_GM12878_tc_mean	Cuellar_90_GM12878_tc_median	Cuellar_90_GM12878_tc_std	Cuellar_90_K562_tc_mean	Cuellar_90_K562_tc_median	Cuellar_90_K562_tc_std	Cuellar_90_tc_ks_stat	Cuellar_90_tc_ks_pvalue	Cuellar_90_GM12878_fos_mean	Cuellar_90_GM12878_fos_median	Cuellar_90_GM12878_fos_std	Cuellar_90_K562_fos_mean	Cuellar_90_K562_fos_median	Cuellar_90_K562_fos_std	Cuellar_90_fos_ks_stat	Cuellar_90_fos_ks_pvalue	Cuellar_90_GM12878_flr_mean	Cuellar_90_GM12878_flr_median	Cuellar_90_GM12878_flr_std	Cuellar_90_K562_flr_mean	Cuellar_90_K562_flr_median	Cuellar_90_K562_flr_std	Cuellar_90_flr_ks_stat	Cuellar_90_flr_ks_pvalue
TP63	-2.7040282939	7.2572711722	4.5532428783	0.080239372446	0.0224634452353	0.183803081105	0.0334633015882	0.0086466602495	0.0348898695956	-0.0516710659304	-4.10034229879	0.736392583212	0.738435867729	0.0188995332872	0.778046465812	0.789639749837	0.0625456085042	0.0757375820466	-22.0601875436	0.274224952569	0.265380754405	0.043244834398	0.286101707495	0.270914862742	0.0691945997819	0.0985279149316	-24.1825600368	0.155176272462	0.155025521718	0.0368173124706	0.151674406779	0.149694771795	0.00861482378845	-0.174916943522	-9.77444749188
NFKB1	-2.6782338148	9.3209454444	6.6427116296	0.0339955528649	0.0119574108229	0.0351305668323	0.121464582679	0.0240100847551	0.231980320028	0.0194613483003	-1.55444480207	0.7793672367	0.786087108162	0.0506678616791	0.678357829746	0.682194528058	0.0274659650248	-0.100164468235	-21.0165983915	0.370078016706	0.365452191916	0.0324514695781	0.371392128695	0.366096243862	0.0465363335943	0.0907031416128	-36.1928141758	0.127020889172	0.126490614215	0.00832134778367	0.127785052899	0.129121810137	0.0401689271792	0.105559673832	-1.63421878823
MEF2C	-2.312784923	10.5691021611	8.2563172381	0.0511572907384	0.0224826493233	0.14566929544	0.0328193803277	0.00457090712533	0.0319265722291	-0.243119192838	-21.4721582626	0.781781621247	0.798060407005	0.0701694789994	0.78528806684	0.79816872583	0.0827259543447	0.678730175415	-2.22336617059	0.312385533788	0.308032139532	0.0341602125788	0.318096977596	0.311281612626	0.0485792675352	0.0917129187598	-19.5833186153	0.239214774299	0.239180455921	0.0352865041855	0.234658602085	0.233975600773	0.0123614665006	-0.0700581395349	-12.4714591734
ZEB1	-2.2585500701	7.4546499167	5.1960998466	0.0790730252978	0.0235196749122	0.195784454968	0.0345451024542	0.0233204761787	0.0358577109884	-0.023602866825	-2.4967390124	0.781899878914	0.789569097628	0.0513727834794	0.693872065236	0.702346661526	0.0407809033652	-0.0721956276287	-21.7940464472	0.361864943015	0.357212978604	0.0344400262938	0.373655993098	0.365441027745	0.0566786513582	0.0580163095659	-67.0574746788	0.752227461882	0.764573265052	0.0982994382831	0.745198785613	0.745746106111	0.05140424927	-0.285203094778	-7.53430695404
HNF4G	-2.2212048127	4.5430166222	2.3218118095	0.0353420733369	0.013261035579	0.0396665335191	0.128687068575	0.0209195737495	0.24744793982	0.029565129945	-1.25726527405	0.77768617297	0.788958547761	0.0739247162703	0.649653950721	0.648544773776	0.0171217715159	-0.0771548295991	-16.5282870723	0.388404959741	0.383481599701	0.0395233162838	0.392928228935	0.386633713265	0.051771519029	0.0949325650701	-8.32396628726	0.561080011535	0.558628518209	0.0730683676532	0.543307683204	0.545071814274	0.0569448796301	-0.102642973119	-3.67403540399
REL	-2.0628250132	8.3178302778	6.2550052646	0.217573517396	0.0826784564098	0.278059044238	0.0328939318841	0.0239888157498	0.0320037118247	-0.18203328063	-3.5626163502	0.786542209475	0.790902903294	0.0501500735511	0.671184885226	0.674061052799	0.0234170083847	-0.0924097014359	-13.8283071097	0.37839698375	0.372008180566	0.0422578250548	0.388790321765	0.37849090587	0.0659891110798	0.0826807193955	-28.7275363668	0.312388242323	0.325133568189	0.0527147288061	0.323910477015	0.327210966116	0.0540369526758	0.246774193548	-0.0199659441663
FOXO1	-1.8556499325	8.4851884722	6.6295385397	0.094489825669	0.023013558437	0.209759758308	0.0342212064899	0.00705639948685	0.0356360936751	-0.0643846537171	-3.89817414432	0.758948159536	0.767473435052	0.0377428547137	0.788422964432	0.797646368385	0.0689023828608	0.138063523113	-15.4403503992	0.314735062872	0.31180172172	0.0295014473355	0.319437478289	0.314869931152	0.0415068014872	0.0915262489497	-21.2526960655	0.260557271193	0.263755778042	0.038197663259	0.257947734268	0.258590784616	0.0346362488599	-0.0769005847953	-5.56317844364
NR3C1	-1.8464264783	9.6750664889	7.8286400106	0.123809055545	0.0391808066346	0.227393991052	0.0323351312305	0.0216619724291	0.0360052188594	-0.0427544550236	-2.51778343377	0.736570658791	0.73615417519	0.0125885257519	0.783781564308	0.795308787857	0.0644237305182	0.0297432057093	-15.4709081333	0.355967971541	0.349694938689	0.0441921365153	0.365047806501	0.357281705855	0.0616484837938	0.082181652025	-24.3922243678	0.184156079369	0.182100611526	0.00445960815205	0.185831720624	0.185144163445	0.0484773682846	0.0307679791734	-1.5893975992
IRF1	-1.7207699439	8.2650849333	6.5443149894	0.0427350633533	0.0222599984293	0.123751720364	0.0312079424601	0.00448144850442	0.0301303114346	-0.170212590716	-27.8431548504	0.782654003559	0.793308494315	0.0537431290699	0.793902676796	0.802893224445	0.0605325858789	0.56060601919	-11.825008039	0.400244959066	0.396809813156	0.0258214285134	0.40662975933	0.400232679748	0.0429294878648	0.0786828459431	-97.0341607222	0.397700898332	0.392006302359	0.291313229877	0.432701075296	0.440644381107	0.297945201601	0.13764619883	-0.769014002054
SOX9	-1.6463590651	7.5684512556	5.9220921905	0.158879391485	0.0255899907065	0.280581661731	0.0359131050918	0.0103742407849	0.0346405577432	-0.0277515368367	-1.67178274596	0.786306537439	0.797970748811	0.0880582467054	0.68215705059	0.688788730803	0.023602594167	-0.0559245114529	-13.5047314062	0.278566081168	0.271159470134	0.0490951829767	0.288739709506	0.279845136956	0.0644896386549	0.0608010998385	-10.6851782904	0.419274410429	0.427907441545	0.0642245839289	0.436332203743	0.429094112982	0.0814771275005	0.213935406699	-0.052825639571
RFX5	-1.5997156902	8.0311831611	6.4314674709	0.0341974989349	0.0140376470879	0.0352281247749	0.107443555616	0.0239441546293	0.200549993067	0.0155052706408	-3.39975386798	0.785486771196	0.793558216957	0.0463910489176	0.67866241425	0.685724134196	0.0273909476019	-0.0576637569872	-32.6461159263	0.41721321485	0.408229634148	0.0490756483266	0.433154210565	0.419264045713	0.0755247730826	0.0779949501953	-49.322696896	0.165430773735	0.164012517897	0.00676775932494	0.166659406067	0.165231660981	0.0392498041425	0.161734164071	-1.04891079842
ELF1	-1.3094928196	9.8966036556	8.587110836	0.0861998015241	0.0230384886881	0.202830817203	0.032808051734	0.00853087920746	0.0337428063535	-0.0283313328477	-4.64335944211	0.789035575889	0.797947813577	0.0554759927371	0.701120541428	0.705613995379	0.0209594379588	-0.0163670363698	-29.2724736487	0.250658983399	0.245012140663	0.0339902343298	0.263807217198	0.253973651305	0.0540702457305	0.0440025144468	-147.012068271	0.124618690039	0.124883989316	0.00764931665337	0.127590153002	0.125849080164	0.0408149188128	0.23432087811	-0.258277568641
GATA3	-1.2686822069	5.6419831222	4.3733009153	0.19297272344	0.0792741124105	0.331875860443	0.11651814853	0.0193356563099	0.110515231499	-0.0685104966483	-2.34126027155	0.787914391712	0.798201700817	0.0791238074057	0.676062116443	0.69372009638	0.0576977052283	-0.0483331585163	-15.2980244835	0.285922349377	0.277006838812	0.0534776379568	0.26129204192	0.257286797004	0.0359839732574	-0.0884985321951	-90.3777895911	0.225165987017	0.221627089383	0.0582993044406	0.245310444923	0.224179273992	0.0798851483904	0.0353281853282	-0.927490328056
T	-1.1067090704	6.8493768111	5.7426677407	0.165237607692	0.0622200534904	0.263093957092	0.0336978124702	0.0249371573167	0.0314064613742	-0.0606505263102	-2.43694168804	0.789082188173	0.796565310265	0.05255232311	0.633928306483	0.637404408416	0.0162139546245	-0.0704045437265	-15.378158744	0.37663536554	0.37149051141	0.0422102621095	0.39457884019	0.384512596758	0.0701942709063	0.025147259557	-32.3595182901	0.737421266285	0.737235443431	0.0170754259648	0.742161977075	0.745767551371	0.0587499832501	0.108199847445	-0.646480051475
TCF7L2	-1.0379809175	8.1292303778	7.0912494603	0.100445844443	0.022473816929	0.216798400219	0.0364830461102	0.00418253349364	0.0420830094682	-0.072597753794	-5.20919466437	0.788473024936	0.802838872758	0.0723338242534	0.684251808738	0.683856074494	0.0136239828224	-0.00666207360933	-25.6114394401	0.401822123342	0.397819193354	0.0308885807718	0.410411352277	0.405284992831	0.039648160968	0.0333437412685	-45.5250502821	0.198759322973	0.199203731024	0.00718203719867	0.20351356391	0.199458952231	0.0676893130939	0.198577413161	-0.350403108764
CREB1	-0.9881595307	9.1957632556	8.2076037249	0.580918610712	0.63158801298	0.383265875869	0.0956857627622	0.0673395996853	0.0941976192562	-0.387055982401	-1.96161821086	0.789671045606	0.798905345475	0.048713506899	0.684754694237	0.684427637389	0.00561252244919	-0.0451398147366	-3.39177296213	0.435214719411	0.426782586137	0.0544814533813	0.45911041613	0.444039059929	0.0890518632378	0.0176645135028	-13.6745223822	0.671073833414	0.671699395846	0.0734657443364	0.661812661061	0.662467975615	0.00636487741662	-0.15	-0.925409659144
STAT3	-0.8814597069	10.6886940667	9.8072343598	0.105193300798	0.0211791054969	0.223573593808	0.0330434720348	0.00404106063235	0.035378176416	-0.0724078387392	-4.08627189586	0.789017311035	0.804171927307	0.0949466177344	0.694062025114	0.698349370341	0.0162494192703	-0.0335497885137	-20.7357254101	0.263447146344	0.251726265134	0.0592385283534	0.235443974809	0.230598983317	0.0386877961976	-0.0839105324338	-137.889534106	0.554834914473	0.553710697484	0.0145178455943	0.559454686029	0.558429927856	0.0507410012493	0.128354978355	-0.549607677515
ELK4	-0.795803281	8.3372889	7.541485619	0.0344584657831	0.012067120816	0.0406708536737	0.18749053568	0.0205237184769	0.308366131378	0.00500445759271	-1.28564249788	0.785908817971	0.799345573986	0.0617616496847	0.662351863223	0.662350173172	0.0167676986571	-0.015403482226	-10.1173337935	0.317536993283	0.30956073173	0.0405399774491	0.338105346438	0.323603478405	0.0675962151962	0.0278072458432	-140.125880766	0.430547077612	0.437754625451	0.0213082943517	0.436521557667	0.438267071286	0.0573145893239	0.198350253807	-0.0752726414271
GFI1	-0.5620815095	5.9600981444	5.3980166349	0.0334018692331	0.0102948992991	0.0336205332389	0.105932161789	0.0222220418838	0.234421271068	0.0391783536502	-2.08364148367	0.790476176006	0.80370404036	0.0890936823855	0.680738196383	0.687694732374	0.0232690141533	-0.0233168625764	-18.4216834657	0.369183632335	0.354276512412	0.0643928123602	0.33929828333	0.332980020209	0.0387791018217	-0.0954596278212	-131.291104301	0.568436405319	0.558048702489	0.0261191926853	0.57219082984	0.576133870378	0.0573910904379	0.021568627451	-1.91266254665
HOXA5	-0.5275261365	3.8746430889	3.3471169524	0.0339257058809	0.0214300246805	0.0370360347545	0.096361002841	0.0226320979653	0.195425388325	0.0904139592795	-2.29331802168	0.795086232348	0.804606081973	0.0467405471241	0.689850919364	0.696343470902	0.0245301622541	-0.00300140820094	-27.2719779178	0.258495126532	0.250607644573	0.0558906952564	0.240220068042	0.235243474474	0.033949506007	-0.0112462091811	-106.826722034	0.14853938082	0.147183137307	0.00520744736876	0.149177690954	0.147458940009	0.0424620310088	0.234572475894	-0.231921963596
SREBF2	-0.459857972	9.3969251889	8.9370672169	0.0796635942935	0.0241794966705	0.173989257473	0.0354518605435	0.00703510539784	0.0343449924567	-0.0346493716781	-6.9036221066	0.693022513091	0.696392070922	0.0329578169507	0.793451797946	0.80490949182	0.0656431586534	0.000772692186035	-38.2865629381	0.422112123534	0.414297204535	0.055727449972	0.402353889316	0.397579229511	0.0368531508086	-0.0367588139795	-89.3301295635	0.548844212581	0.547924493274	0.0133486665028	0.552802905064	0.553156653585	0.0494492847049	0.153901864301	-1.21815083497
ZFX	-0.433919887	8.1387332944	7.7048134074	0.0525449436616	0.0227521315061	0.138161713055	0.0330734306738	0.00599382402599	0.0339900898146	-0.0306344631665	-12.6394643442	0.695997210119	0.701676867948	0.0222114044096	0.792172383085	0.804685441503	0.059557559699	0.00816332251265	-66.9188133936	0.412298734788	0.401264129899	0.052457353261	0.39498668632	0.388159363859	0.0331485680183	-0.010097591966	-299.999999988	0.191078199475	0.19052355618	0.00702174170588	0.194357111466	0.192802067951	0.0368773222483	0.123032191482	-4.82648906256
SPI1	-0.4202474275	7.6557025333	7.2354551058	0.0480073115127	0.0215396635035	0.12804720316	0.0316412915758	0.00503140573528	0.0321076383387	-0.0377706637305	-17.7444891092	0.715212058882	0.724475111571	0.0315655614881	0.795272200737	0.805703859003	0.0565311223411	0.0242285609499	-89.3023857002	0.408672373367	0.400969872999	0.0341802088566	0.427892972415	0.414545953365	0.0549442720755	0.0142917641594	-300.0	0.267906020477	0.267605654795	0.0267290791928	0.26479972739	0.264334571621	0.00681455153855	-0.0239330385121	-22.86252862
NFATC2	-0.4050990344	7.8968279444	7.4917289101	0.034603072583	0.00980383491955	0.0341201889526	0.123506457143	0.0255704398189	0.229306745863	0.0278643417656	-2.65817398809	0.795807689621	0.804854250363	0.0868873202287	0.679537816301	0.684834672983	0.0255853581551	-0.0250909631634	-21.8131937904	0.217742816718	0.211351585554	0.0462163267081	0.227498202307	0.221328465094	0.0497945437797	0.0210715530059	-23.1774387285	0.764073912278	0.765346987451	0.0429066101737	0.769935188518	0.774045501355	0.0545118728671	0.0549019607843	-1.89761651495
SRF	-0.368290577	8.5141720056	8.1458814286	0.113099279303	0.0198511534518	0.229036877695	0.0303604925575	0.00440852588577	0.0303003285711	-0.0568878197144	-4.63761248391	0.741813200804	0.750858450407	0.0277606281558	0.796683542308	0.807672545111	0.0754139742857	0.0726474366958	-18.4342462942	0.330786785633	0.323996555421	0.04529411666	0.312653207864	0.308566025522	0.0275520483246	-0.0672888896388	-102.766537854	0.633313148038	0.631936680522	0.0203605536465	0.637090603683	0.637058694157	0.0709398528593	0.135365853659	-1.01050489515
NKX2-5	-0.3477572392	6.1980671333	5.8503098942	0.0360576068012	0.0248641602597	0.036170837746	0.119678520161	0.0323341049742	0.209214237142	0.0189153382027	-3.88323305771	0.796487826196	0.804502545068	0.0511936173857	0.662634473309	0.672040688549	0.0246262595457	-0.0252402091848	-29.0052250691	0.379994958088	0.371711039585	0.0582508613204	0.35975273073	0.35474880661	0.0373998009226	-0.0155897325718	-92.6259634002	0.388851670061	0.390094636855	0.0243930492719	0.396249463669	0.394781501058	0.0602714251319	0.194285714286	-0.445431301511
SOX17	-0.315282727	6.6900928222	6.3748100952	0.0340602759086	0.0105812189838	0.0328540487877	0.0951131303011	0.0237462576306	0.208807438511	0.0821900556322	-2.26344765854	0.7151981641	0.733388239828	0.0726074875682	0.798519908111	0.809284024511	0.0826023324275	0.0199379040268	-23.4550296037	0.565607448896	0.559048536648	0.0503717931269	0.545923376185	0.542019988134	0.0302895057873	-0.0511936286619	-195.495900126	0.691774728652	0.692021590341	0.0515945397434	0.680415530999	0.678605518286	0.0224870238819	-0.00387700534759	-3.30466517959
REST	-0.3104942741	7.8934747556	7.5829804815	0.0788603276236	0.0220567900546	0.178496233993	0.0319116654522	0.00700552835141	0.0327881035587	-0.0155378742604	-6.32184604578	0.72014002494	0.725735025732	0.0248457531989	0.797181315195	0.806528187774	0.0506255604322	0.0196911883917	-33.2160427485	0.214050203841	0.208166375496	0.0341950968234	0.230657213588	0.221545602747	0.0520212828342	0.00619080117616	-143.208283915	0.620551194315	0.621879007875	0.0186821400672	0.625516719111	0.629704468141	0.0561720099684	0.0600892439674	-3.74785761313
RXRA	-0.3028018288	7.0916307389	6.7888289101	0.0326640835428	0.00679786871272	0.0333001404358	0.056674877491	0.0218841483071	0.142079162858	0.00806152212191	-8.02621784738	0.722207160406	0.726858181278	0.0207374517939	0.798886696428	0.808028291167	0.0532726377152	0.0281831029563	-48.5517423383	0.341960434413	0.335208852432	0.0441659343066	0.326830767888	0.322826011863	0.0290551579521	-0.0219165267077	-148.684852104	0.20731179758	0.206394404776	0.0087522758092	0.20929206255	0.209175566291	0.0325960327173	0.0854502809423	-4.13605601703
USF1	-0.3023841979	7.3838312667	7.0814470688	0.035619348957	0.0100991940355	0.0372940819688	0.0740128113538	0.0238018459465	0.171764422972	0.0621816044107	-3.17658159521	0.722136261289	0.725165530338	0.0169496449247	0.795883915448	0.806250084221	0.0617571706392	0.0319731897794	-27.8105964905	0.273554136756	0.264767018719	0.0434692593345	0.297687418907	0.281860512202	0.0715290953317	0.00120330423939	-87.7644485224	0.533653127693	0.533050142318	0.0164347108854	0.542750517415	0.538714514461	0.0443164000349	0.124758004468	-1.19139679177
YY1	-0.2742424783	9.2492416	8.9749991217	0.0800482872327	0.0215881014152	0.179781859954	0.0322123377607	0.00542935764566	0.0336389368771	-0.0121430818277	-7.19359652802	0.694316156881	0.700980882585	0.0284427688128	0.795654958489	0.807080927316	0.0678619536281	0.00977960133127	-42.4325468133	0.418436801886	0.411845885677	0.0423196406288	0.403558962871	0.398860625627	0.0273916747991	-0.00241377243628	-90.3626140029	0.544877527265	0.542776791398	0.025471505222	0.547053489253	0.547743881328	0.040039322599	0.15197620488	-1.58793869625
RELA	-0.2724742439	8.8449193444	8.5724451005	0.0360826861119	0.0139332686415	0.0353481619233	0.1324213147	0.0250390889488	0.234718403068	0.107188595881	-1.61947950964	0.799240025272	0.804337392842	0.0536851761543	0.662605751469	0.661733263655	0.0186058304478	-0.0259879552954	-22.8437528489	0.33293943761	0.325490184761	0.0531084193629	0.314253317711	0.30981466253	0.0340415459216	-0.0249732871774	-115.904690487	0.421014937707	0.42706464547	0.0213169052016	0.433462283074	0.432949050959	0.0407868087165	0.00849358974359	-3.99164280052
NR2F1	-0.269684032	5.6412763389	5.3715923069	0.134190047668	0.0215577665751	0.257550829178	0.0334174518344	0.00442656253049	0.0361467997959	-0.113572822789	-4.8001297676	0.68421092855	0.693246582247	0.0438871612892	0.793758292693	0.806786427503	0.0725299105979	0.0128280252706	-17.6907172967	0.230095473917	0.22089197914	0.0576114988476	0.213174635041	0.206810470717	0.0421085044647	-0.00103756503168	-32.197145898	0.617970791086	0.61648731907	0.0532616765949	0.599576005879	0.605665815769	0.0207241914795	-0.0173076923077	-2.70721839561
SOX10	-0.2637979979	5.3629255111	5.0991275132	0.0333780070773	0.00855972813417	0.0359309318945	0.0784179205722	0.0215339147493	0.188664434604	0.0472601636346	-3.74714195642	0.795937474078	0.805297001853	0.0512750671782	0.677393008928	0.6838352195	0.0314624495347	-0.0168368693657	-31.9325526386	0.239154848509	0.231753040235	0.0499247792246	0.222771744464	0.217588595242	0.0322405927731	-0.0123152445678	-145.872396083	0.220911001922	0.219362485377	0.017392146382	0.223387392181	0.222228996946	0.0386900396324	0.00694928064351	-4.93130384435
NFYA	-0.2394532122	8.3065107889	8.0670575767	0.0347138004284	0.00918539270387	0.0358996510596	0.0973708222677	0.0223052129007	0.233515484252	0.0384882304611	-1.71551746277	0.798341747952	0.807554805657	0.0539797703378	0.681999497131	0.686823197012	0.0231318888271	-0.00532095887213	-13.5179119662	0.344191127518	0.320845425201	0.0906142013504	0.298770691884	0.285489468534	0.0535995162936	-0.0719843466662	-247.971416188	0.664363790686	0.675598116183	0.0783450557579	0.652288322125	0.653469848722	0.0278919140018	-0.103445065177	-2.83641468721
FOXP2	-0.217106004	2.4335675278	2.2164615238	0.0639705405675	0.0218582896668	0.171563384086	0.0337340962646	0.00555545195844	0.0345965919405	-0.0534846124049	-7.74056282326	0.746950927418	0.755876320772	0.0336053014277	0.801300260133	0.811369281534	0.0687454436047	0.0836713903471	-30.1397849146	0.524600590537	0.517498402208	0.0625465263198	0.502442340692	0.497498376925	0.0404888115198	-0.0295271107363	-81.2548182558	0.374810779417	0.366568844952	0.0495162280918	0.379214426196	0.372628336241	0.0913009453199	0.118849380978	-2.20550097222
TCF7L1	-0.2158135534	8.4069930667	8.1911795132	0.0688489911577	0.0217998545526	0.155519945487	0.0324663325638	0.00652750509114	0.0328972137772	-0.00687508103466	-8.83580316064	0.79577286238	0.805478163997	0.051849251838	0.677174087488	0.683804861177	0.0308863374864	-0.0109574027413	-52.5173167705	0.211294508491	0.204936489803	0.0380960071971	0.197768642208	0.194178491825	0.0221963535994	-0.0195219893397	-252.250819044	0.289874901744	0.289452282244	0.0269806700955	0.289022144431	0.285924046776	0.0232032246181	-0.0372386759582	-9.87166121376
