FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Cuellar_85_GM12878_protection_mean	Cuellar_85_GM12878_protection_median	Cuellar_85_GM12878_protection_std	Cuellar_85_K562_protection_mean	Cuellar_85_K562_protection_median	Cuellar_85_K562_protection_std	Cuellar_85_protection_ks_stat	Cuellar_85_protection_ks_pvalue	Cuellar_85_GM12878_tc_mean	Cuellar_85_GM12878_tc_median	Cuellar_85_GM12878_tc_std	Cuellar_85_K562_tc_mean	Cuellar_85_K562_tc_median	Cuellar_85_K562_tc_std	Cuellar_85_tc_ks_stat	Cuellar_85_tc_ks_pvalue	Cuellar_85_GM12878_fos_mean	Cuellar_85_GM12878_fos_median	Cuellar_85_GM12878_fos_std	Cuellar_85_K562_fos_mean	Cuellar_85_K562_fos_median	Cuellar_85_K562_fos_std	Cuellar_85_fos_ks_stat	Cuellar_85_fos_ks_pvalue	Cuellar_85_GM12878_flr_mean	Cuellar_85_GM12878_flr_median	Cuellar_85_GM12878_flr_std	Cuellar_85_K562_flr_mean	Cuellar_85_K562_flr_median	Cuellar_85_K562_flr_std	Cuellar_85_flr_ks_stat	Cuellar_85_flr_ks_pvalue
ETS1	-6.1447406735	9.4926612556	3.347920582	0.35768353861	0.342712007902	0.0824312049261	0.414587425712	0.394525186962	0.102294345936	0.215833610096	-300.0	0.751262324281	0.755961167507	0.0264910861103	0.753268031123	0.764719290332	0.0631853494657	0.547242647059	-2.49215508354	0.58240229217	0.579681703961	0.0500022634191	0.531047897828	0.527701328228	0.0367260961592	-0.414921525486	-300.0	0.446897263387	0.44659821457	0.0432334680518	0.406182300459	0.405947222479	0.0268122005086	-0.396676163343	-36.9184868181
FLII	-5.7267807974	8.5333091889	2.8065283915	0.370743928385	0.322147878949	0.104571479474	0.270580315977	0.238602691599	0.0729126574157	-0.0567027663992	-300.0	0.754885246011	0.765162578044	0.0677460418723	0.678016445099	0.688899073542	0.0498433320032	-0.0650793650794	-10.8306747396	0.569725535123	0.566971593684	0.066851291573	0.532030178146	0.525775159262	0.0413129250992	-0.216238892454	-300.0	0.566480462861	0.594552341837	0.14377275628	0.547564589439	0.547866153985	0.0319847782937	-0.478039842135	-18.8978005599
PAX5	-5.2702007889	9.8008520111	4.5306512222	0.418291583328	0.419862316763	0.102824969527	0.512068924821	0.513701682743	0.129923254363	0.0610897543039	-300.0	0.712403188378	0.719722969096	0.0293733882521	0.756162377939	0.768615049646	0.0643297280787	0.036	-32.56631459	0.487200447194	0.483277186615	0.0507625264189	0.450899977696	0.446049167678	0.0350769782709	-0.34037246259	-300.0	0.539949779481	0.542258456014	0.0469854021945	0.50125639499	0.502116030747	0.0189359252614	-0.513745579835	-50.5850734712
EBF1	-4.7106986376	8.5508527222	3.8401540847	0.349487265097	0.329640792999	0.0722618769608	0.4236950759	0.395984873393	0.094904497838	0.0655757286192	-300.0	0.720843015714	0.724053977322	0.0172806001161	0.763081150491	0.77175927911	0.049424041369	0.00110410094637	-30.5366936045	0.570552087673	0.568952130115	0.0467886225607	0.53358063091	0.532461988066	0.0325395627625	-0.308346541829	-300.0	0.181801528862	0.182469064983	0.0267556340963	0.171338434762	0.170306350759	0.00560299062447	-0.455853309946	-45.852979884
EGR2	-4.387910581	8.0011205333	3.6132099524	0.395655581662	0.394369805579	0.0713654801378	0.456817129517	0.453399040729	0.097380471015	0.0844684238457	-300.0	0.710478749247	0.722824173805	0.0453509301649	0.762319818301	0.772395362998	0.0493635995723	0.00493947676689	-35.145601604	0.483695199564	0.475918544611	0.0703455048483	0.465589951958	0.45402259896	0.0459862047985	-0.109569520128	-300.0	0.22611276012	0.226257619815	0.0230716553424	0.213364229249	0.213009358593	0.00914201168997	-0.476288713637	-92.4757301353
TP53	-3.4232058254	9.438751	6.0155451746	0.455089515618	0.486992762083	0.0957061422325	0.338497882891	0.360748658632	0.0709770419352	-0.183932079973	-300.0	0.746740851176	0.757001076685	0.0371931350277	0.774053667926	0.784069571169	0.0535740764888	0.201063462621	-7.00699082549	0.558324776963	0.557845196305	0.0709361593009	0.532864445221	0.532490651845	0.0469511695582	-0.100467592429	-171.60213369	0.348740764355	0.335959297262	0.0667889347249	0.330692930125	0.323486143791	0.0579065580271	-0.0834239130435	-4.72823505206
STAT1	-3.0891702317	11.2946308667	8.2054606349	0.338631985011	0.317019870105	0.0891248732954	0.243737285422	0.226063417133	0.0670112383908	-0.00751598490174	-300.0	0.728864048197	0.733223633229	0.0211884073921	0.77262829071	0.786615100028	0.0766691060121	0.0230962084771	-19.6202813584	0.466024562653	0.463560385131	0.035059222294	0.452185843675	0.448490781864	0.0285171057277	-0.132592063361	-300.0	0.117628237495	0.116816954976	0.00900231219302	0.12134883398	0.120935355771	0.0177117077839	0.00242874009108	-4.56091260587
HNF1B	-2.9064154892	6.2265196056	3.3201041164	0.351153644133	0.353877941537	0.0788652964914	0.251948750704	0.253636006354	0.0601373615719	-0.220242338932	-300.0	0.765854440708	0.784818997155	0.108581531831	0.69126016851	0.695466755055	0.020905257579	-0.0502949286711	-10.2043196935	0.449352773819	0.452060895526	0.0426008117292	0.429568872566	0.430585372669	0.0298126063406	-0.178091257069	-261.4690741	0.354616843563	0.352834878784	0.0297767387459	0.355338401374	0.359483359765	0.0687131381991	0.14298245614	-0.4334866261
PRDM1	-2.8595321966	7.5904785722	4.7309463757	0.389001538168	0.371788505515	0.0748034704896	0.499012068807	0.475927703131	0.104202778399	0.0396087612152	-300.0	0.777775618696	0.785094323585	0.0571823220824	0.658227290689	0.664256839866	0.0302910940776	-0.101983838588	-8.52643780042	0.503966234748	0.491980273113	0.0524312206915	0.511411608113	0.50444651931	0.0817188536561	0.0102505040855	-67.9819238234	0.124186132038	0.124876666692	0.071986698115	0.120385898568	0.117113588752	0.00598522560122	-0.256827309237	-4.46134731403
STAT4	-2.825769995	5.2946641167	2.4688941217	0.447099810195	0.472616711265	0.107690328976	0.338084365502	0.358190954354	0.0805324904311	-0.0547376413531	-300.0	0.778417768376	0.787017445609	0.0642366339035	0.676983388049	0.686307534051	0.0408145172602	-0.0950764450701	-19.5668546587	0.576351572695	0.57641305326	0.040817672894	0.557598115137	0.556345068245	0.0304294267007	-0.16365901945	-300.0	0.360748891623	0.365465114739	0.060800547469	0.357967437924	0.355220388525	0.0534148342335	-0.0756517337383	-5.19045445003
TP63	-2.7040282939	7.2572711722	4.5532428783	0.386841181036	0.386099825868	0.0610295282934	0.323150565498	0.322522515242	0.0438826047639	-0.095451574787	-300.0	0.734567434277	0.737590678958	0.0190292284484	0.77679854129	0.788811979643	0.0642923905118	0.0695846305527	-18.0301247062	0.547479857438	0.542781848287	0.0657846233393	0.536746188797	0.528598130323	0.0455618424506	-0.00772786907937	-149.522334961	0.155354645205	0.1550819223	0.0363285363091	0.151615386869	0.149756593596	0.00847484431389	-0.173567513702	-10.166097691
NFKB1	-2.6782338148	9.3209454444	6.6427116296	0.314432220731	0.295787116334	0.0753552351173	0.227084419581	0.215139986403	0.056418328887	-0.198891423692	-300.0	0.779649313508	0.784205359331	0.0435139685991	0.651407467214	0.655030979476	0.0288656195748	-0.117295366496	-20.2016698688	0.526386151958	0.524528005583	0.0528311406746	0.50960136101	0.508474194799	0.035407197912	-0.0513906234804	-300.0	0.127020889172	0.126498048435	0.00832134778367	0.12792844009	0.129121810137	0.0399112463957	0.108402029169	-1.59206248055
MEF2C	-2.312784923	10.5691021611	8.2563172381	0.487929719713	0.501850623973	0.101990587693	0.389257248643	0.397403731486	0.0761818583283	-0.133372001712	-300.0	0.734955239447	0.741130116184	0.0264770564276	0.778644914625	0.791764706227	0.0754910995628	0.0566833194169	-34.4555894532	0.36860372413	0.370055835966	0.0325459456552	0.356878906127	0.357517005667	0.0220114166404	-0.132165971804	-300.0	0.239240471091	0.238719545278	0.0350791078188	0.234606775671	0.233973440552	0.0119826795992	-0.0627211860354	-13.3590922748
