FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Centipede_95_GM12878_protection_mean	Centipede_95_GM12878_protection_median	Centipede_95_GM12878_protection_std	Centipede_95_K562_protection_mean	Centipede_95_K562_protection_median	Centipede_95_K562_protection_std	Centipede_95_protection_ks_stat	Centipede_95_protection_ks_pvalue	Centipede_95_GM12878_tc_mean	Centipede_95_GM12878_tc_median	Centipede_95_GM12878_tc_std	Centipede_95_K562_tc_mean	Centipede_95_K562_tc_median	Centipede_95_K562_tc_std	Centipede_95_tc_ks_stat	Centipede_95_tc_ks_pvalue	Centipede_95_GM12878_fos_mean	Centipede_95_GM12878_fos_median	Centipede_95_GM12878_fos_std	Centipede_95_K562_fos_mean	Centipede_95_K562_fos_median	Centipede_95_K562_fos_std	Centipede_95_fos_ks_stat	Centipede_95_fos_ks_pvalue	Centipede_95_GM12878_flr_mean	Centipede_95_GM12878_flr_median	Centipede_95_GM12878_flr_std	Centipede_95_K562_flr_mean	Centipede_95_K562_flr_median	Centipede_95_K562_flr_std	Centipede_95_flr_ks_stat	Centipede_95_flr_ks_pvalue
ETS1	-6.1447406735	9.4926612556	3.347920582	0.0726019906511	0.0594606345025	0.0347034208103	0.075226954745	0.0651675766915	0.0349279897246	0.0472762956119	-176.655696334	0.750298244352	0.752732049095	0.0714083421574	0.620277783013	0.628869202198	0.042514754842	-0.597014754491	-300.0	0.484810829367	0.478062085985	0.0804696329624	0.445738740139	0.438628393298	0.0518285823037	-0.208393361116	-300.0	0.34041751418	0.340228995608	0.0494103109556	0.310538663327	0.309131050702	0.0247182283153	-0.498777890047	-300.0
FLII	-5.7267807974	8.5333091889	2.8065283915	0.0583142043086	0.0478776231483	0.030528533526	0.0495046740723	0.0385060347057	0.0297391392116	-0.133615861907	-300.0	0.745346183497	0.746931044268	0.0538218685306	0.647334772443	0.651613358671	0.0342799779563	-0.588592760836	-300.0	0.474912157556	0.475588542356	0.0903217032925	0.466227587102	0.461963583006	0.046410350893	-0.0547425418456	-299.999999316	0.289195000321	0.289331738037	0.0342023600878	0.265873754044	0.265225059567	0.0155236056996	-0.460765191504	-300.0
PAX5	-5.2702007889	9.8008520111	4.5306512222	0.101773097328	0.0891679707494	0.0390331962102	0.104760368064	0.0930763043121	0.0421890826885	0.0290546200256	-77.9540862209	0.738358477715	0.74417034715	0.0823631743898	0.632133339912	0.644745595229	0.0485897264471	-0.443784116942	-300.0	0.556043599924	0.550181145128	0.0917280916823	0.515478200123	0.506578982703	0.0550962825868	-0.23884798542	-300.0	0.318598449561	0.31915012485	0.0602222061645	0.293935080665	0.293794945121	0.0305441850926	-0.411004085742	-300.0
EBF1	-4.7106986376	8.5508527222	3.8401540847	0.0875266633212	0.0772215259475	0.0343395721271	0.0862990015713	0.0753866005323	0.0288687971088	-0.0160764975982	-300.0	0.827547881377	0.831979755042	0.0653756591965	0.66926078946	0.678654917897	0.0413408285961	-0.720360208582	-300.0	0.49044968249	0.485571545325	0.0886742812204	0.460593035915	0.452803141703	0.0526259941182	-0.155859593072	-300.0	0.313094384551	0.313203379299	0.0394229351147	0.29083308326	0.291214436858	0.0244950198037	-0.46906970843	-300.0
EGR2	-4.387910581	8.0011205333	3.6132099524	0.0591923969479	0.0483085438988	0.0299725508788	0.0604854335527	0.0516794224379	0.033475035431	0.0103121382225	-300.0	0.810676155084	0.813591350204	0.0782186462719	0.633418600201	0.63917578012	0.0472550849974	-0.681167010921	-300.0	0.530181202398	0.516897230285	0.121419456168	0.524414403928	0.499634588669	0.0720257750224	-0.0658649542375	-300.0	0.340002476959	0.339528750601	0.0695405946927	0.321199096082	0.317805999155	0.0324101302467	-0.369721041044	-300.0
TP53	-3.4232058254	9.438751	6.0155451746	0.0644413418834	0.0539237371214	0.0336185788875	0.0607557885322	0.046911685527	0.0273624858257	-0.169688884766	-299.999999792	0.74743493201	0.752576927536	0.072129058929	0.6840952067	0.698664495727	0.0404372291263	-0.227760693326	-300.0	0.460188523254	0.460072714466	0.0907105528555	0.436978909078	0.433724904559	0.0493809429741	-0.120839565909	-135.892036964	0.287628773425	0.287000954999	0.0472295879675	0.272512422278	0.272691921244	0.0299486701479	-0.278929995684	-300.0
STAT1	-3.0891702317	11.2946308667	8.2054606349	0.0601330637284	0.0501269300759	0.0312648135168	0.0547989724766	0.0434688170137	0.0291648850848	-0.0728002245766	-300.0	0.811918848221	0.818296626549	0.059247427403	0.690548661382	0.698296329174	0.0428796075543	-0.626021073077	-300.0	0.471522582143	0.468501348483	0.0892344168663	0.462304257817	0.458269628895	0.0566405854773	-0.01837795516	-78.6663090538	0.341444387969	0.341798872289	0.0392983425881	0.327732127368	0.328195986084	0.027478066008	-0.296433567159	-300.0
HNF1B	-2.9064154892	6.2265196056	3.3201041164	0.109356513268	0.0865472929465	0.0605843804685	0.0866924852071	0.0651559880733	0.0599971321383	-0.223968708763	-300.0	0.719892234496	0.731461447033	0.0398778361831	0.728055037697	0.735156432673	0.0646102361142	0.111555165016	-33.4086685227	0.519783005832	0.522270304882	0.0683215507075	0.485690226089	0.487579842748	0.0429376870329	-0.207641475746	-256.986045956	0.291422238078	0.291646311071	0.0343793382811	0.278455672317	0.28025044953	0.0218188090078	-0.341610566501	-300.0
PRDM1	-2.8595321966	7.5904785722	4.7309463757	0.108471814728	0.0935249386864	0.0540449331974	0.11722665913	0.103043283203	0.0579654496895	0.0428205319103	-57.2507782628	0.743728104084	0.748719247431	0.0787405825628	0.655724193237	0.667647342515	0.0456675890112	-0.301753079589	-300.0	0.474560965222	0.460333931509	0.0680933025027	0.475910609659	0.464874249543	0.111992146861	0.00483892947183	-59.9142245993	0.275413248099	0.273754514722	0.0788751050734	0.263484869084	0.259630616192	0.0422671403535	-0.261581768384	-300.0
STAT4	-2.825769995	5.2946641167	2.4688941217	0.0774034892489	0.0670151226432	0.0313116147885	0.0724106942175	0.0592901707949	0.0301519214906	-0.137983291544	-300.0	0.813821966898	0.821677669848	0.0666141718828	0.702551824548	0.71287207407	0.0461914758227	-0.60415118121	-300.0	0.648312375997	0.646336511517	0.0803487508089	0.622190521099	0.619833361889	0.0487105305421	-0.13510615053	-184.139891731	0.308410556692	0.307471076685	0.0376337429441	0.299888366434	0.298177143832	0.0271871019419	-0.167987752355	-300.0
