FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	TC_GM12878_protection_mean	TC_GM12878_protection_median	TC_GM12878_protection_std	TC_K562_protection_mean	TC_K562_protection_median	TC_K562_protection_std	TC_protection_ks_stat	TC_protection_ks_pvalue	TC_GM12878_tc_mean	TC_GM12878_tc_median	TC_GM12878_tc_std	TC_K562_tc_mean	TC_K562_tc_median	TC_K562_tc_std	TC_tc_ks_stat	TC_tc_ks_pvalue	TC_GM12878_fos_mean	TC_GM12878_fos_median	TC_GM12878_fos_std	TC_K562_fos_mean	TC_K562_fos_median	TC_K562_fos_std	TC_fos_ks_stat	TC_fos_ks_pvalue	TC_GM12878_flr_mean	TC_GM12878_flr_median	TC_GM12878_flr_std	TC_K562_flr_mean	TC_K562_flr_median	TC_K562_flr_std	TC_flr_ks_stat	TC_flr_ks_pvalue
SOX10	-0.2637979979	5.3629255111	5.0991275132	0.168192878029	0.147618776714	0.0605351372266	0.12707988827	0.115769903232	0.037179795489	-0.179911268148	-300.0	0.560919853714	0.561389622763	0.00199212614008	0.569364357204	0.569345671354	0.0979772147475	0.00717739513552	-300.0	0.560919853714	0.561389622763	0.00199212614008	0.569364357204	0.569345671354	0.0979772147475	0.00717739513552	-300.0	0.221761549934	0.220873407766	0.00362253987923	0.225057311343	0.225024656008	0.0493325276846	0.0123672242461	-179.867442187
NFYA	-0.2394532122	8.3065107889	8.0670575767	0.140795639014	0.130076750996	0.0592677739811	0.0885029474286	0.0841564125726	0.0302096496824	-0.17072222536	-300.0	0.537224036562	0.533260762258	0.092282122576	0.523687465746	0.523675598537	0.000821076581615	-0.00381311318239	-300.0	0.537224036562	0.533260762258	0.092282122576	0.523687465746	0.523675598537	0.000821076581615	-0.00381311318239	-300.0	0.34121266096	0.338593250565	0.00511573285224	0.347741573479	0.341220858573	0.108997418567	0.0450562196387	-111.609877279
FOXP2	-0.217106004	2.4335675278	2.2164615238	0.149928484764	0.131167941603	0.0670480543876	0.106291463034	0.0960961121886	0.0438340513608	-0.015553555174	-300.0	0.488946710197	0.48893132001	0.0600937316543	0.464630280493	0.468313748865	0.00110626702302	-0.14588391341	-300.0	0.488946710197	0.48893132001	0.0600937316543	0.464630280493	0.468313748865	0.00110626702302	-0.14588391341	-300.0	0.324448760542	0.323920871187	0.00410592450496	0.328154705357	0.328177463453	0.0321529723818	0.0218202465931	-121.743716385
TCF7L1	-0.2158135534	8.4069930667	8.1911795132	0.126257311551	0.110974562543	0.0428029383221	0.152766937984	0.129941278746	0.0601144519033	0.0541810814844	-300.0	0.516634623865	0.516627459971	0.0792473667466	0.503967129773	0.505275271729	0.00162873468126	-0.0172003880644	-300.0	0.516634623865	0.516627459971	0.0792473667466	0.503967129773	0.505275271729	0.00162873468126	-0.0172003880644	-300.0	0.242238796211	0.241271024829	0.00409945095187	0.245077207159	0.245292502721	0.0465573964448	0.0323797746054	-233.346165723
SP2	-0.1813165365	6.2019310444	6.0206145079	0.0689234602663	0.0560331931517	0.033081632656	0.0903565943463	0.0720002618674	0.0480886851873	0.0468205541533	-300.0	0.522245027897	0.522200844101	0.0668922006534	0.521344542644	0.515766092191	0.00141737110488	-0.00346619654651	-300.0	0.522245027897	0.522200844101	0.0668922006534	0.521344542644	0.515766092191	0.00141737110488	-0.00346619654651	-300.0	0.315833691334	0.315317384958	0.00725159041199	0.321058488429	0.320737663586	0.0471426218003	0.00245743407016	-143.202007486
INSM1	-0.1721305868	6.3427609889	6.1706304021	0.0905469332971	0.0783038669009	0.0336696072805	0.116752110903	0.0987988696656	0.0516707515469	0.0689302950074	-300.0	0.579364230956	0.577417084644	0.00135696192933	0.585383546183	0.579350442511	0.0951103809258	0.0440116354901	-300.0	0.579364230956	0.577417084644	0.00135696192933	0.585383546183	0.579350442511	0.0951103809258	0.0440116354901	-300.0	0.279604965849	0.277560637328	0.00390599617299	0.28132109287	0.281326694237	0.0508267487412	0.00828480443585	-197.575614642
MAX	-0.1670527532	6.8057894833	6.6387367302	0.1872307674	0.157614765995	0.0810609911157	0.143435183984	0.12182972213	0.0572167129219	-0.0838078100488	-300.0	0.500128761242	0.500093771048	0.0714178621366	0.483893501874	0.484689352204	0.00130962923214	-0.0741867619416	-300.0	0.500128761242	0.500093771048	0.0714178621366	0.483893501874	0.484689352204	0.00130962923214	-0.0741867619416	-300.0	0.311652880587	0.309066670575	0.00454752115003	0.312705097734	0.312927608254	0.0498531913904	0.0617718286615	-62.7270965189
MAFK	-0.1667808765	5.9367657389	5.7699848624	0.169949663326	0.147339809483	0.0821570066376	0.114052794496	0.101239762441	0.0548414642622	-0.0362912632568	-300.0	0.607345292136	0.607342055817	0.0596825379963	0.598853018564	0.598361917915	0.00117357696727	-0.018848773885	-300.0	0.607345292136	0.607342055817	0.0596825379963	0.598853018564	0.598361917915	0.00117357696727	-0.018848773885	-300.0	0.271538145768	0.271578310998	0.0397402665639	0.265578079691	0.265782318202	0.00361541527029	-0.0111934194383	-103.92730735
PAX2	-0.1591111566	5.4571127333	5.2980015767	0.130692073647	0.10941470112	0.0665257884485	0.164598780646	0.131047319539	0.0955608537542	0.126281130705	-135.207799224	0.37582411455	0.375485717877	0.0118559181617	0.412602441942	0.396016351943	0.0954742196425	0.0761774413327	-300.0	0.37582411455	0.375485717877	0.0118559181617	0.412602441942	0.396016351943	0.0954742196425	0.0761774413327	-300.0	0.267575578006	0.267682958423	0.0517510896989	0.264228627346	0.262102157153	0.00449853813372	-0.0268938786421	-184.56506628
ZNF354C	-0.1560589466	2.5165529889	2.3604940423	0.0978867066851	0.079968963024	0.0578909209683	0.135244238429	0.111423901692	0.0844685690814	0.027775774668	-300.0	0.541170859696	0.541161032168	0.0746234773014	0.526699736787	0.526655805082	0.00185301582981	-0.0628118576814	-300.0	0.541170859696	0.541161032168	0.0746234773014	0.526699736787	0.526655805082	0.00185301582981	-0.0628118576814	-300.0	0.278463562724	0.276397463547	0.00312619833599	0.27911063165	0.279129999365	0.045750707782	0.0498504413192	-107.561751261
CTCF	-0.1501554426	8.7064197389	8.5562642963	0.0979703664881	0.0888953624738	0.0376754046229	0.128555319467	0.113709856623	0.0601838548545	0.171696225032	-300.0	0.595605277333	0.595571448358	0.0705846742333	0.590426319002	0.587834605505	0.00145305148824	-0.0125269755526	-300.0	0.595605277333	0.595571448358	0.0705846742333	0.590426319002	0.587834605505	0.00145305148824	-0.0125269755526	-300.0	0.329997110347	0.329863865865	0.0583738817596	0.324990825057	0.323931076096	0.00369217361278	-0.0210099378462	-300.0
HNF1A	-0.1420992513	4.9258633889	4.7837641376	0.234537720992	0.20693922281	0.0773379284757	0.191280783776	0.171025715544	0.051834956096	-0.0511254525706	-300.0	0.716482011902	0.716464797955	0.0584576761545	0.688564657609	0.690628843427	0.00206638353064	-0.182027688422	-300.0	0.716482011902	0.716464797955	0.0584576761545	0.688564657609	0.690628843427	0.00206638353064	-0.182027688422	-300.0	0.230982674864	0.229636602603	0.00389152564521	0.233298533164	0.233240873182	0.044181923518	0.0507413344019	-55.8782110957
FEV	-0.1396182302	6.8418069444	6.7021887143	0.141036864322	0.126908842066	0.0499757116026	0.181387448953	0.160285067643	0.0720432291974	0.049852325431	-300.0	0.564509212931	0.555814355641	0.0909381048593	0.522697757921	0.52264133538	0.00167537446911	-0.10835446191	-300.0	0.564509212931	0.555814355641	0.0909381048593	0.522697757921	0.52264133538	0.00167537446911	-0.10835446191	-300.0	0.282830445753	0.282985245176	0.0554596746691	0.277248322523	0.276927455991	0.00332547177426	-0.0220349277489	-159.583419278
FOXL1	-0.1054099931	6.8846849667	6.7792749735	0.187936330992	0.164452490039	0.0952598768456	0.131817116335	0.117317035151	0.0618970776423	-0.00322952802233	-300.0	0.609826637633	0.609769807468	0.0689374779378	0.589620028219	0.591946829504	0.00171274562528	-0.0985915943265	-300.0	0.609826637633	0.609769807468	0.0689374779378	0.589620028219	0.591946829504	0.00171274562528	-0.0985915943265	-300.0	0.279311384486	0.294837662321	0.163723487265	0.310878104471	0.298492888043	0.187630572089	0.202654333696	-6.76642177788
FOXF2	-0.1000125386	5.8514796444	5.7514671058	0.150512843271	0.131789311923	0.0654534096299	0.107980849234	0.097159369976	0.040299680242	-0.0838748370649	-300.0	0.576858439315	0.57683703038	0.0689468656998	0.549211221609	0.553237077449	0.00114721110267	-0.141699195243	-300.0	0.576858439315	0.57683703038	0.0689468656998	0.549211221609	0.553237077449	0.00114721110267	-0.141699195243	-300.0	0.270176977268	0.270223755491	0.04130895246	0.264064661879	0.264467072485	0.00354433605961	-0.0201214125054	-92.1896412153
FOXC1	-0.0984576794	6.9359443778	6.8374866984	0.0907006388413	0.0651961877515	0.0660035158259	0.124427011045	0.0819188651273	0.0911550521219	0.0628809130742	-97.4964993747	0.462370698651	0.464692732407	0.0211867323343	0.480714526763	0.482448707417	0.0719334462703	0.0728661780725	-300.0	0.462370698651	0.464692732407	0.0211867323343	0.480714526763	0.482448707417	0.0719334462703	0.0728661780725	-300.0	0.755646457816	0.755156871819	0.0527582582361	0.736079026457	0.738257834173	0.0104897968453	-0.0311589655725	-122.81351689
CDX2	-0.0860509947	6.1550031111	6.0689521164	0.107040354076	0.089381849714	0.0547447210201	0.142656523897	0.114279311407	0.0773053898692	0.0563385941579	-300.0	0.465923025664	0.465896360014	0.0724038210867	0.442600986689	0.444394375048	0.00173200855504	-0.114330457543	-300.0	0.465923025664	0.465896360014	0.0724038210867	0.442600986689	0.444394375048	0.00173200855504	-0.114330457543	-300.0	0.280376879015	0.279594753355	0.0036565958079	0.28366751991	0.283624900365	0.0351667957646	0.0312954395241	-64.4781879064
PPARG	-0.0787696799	2.7470595	2.6682898201	0.19236023599	0.184657900786	0.0484075292503	0.241411665866	0.229188992691	0.0740564981209	0.00804708224116	-300.0	0.619962178075	0.619996947129	0.0693331459516	0.608132584861	0.608477289223	0.00216829774232	-0.0401167663954	-300.0	0.619962178075	0.619996947129	0.0693331459516	0.608132584861	0.608477289223	0.00216829774232	-0.0401167663954	-300.0	0.220214416128	0.219622347943	0.00549918193138	0.223906826653	0.224119630002	0.0439892244263	0.0362704140945	-119.490852308
GATA4	-0.075628319	6.0066849222	5.9310566032	0.0522637409162	0.0418276320366	0.029329203781	0.07061623307	0.0601530317902	0.0488161974379	0.199610631552	-295.991855591	0.539173615836	0.539166576906	0.0649639347422	0.519070257044	0.520243469857	0.00118855263523	-0.0935688395578	-300.0	0.539173615836	0.539166576906	0.0649639347422	0.519070257044	0.520243469857	0.00118855263523	-0.0935688395578	-300.0	0.267889196417	0.267259407066	0.00351668658789	0.270977300567	0.27104769348	0.0332792618713	0.0315340200393	-74.576378672
HOXA9	-0.0604689519	2.9673686556	2.9068997037	0.174429051036	0.150002019828	0.0625940797892	0.213062389893	0.178618232275	0.0894572860661	0.0236358823283	-300.0	0.601071785538	0.601068648434	0.0662388810294	0.580516573674	0.580310078974	0.00088607961319	-0.114480757224	-300.0	0.601071785538	0.601068648434	0.0662388810294	0.580516573674	0.580310078974	0.00088607961319	-0.114480757224	-300.0	0.295680728643	0.294725525234	0.00342180145664	0.297904421383	0.297988767454	0.0347256004472	0.0455146798727	-64.8398965215
ZBTB33	-0.0601326492	7.7412005222	7.681067873	0.253110804406	0.226138137412	0.0844425308955	0.197650167234	0.180407880499	0.0533415699928	-0.103009292814	-300.0	0.494871662011	0.49299937816	0.0134997655018	0.528364802936	0.519083695561	0.117617249101	0.104411413579	-300.0	0.494871662011	0.49299937816	0.0134997655018	0.528364802936	0.519083695561	0.117617249101	0.104411413579	-300.0	0.316906280589	0.316852535455	0.0614960109756	0.313380688441	0.310746587382	0.00317707508765	-0.0305499019473	-236.565213474
FOXQ1	-0.0558904127	6.4711133333	6.4152229206	0.0873276382796	0.0781572676425	0.0424640651238	0.11827493956	0.0994223882295	0.0591376849421	0.102421322528	-300.0	0.57660867525	0.57659863799	0.0666026181149	0.547735890363	0.551194125304	0.00167767596842	-0.152131131189	-300.0	0.57660867525	0.57659863799	0.0666026181149	0.547735890363	0.551194125304	0.00167767596842	-0.152131131189	-300.0	0.549000716531	0.549048460393	0.0471837442756	0.540095080426	0.539287840707	0.00686743668839	-0.024603504254	-88.3183089018
ATOH1	-0.0433124675	4.6328258167	4.5895133492	0.165807395074	0.14468682872	0.0748886281719	0.113092885702	0.0954404512923	0.0494699454114	-0.031375244676	-300.0	0.588569030496	0.588563768041	0.0021868398798	0.590910848684	0.591135908025	0.0876706677451	0.0359940195563	-300.0	0.588569030496	0.588563768041	0.0021868398798	0.590910848684	0.591135908025	0.0876706677451	0.0359940195563	-300.0	0.288127570763	0.288262958076	0.0291636061903	0.282177463663	0.282368040024	0.00310498150499	-0.0189117919691	-81.4354256524
MYOG	-0.0219246632	5.1665229278	5.1445982646	0.234352841384	0.222846299604	0.0723356732822	0.172280506638	0.16472974814	0.0380123073178	-0.121037237005	-300.0	0.521866429175	0.52183246047	0.00083162821288	0.531717072871	0.52833221721	0.0923826006771	0.0153765397109	-300.0	0.521866429175	0.52183246047	0.00083162821288	0.531717072871	0.52833221721	0.0923826006771	0.0153765397109	-300.0	0.324380133732	0.316937328426	0.00588575320547	0.326741249363	0.324350919786	0.114999740053	0.00174062590248	-127.687155458
NKX3-1	-0.0187725392	4.7804244333	4.7616518942	0.106725261738	0.0837037371904	0.0658563996862	0.132365386733	0.089884000977	0.083882667128	0.042054765459	-300.0	0.558334222922	0.558640709957	0.0551224439022	0.539597195103	0.542340133096	0.00702437043355	-0.0663207560695	-300.0	0.558334222922	0.558640709957	0.0551224439022	0.539597195103	0.542340133096	0.00702437043355	-0.0663207560695	-300.0	0.293138275655	0.293103795555	0.0245390086712	0.287967182993	0.287696682156	0.00312528803332	-0.0403914096074	-115.049945693
NKX3-2	-0.0082280677	5.8686394222	5.8604113545	0.142870239751	0.111731437385	0.0719527750914	0.110143554123	0.0878589425825	0.0504017336396	-0.0207474362668	-300.0	0.537833570505	0.537818974104	0.0501192915642	0.528069794268	0.528921545938	0.000541256648644	-0.0562548064599	-300.0	0.537833570505	0.537818974104	0.0501192915642	0.528069794268	0.528921545938	0.000541256648644	-0.0562548064599	-300.0	0.477762887597	0.477377513292	0.00680375695012	0.483833756969	0.48382313276	0.0623692786286	0.0485909252038	-80.1593301022
PAX4	-0.0037464452	5.1896305722	5.185884127	0.110963908279	0.0940076709244	0.05347394171	0.152345642327	0.126281514413	0.0793890444251	0.156363627861	-300.0	0.512966927979	0.512942378442	0.0585406855791	0.499541966325	0.498588722355	0.00135528983577	-0.092790584949	-300.0	0.512966927979	0.512942378442	0.0585406855791	0.499541966325	0.498588722355	0.00135528983577	-0.092790584949	-300.0	0.224844258721	0.204085399325	0.136290308295	0.277687381093	0.244642196046	0.209615819921	0.277701796728	-0.533864495073
FOSL2	0.0101847878	5.5744170111	5.5846017989	0.112003821491	0.0935876045808	0.0496278183378	0.169563139937	0.147139302368	0.0777497105087	0.0869299723808	300.0	0.607374502418	0.607451021384	0.0928805283649	0.604376509031	0.606657058198	0.00391623801866	-0.0515339554755	300.0	0.607374502418	0.607451021384	0.0928805283649	0.604376509031	0.606657058198	0.00391623801866	-0.0515339554755	300.0	0.264914094048	0.265063492536	0.0344704827046	0.260955993478	0.260573271103	0.00349535585541	-0.0140692651037	105.302746271
SOX3	0.0110805013	6.2065415833	6.2176220847	0.119679722353	0.096007205936	0.0651499603895	0.0889653205287	0.0708004828633	0.0440609153012	-0.0276867790796	300.0	0.559758563505	0.562308070897	0.000918335946517	0.584248504045	0.584246224804	0.0606129220037	0.151517167185	300.0	0.559758563505	0.562308070897	0.000918335946517	0.584248504045	0.584246224804	0.0606129220037	0.151517167185	300.0	0.500189662643	0.500301098017	0.0573512163875	0.491073768814	0.490835559519	0.00655435802444	-0.00143289532172	155.474720914
ZNF263	0.013611772	6.7028140111	6.7164257831	0.148346956503	0.139006546224	0.0539375571323	0.120603299486	0.11261544836	0.0341508530131	-0.12744625104	300.0	0.57921844737	0.575804525093	0.00150865906257	0.584513966241	0.584508439815	0.0716356001418	0.0176609930801	300.0	0.57921844737	0.575804525093	0.00150865906257	0.584513966241	0.584508439815	0.0716356001418	0.0176609930801	300.0	0.293177729928	0.290607706691	0.00528066967877	0.296795588153	0.296803762275	0.0644908430252	0.0121552438368	300.0
EN1	0.0206112087	5.9012505056	5.9218617143	0.219775591403	0.185428794186	0.069192559624	0.259542058802	0.220598338145	0.0899269900014	0.0161811327689	300.0	0.605589394029	0.605088330942	0.00194863511211	0.62238013406	0.622316738998	0.0615854454363	0.107747575386	300.0	0.605589394029	0.605088330942	0.00194863511211	0.62238013406	0.622316738998	0.0615854454363	0.107747575386	300.0	0.236186020758	0.235938607274	0.0471989519542	0.232983490974	0.231443626408	0.00380401874852	-0.0217857445546	91.4988764968
HLF	0.0461707656	3.1964068111	3.2425775767	0.139384552658	0.11715990385	0.0603696896163	0.108952025603	0.0937763241519	0.0404709972531	-0.0414423381263	168.528116046	0.444600626754	0.439183820595	0.0874605466047	0.439045918396	0.432789542607	0.00427506066701	-0.0257389331923	300.0	0.444600626754	0.439183820595	0.0874605466047	0.439045918396	0.432789542607	0.00427506066701	-0.0257389331923	300.0	0.274226367493	0.273397586496	0.00395117559412	0.278772021765	0.278876989436	0.0323292391823	0.0217640992315	88.6463036504
MAFB	0.0472703894	4.6418463778	4.6891167672	0.129108073928	0.110667117371	0.0465414725576	0.177831298304	0.150825030963	0.0733214189586	0.0342500048986	300.0	0.492235210702	0.487583545402	0.0833729180731	0.487580251378	0.486319148206	0.00134111271923	-0.0449401585234	300.0	0.492235210702	0.487583545402	0.0833729180731	0.487580251378	0.486319148206	0.00134111271923	-0.0449401585234	300.0	0.299129999362	0.299309856393	0.00361495166754	0.306985164312	0.306983641628	0.0501376979827	0.0459113426518	179.8772129
FOXO3	0.0481398669	5.88673935	5.9348792169	0.140623782674	0.123893961856	0.0789186873733	0.0910870731253	0.0743494519463	0.0497628139424	-0.0689899052325	300.0	0.511496389099	0.514846403825	0.000627665765694	0.538258945247	0.538247494566	0.0695271597927	0.143601337211	300.0	0.511496389099	0.514846403825	0.000627665765694	0.538258945247	0.538247494566	0.0695271597927	0.143601337211	300.0	0.308884516697	0.308832495544	0.0340656835764	0.305000551229	0.304537638605	0.00346115163068	-0.011491320404	117.000191764
ELK1	0.0522137344	7.7926102444	7.8448239788	0.206846099762	0.177880135764	0.0995410252162	0.148198917145	0.12386447008	0.0691770946543	-0.043848712143	300.0	0.653020715526	0.652455962529	0.00439470999735	0.704113516845	0.705264923028	0.0834481457937	0.147563184509	300.0	0.653020715526	0.652455962529	0.00439470999735	0.704113516845	0.705264923028	0.0834481457937	0.147563184509	300.0	0.27794513538	0.276686015267	0.0044793449177	0.282014246429	0.282074752385	0.0564804784921	0.0165593567268	188.197776019
E2F1	0.0598172259	7.0153392556	7.0751564815	0.130974680915	0.115794961764	0.0539024712826	0.1017721272	0.09179289178	0.0355279521556	-0.127343607876	300.0	0.542723676709	0.540316868151	0.0853297605051	0.529059714471	0.528917626945	0.00334837100245	-0.00241557354884	300.0	0.542723676709	0.540316868151	0.0853297605051	0.529059714471	0.528917626945	0.00334837100245	-0.00241557354884	300.0	0.298074014085	0.295771932928	0.00513189692378	0.300798112961	0.300866209678	0.0665834443987	0.0124739884136	274.550629255
LHX3	0.0647025619	6.0044417556	6.0691443175	0.157304009602	0.129091924784	0.0853802820225	0.110826988099	0.0912100856328	0.0586441374524	-0.00768407306441	300.0	0.435477367389	0.437535147571	0.00103606458842	0.462135473974	0.462132860855	0.0570360843378	0.174106078665	300.0	0.435477367389	0.437535147571	0.00103606458842	0.462135473974	0.462132860855	0.0570360843378	0.174106078665	300.0	0.273486418558	0.272025297816	0.00432755327444	0.277772228873	0.27791991609	0.0396649875439	0.00281642979388	81.4659799025
BHLHE40	0.0733820275	9.5293585333	9.6027405608	0.131068950727	0.107894048361	0.0539024922157	0.170196805201	0.135642782838	0.0785392241416	0.000230519522544	300.0	0.541998671572	0.527839272322	0.0929515015047	0.518350022372	0.518383389198	0.00390596972465	-0.0175880694189	300.0	0.541998671572	0.527839272322	0.0929515015047	0.518350022372	0.518383389198	0.00390596972465	-0.0175880694189	300.0	0.294015057194	0.291582514924	0.00325644637721	0.29854127534	0.298457316939	0.0647209410078	0.0403641958801	227.352776211
ERG	0.0897659651	3.3495138444	3.4392798095	0.112162411057	0.0918348264623	0.0534678047987	0.0867814463062	0.0762243405877	0.035201892001	-0.144411023504	300.0	0.612596562724	0.607117311081	0.0750650705069	0.607125511738	0.607022585245	0.00125651234969	-0.0506530661433	300.0	0.612596562724	0.607117311081	0.0750650705069	0.607125511738	0.607022585245	0.00125651234969	-0.0506530661433	300.0	0.290742071653	0.289640621051	0.00399741051538	0.295721099116	0.295682360006	0.0488459521848	0.0261132073688	300.0
E2F4	0.0988134026	8.1986014333	8.297414836	0.141516660379	0.125012123381	0.0559329387329	0.112340041419	0.100737563926	0.0360166385544	-0.128664610103	300.0	0.611959165084	0.610034831806	0.0769738849394	0.602742887264	0.602597817007	0.00315741779474	-0.0258934968863	300.0	0.611959165084	0.610034831806	0.0769738849394	0.602742887264	0.602597817007	0.00315741779474	-0.0258934968863	300.0	0.291190684229	0.2894017727	0.00529280042224	0.295156217852	0.295255366102	0.0621818259426	0.0139538306006	299.999981339
SRY	0.1099202765	2.0370843056	2.147004582	0.122158787793	0.100323563869	0.0729632317764	0.0918381857774	0.0770937450415	0.0495287818279	-0.207722089743	210.663253853	0.547672997154	0.552947143918	0.00103980608421	0.581002031849	0.580982048307	0.0682204850383	0.188231295484	300.0	0.547672997154	0.552947143918	0.00103980608421	0.581002031849	0.580982048307	0.0682204850383	0.188231295484	300.0	0.242736083426	0.242785960842	0.0336187067489	0.238775768856	0.238178314336	0.00357608844748	-0.0148400475303	93.7785592833
ESR1	0.1130897902	4.0138700722	4.1269598624	0.116482322734	0.104896405002	0.0761525692263	0.0836825516144	0.0746811866234	0.0523822638783	-0.0460086974797	300.0	0.534497505413	0.536687771693	0.00141230043201	0.558932922437	0.558922138196	0.0596744194116	0.175490189602	300.0	0.534497505413	0.536687771693	0.00141230043201	0.558932922437	0.558922138196	0.0596744194116	0.175490189602	300.0	0.333362876598	0.331920570912	0.00399621244774	0.338911128101	0.339020027616	0.039862276952	0.065466798137	149.61333453
FOXI1	0.1647713873	4.9353065333	5.1000779206	0.165588138209	0.143254913487	0.0754276239842	0.122258157954	0.106741170112	0.0509929759461	-0.0202349154369	300.0	0.510468809289	0.514263967405	0.000922376155678	0.540415752256	0.540417870174	0.0787092050964	0.142139752842	300.0	0.510468809289	0.514263967405	0.000922376155678	0.540415752256	0.540417870174	0.0787092050964	0.142139752842	300.0	0.269450011821	0.269411383098	0.0409874677077	0.265451479711	0.263686180918	0.00432387227218	-0.00689113366699	109.096036557
NR5A2	0.1681416079	3.2204742333	3.3886158413	0.126631984328	0.106019709583	0.0485296543121	0.171672642169	0.143243445443	0.0733753086817	0.04745516441	300.0	0.587566193182	0.58928155086	0.00136396444108	0.609259261003	0.609217605716	0.0735378497997	0.100009300212	300.0	0.587566193182	0.58928155086	0.00136396444108	0.609259261003	0.609217605716	0.0735378497997	0.100009300212	300.0	0.314571598912	0.314268151858	0.003571396273	0.320421722336	0.32035737158	0.0396333751187	0.0240408648482	168.011204645
NR2E3	0.1698236063	3.9630647111	4.1328883175	0.0731094760119	0.0481059790948	0.0456949099685	0.101087692077	0.066472738557	0.0651432622924	0.0376091851501	258.157077259	0.472236337658	0.474459528153	0.000288498859052	0.488638421652	0.488636748713	0.0683397020899	0.0741550517192	300.0	0.472236337658	0.474459528153	0.000288498859052	0.488638421652	0.488636748713	0.0683397020899	0.0741550517192	300.0	0.400505314218	0.400466554783	0.0658806013394	0.393952005469	0.392839225802	0.00968048808088	-0.0865831893095	62.7480527892
AR	0.1778825566	3.4316552	3.6095377566	0.106034126373	0.0863234120597	0.0414348562203	0.129178983167	0.108012281989	0.052340496091	0.0295038393236	300.0	0.690266956134	0.691922424242	0.00319050159153	0.71943142551	0.719490768692	0.069830069529	0.140876201365	300.0	0.690266956134	0.691922424242	0.00319050159153	0.71943142551	0.719490768692	0.069830069529	0.140876201365	300.0	0.303752209079	0.302086416202	0.00342788400228	0.30872473432	0.308727121663	0.0403404322376	0.0442617401473	110.441171775
ESRRA	0.1861202667	7.4537839556	7.6399042222	0.25582291588	0.231833150322	0.0776856175357	0.208361532363	0.191396652707	0.0526544173641	-0.0897501213626	300.0	0.561965797304	0.562617928108	0.000829306959031	0.582058276314	0.582038634319	0.0651756000561	0.103081237479	300.0	0.561965797304	0.562617928108	0.000829306959031	0.582058276314	0.582038634319	0.0651756000561	0.103081237479	300.0	0.263046159663	0.262778886971	0.00350997420956	0.269075143054	0.269029638775	0.0392792102549	0.042256996382	166.747960526
NR2C2	0.2028058757	7.6002743889	7.8030802646	0.117753604023	0.0957124005109	0.0538403416464	0.0936468126569	0.0825984846772	0.0351038367476	-0.0888962827863	300.0	0.527595705205	0.523075001034	0.00174536026311	0.531863242796	0.531863280366	0.0827539317861	0.00689031183153	300.0	0.527595705205	0.523075001034	0.00174536026311	0.531863242796	0.531863280366	0.0827539317861	0.00689031183153	300.0	0.249790850717	0.247073346567	0.0037877534824	0.254318716649	0.254231534707	0.0594819629258	0.0406269522915	258.912940092
TCF12	0.2044455873	8.2854513333	8.4898969206	0.151143901898	0.129038409891	0.0586295152786	0.128559163557	0.112129893367	0.0420233419579	-0.0796414334821	300.0	0.608512134272	0.609579170207	0.00140707985374	0.629828398097	0.629782530725	0.0875281707986	0.0542466903867	300.0	0.608512134272	0.609579170207	0.00140707985374	0.629828398097	0.629782530725	0.0875281707986	0.0542466903867	300.0	0.270221067431	0.268915098229	0.00378053752138	0.2748106677	0.274813972989	0.0436902706838	0.0199458007952	236.934280105
NHLH1	0.2087423466	4.6391893889	4.8479317354	0.132468605473	0.109818509022	0.0601131553505	0.180888458764	0.146696709803	0.0879292743947	0.0894707832043	300.0	0.555289509532	0.551452745925	0.0796822550525	0.543818196586	0.54384439459	0.0025875227356	-0.0123565626113	300.0	0.555289509532	0.551452745925	0.0796822550525	0.543818196586	0.54384439459	0.0025875227356	-0.0123565626113	300.0	0.257031461278	0.255577430245	0.00365180130709	0.261434433439	0.261502168594	0.051063459806	0.00757506321918	175.372710369
THAP1	0.2326709847	6.1018166556	6.3344876402	0.105558293438	0.0879102871734	0.0538218154245	0.080266621366	0.06987339254	0.0355094482927	-0.153764372481	300.0	0.584284686008	0.584267933519	0.0746755284298	0.579044799907	0.57881492209	0.00123399597822	-0.0115696403945	300.0	0.584284686008	0.584267933519	0.0746755284298	0.579044799907	0.57881492209	0.00123399597822	-0.0115696403945	300.0	0.280548439302	0.279311111063	0.00353836200876	0.287213268481	0.287272894921	0.0499017388171	0.0618499571292	300.0
FOXD3	0.2435801553	5.7794986278	6.0230787831	0.182531547259	0.15888962109	0.0771100622033	0.139229150444	0.122069838677	0.0523333597351	-0.0580906451464	300.0	0.509615551057	0.512921778514	0.00101892493571	0.540843416883	0.540822511958	0.066775621343	0.192142037172	300.0	0.509615551057	0.512921778514	0.00101892493571	0.540843416883	0.540822511958	0.066775621343	0.192142037172	300.0	0.322654955641	0.321993037857	0.00508955198439	0.329552794723	0.329598982553	0.0459393133702	0.0429092228766	148.956403214
