FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Centipede_85_GM12878_protection_mean	Centipede_85_GM12878_protection_median	Centipede_85_GM12878_protection_std	Centipede_85_K562_protection_mean	Centipede_85_K562_protection_median	Centipede_85_K562_protection_std	Centipede_85_protection_ks_stat	Centipede_85_protection_ks_pvalue	Centipede_85_GM12878_tc_mean	Centipede_85_GM12878_tc_median	Centipede_85_GM12878_tc_std	Centipede_85_K562_tc_mean	Centipede_85_K562_tc_median	Centipede_85_K562_tc_std	Centipede_85_tc_ks_stat	Centipede_85_tc_ks_pvalue	Centipede_85_GM12878_fos_mean	Centipede_85_GM12878_fos_median	Centipede_85_GM12878_fos_std	Centipede_85_K562_fos_mean	Centipede_85_K562_fos_median	Centipede_85_K562_fos_std	Centipede_85_fos_ks_stat	Centipede_85_fos_ks_pvalue	Centipede_85_GM12878_flr_mean	Centipede_85_GM12878_flr_median	Centipede_85_GM12878_flr_std	Centipede_85_K562_flr_mean	Centipede_85_K562_flr_median	Centipede_85_K562_flr_std	Centipede_85_flr_ks_stat	Centipede_85_flr_ks_pvalue
ETS1	-6.1447406735	9.4926612556	3.347920582	0.253086884582	0.235428209593	0.10291694217	0.347274101398	0.327687193288	0.12876357124	0.145292335801	-300.0	0.849695614525	0.855204279674	0.0594670043551	0.688306180127	0.698005661236	0.038923467851	-0.741139660064	-300.0	0.452610826211	0.447740740741	0.0517234913918	0.407358565286	0.400925925926	0.0384311288816	-0.485806047313	-25.4672191113	0.345394569004	0.344536074141	0.0466854970882	0.311048992329	0.308844426483	0.0211843465087	-0.492234955475	-300.0
FLII	-5.7267807974	8.5333091889	2.8065283915	0.361390738741	0.323311907986	0.101259391237	0.227497612503	0.199068308571	0.0706459906999	-0.223300448751	-300.0	0.755828240709	0.762765696885	0.0569823019028	0.669847595878	0.675241044743	0.0477955352353	-0.491930171278	-143.497342487	0.430321579975	0.4000251454	0.100595211749	0.359132313885	0.344122808955	0.0969227759435	-0.289130434783	-4.35781286525	0.290201013628	0.291990968884	0.038221065741	0.268995605111	0.269153616655	0.0146319486653	-0.312744719247	-300.0
PAX5	-5.2702007889	9.8008520111	4.5306512222	0.470030423226	0.500466224135	0.151319953781	0.330819229308	0.336718689921	0.118823776723	-0.0218962835432	-300.0	0.725701453585	0.734533281129	0.0831909787541	0.658363798446	0.672892098446	0.0624546064382	-0.206382254381	-96.4561969282	0.526158588613	0.524081973221	0.0562664905536	0.489281652492	0.481515172584	0.0372814532718	-0.485958599499	-32.3743561041	0.305994009131	0.303574567727	0.0629419939186	0.283905131909	0.280227547161	0.02481489807	-0.392148592479	-300.0
EBF1	-4.7106986376	8.5508527222	3.8401540847	0.233363366698	0.213747567031	0.0783848702945	0.338048395315	0.309119992773	0.107160476244	0.00433511350346	-300.0	0.854965865973	0.864477589097	0.060938877828	0.706578480405	0.718122532103	0.0497438773473	-0.714630422673	-300.0	0.409113943509	0.404799245566	0.0709480445541	0.378546357666	0.370503709604	0.0417064285256	-0.268171232117	-12.9203024441	0.319260138854	0.31798379735	0.0388127960762	0.298264957099	0.296506215432	0.0198897057526	-0.45499111272	-300.0
EGR2	-4.387910581	8.0011205333	3.6132099524	0.257875748912	0.251844129154	0.100377917221	0.381749454544	0.361117727741	0.144222682227	0.0468303271363	-300.0	0.835530293982	0.842516018881	0.0647425296318	0.675957708282	0.684755391604	0.0446274064618	-0.717487232406	-300.0	0.494815410958	0.496994127026	0.0580645620849	0.463086746188	0.459449054259	0.0543970323693	-0.322268012173	-18.8608252513	0.347072840712	0.34413938319	0.0679723947379	0.327989244468	0.322504856044	0.0262955714335	-0.405309236644	-300.0
TP53	-3.4232058254	9.438751	6.0155451746	0.417073661149	0.445380773698	0.101789819404	0.285782921008	0.308776961674	0.0773778124332	-0.236276149012	-300.0	0.73155436244	0.742468946609	0.0796426456294	0.681161415186	0.698461457701	0.0537895583561	-0.134313340271	-24.9168159953	0.732910682552	0.724883816297	0.0838981014486	0.700340376439	0.694635387808	0.0585303062502	-0.139459607736	-1.98063781083	0.282540685182	0.282933410802	0.0559628223197	0.278372612136	0.271782571287	0.0248144569103	-0.0667743757225	-300.0
STAT1	-3.0891702317	11.2946308667	8.2054606349	0.320210193985	0.298473708468	0.091167540724	0.223276333765	0.201980374744	0.0685041520156	-0.073513987266	-300.0	0.799991708891	0.815808613833	0.0730782604621	0.717748111607	0.727462124376	0.0557050230145	-0.470317303377	-224.372527941	0.368835925682	0.367759677283	0.0625509930653	0.361661639278	0.351374034633	0.0304446939668	-0.225974025974	-5.08029701059	0.332641303514	0.334209055508	0.0418925611569	0.325264888661	0.323412675342	0.0237430616943	-0.0500286302803	-300.0
HNF1B	-2.9064154892	6.2265196056	3.3201041164	0.294997728843	0.293824881287	0.0823875212356	0.20126484016	0.198490187839	0.0636291098716	-0.264850338936	-300.0	0.692351526795	0.715191136126	0.0757731639018	0.707156109632	0.722207609298	0.0799681998355	0.0291955913274	-4.70244194867	0.286898084017	0.290247890997	0.0818073687311	0.277341932614	0.266384291389	0.0808622598373	-0.113397129187	-1.53488688592	0.268799823259	0.267638935882	0.0458974385995	0.262815160312	0.258604353751	0.02252853975	-0.166589265386	-300.0
PRDM1	-2.8595321966	7.5904785722	4.7309463757	0.452358073491	0.418855273228	0.134559178464	0.3093052787	0.283335119201	0.0968774382771	-0.0369239395992	-300.0	0.814056725228	0.8198644034	0.0663730674288	0.700715218492	0.711603738841	0.0474056545998	-0.531472115932	-219.697412994	0.185598618929	0.172289074384	0.0760167720131	0.171625132097	0.162602893963	0.037433810137	-0.114285714286	-0.914978893101	0.286801922662	0.284838077242	0.0853458590239	0.281023847457	0.272756619806	0.0338896249284	-0.158362345161	-300.0
STAT4	-2.825769995	5.2946641167	2.4688941217	0.382996428537	0.413461485812	0.106712686991	0.263299300913	0.289992536989	0.082428273687	-0.144942205936	-300.0	0.784663413187	0.808716138548	0.0807956436185	0.729989667542	0.744938516382	0.0653283195271	-0.296507384605	-90.5797891504	0.53204906262	0.522290965514	0.067389978325	0.515940769161	0.507874237187	0.0596613434356	-0.0936700663753	-1.84452217376	0.296088257854	0.294512218155	0.0397317509317	0.287086725947	0.284466662583	0.0244921949176	-0.201517984958	-300.0
