FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Centipede_80_GM12878_protection_mean	Centipede_80_GM12878_protection_median	Centipede_80_GM12878_protection_std	Centipede_80_K562_protection_mean	Centipede_80_K562_protection_median	Centipede_80_K562_protection_std	Centipede_80_protection_ks_stat	Centipede_80_protection_ks_pvalue	Centipede_80_GM12878_tc_mean	Centipede_80_GM12878_tc_median	Centipede_80_GM12878_tc_std	Centipede_80_K562_tc_mean	Centipede_80_K562_tc_median	Centipede_80_K562_tc_std	Centipede_80_tc_ks_stat	Centipede_80_tc_ks_pvalue	Centipede_80_GM12878_fos_mean	Centipede_80_GM12878_fos_median	Centipede_80_GM12878_fos_std	Centipede_80_K562_fos_mean	Centipede_80_K562_fos_median	Centipede_80_K562_fos_std	Centipede_80_fos_ks_stat	Centipede_80_fos_ks_pvalue	Centipede_80_GM12878_flr_mean	Centipede_80_GM12878_flr_median	Centipede_80_GM12878_flr_std	Centipede_80_K562_flr_mean	Centipede_80_K562_flr_median	Centipede_80_K562_flr_std	Centipede_80_flr_ks_stat	Centipede_80_flr_ks_pvalue
ETS1	-6.1447406735	9.4926612556	3.347920582	0.100961131659	0.0878644165724	0.036426107768	0.113979102828	0.0955246876429	0.0492309008145	0.0663715745396	-300.0	0.783785904194	0.790761466149	0.0585448601305	0.693221947365	0.708471226285	0.0332086162374	-0.483268978397	-300.0	0.581922921994	0.579023573052	0.0473751492007	0.530395632781	0.527103027402	0.0353520305458	-0.440812336542	-300.0	0.331403429281	0.330828990558	0.115268829771	0.309740484776	0.300744842418	0.0327519835248	-0.208024048327	-300.0
FLII	-5.7267807974	8.5333091889	2.8065283915	0.164961407863	0.14348030489	0.0725351825182	0.121533753574	0.103216547529	0.0528013045499	-0.125818204282	-300.0	0.734329909232	0.739768801239	0.0517784752234	0.692702877107	0.703923001976	0.0323298213445	-0.0825720895763	-300.0	0.568904950035	0.565666925322	0.0641461252566	0.53011621842	0.522530687672	0.0392184435746	-0.256063547564	-300.0	0.288950372679	0.288851546107	0.0738279594103	0.266831076946	0.26535312265	0.0213873676382	-0.188552390045	-226.532931137
PAX5	-5.2702007889	9.8008520111	4.5306512222	0.114350375982	0.108008443068	0.0411564682141	0.100789533681	0.093137233916	0.0326586695299	-0.0520341995293	-300.0	0.756335274182	0.764372956352	0.0711734619321	0.688547607262	0.707814791079	0.0414869517745	-0.224006329451	-300.0	0.486794053909	0.482837743845	0.0480423997818	0.450221633444	0.44544008825	0.0336375559878	-0.365845539255	-300.0	0.297161690803	0.296839369241	0.14237704815	0.29267058317	0.275455195636	0.0446968536148	-0.072164237414	-75.3293369376
EBF1	-4.7106986376	8.5508527222	3.8401540847	0.177160089089	0.164104259898	0.04345937176	0.195285510658	0.178572455085	0.0587985078776	0.0912192151164	-300.0	0.846412548547	0.853148483143	0.0504288605426	0.717597971366	0.730814443058	0.0290341053571	-0.663311370355	-300.0	0.570278296638	0.568470477518	0.0432475825943	0.533214377997	0.531674987662	0.0313015049025	-0.334355721809	-300.0	0.312792810142	0.312824941428	0.093752960734	0.297049406492	0.291347466682	0.0349493816272	-0.161655543432	-201.892860825
EGR2	-4.387910581	8.0011205333	3.6132099524	0.0965015895417	0.0848154642275	0.0368233785511	0.115656047271	0.0975358467254	0.0558772678327	0.0817598012173	-300.0	0.8570376157	0.865303935649	0.0602883652888	0.706099025568	0.721825220049	0.0326561284622	-0.656849514644	-300.0	0.482500609016	0.474738191078	0.0657029728437	0.462525991535	0.451139915792	0.0444101312482	-0.143531026988	-300.0	0.332053847217	0.32908781506	0.153969573118	0.330778886218	0.308721197395	0.0512470412572	-0.0511171979468	-300.0
TP53	-3.4232058254	9.438751	6.0155451746	0.2107805289	0.182512244488	0.0815828077208	0.154067444785	0.145760885933	0.0441335763901	-0.285118689663	-300.0	0.718194137479	0.734778216732	0.0355404466712	0.753364665651	0.760248425521	0.0607606673564	0.015782594106	-141.896970124	0.558443790917	0.557845196305	0.0669570873335	0.532923764079	0.533150287215	0.0447851320876	-0.120444532092	-223.723845853	0.275196168371	0.264144200613	0.0474942684739	0.285435499879	0.273434677196	0.147751937633	0.000472897512085	-16.7977469144
STAT1	-3.0891702317	11.2946308667	8.2054606349	0.18464251193	0.160628892839	0.0787434413531	0.136929051122	0.115787097486	0.0526742747828	-0.143630420686	-300.0	0.828179613328	0.83575655918	0.0473990190958	0.737572032145	0.749879718473	0.038541503769	-0.531580002768	-300.0	0.465803808854	0.463560385131	0.0337485335001	0.451758875075	0.448070748352	0.0271632229549	-0.150078712752	-300.0	0.34062519162	0.340027327291	0.110005765818	0.339419110319	0.329825733301	0.046378955893	-0.0168834180098	-35.9108554944
HNF1B	-2.9064154892	6.2265196056	3.3201041164	0.164352672894	0.133688622394	0.0899427039036	0.122248591623	0.102190801522	0.0599580085696	-0.0603503372054	-214.832008387	0.733783575158	0.73514725853	0.0361874047126	0.738808984663	0.750917266818	0.0515735559294	0.0921600689088	-88.7738154459	0.449530739685	0.452230779365	0.0414739632998	0.429713875018	0.430913437715	0.0284936476333	-0.19005953432	-300.0	0.288241629708	0.291168370208	0.134628301044	0.284656401008	0.270867942847	0.0344769567408	-0.101738797721	-8.80910885502
PRDM1	-2.8595321966	7.5904785722	4.7309463757	0.118059721239	0.107174966241	0.0458043449259	0.0832978015657	0.0729407837347	0.0285162261458	-0.10498420939	-300.0	0.690194868323	0.712903133853	0.0456472723855	0.701480491549	0.713722290251	0.0812240957306	0.128200155674	-71.6390194672	0.510480163735	0.503743555934	0.076788347008	0.501534036569	0.490078112432	0.0503032038516	-0.010392909045	-94.4411082735	0.294361242816	0.260364166034	0.199653669887	0.264857288254	0.243632928295	0.0652570384819	-0.0319738706382	-32.3809139021
STAT4	-2.825769995	5.2946641167	2.4688941217	0.197554044013	0.178014708545	0.0580587593649	0.167896877237	0.154677961697	0.0399277554562	-0.152601432253	-300.0	0.833349717494	0.837966268723	0.0441309849008	0.749057498926	0.760075722704	0.035639071421	-0.538655495828	-300.0	0.576177914265	0.57641305326	0.0395147232575	0.557604605062	0.556869922084	0.0290729157871	-0.175703052963	-300.0	0.311018668041	0.309510798676	0.138376583646	0.308159524337	0.288920061141	0.0315772880552	-0.120375465286	-32.6682063087
