FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Neph_GM12878_protection_mean	Neph_GM12878_protection_median	Neph_GM12878_protection_std	Neph_K562_protection_mean	Neph_K562_protection_median	Neph_K562_protection_std	Neph_protection_ks_stat	Neph_protection_ks_pvalue	Neph_GM12878_tc_mean	Neph_GM12878_tc_median	Neph_GM12878_tc_std	Neph_K562_tc_mean	Neph_K562_tc_median	Neph_K562_tc_std	Neph_tc_ks_stat	Neph_tc_ks_pvalue	Neph_GM12878_fos_mean	Neph_GM12878_fos_median	Neph_GM12878_fos_std	Neph_K562_fos_mean	Neph_K562_fos_median	Neph_K562_fos_std	Neph_fos_ks_stat	Neph_fos_ks_pvalue	Neph_GM12878_flr_mean	Neph_GM12878_flr_median	Neph_GM12878_flr_std	Neph_K562_flr_mean	Neph_K562_flr_median	Neph_K562_flr_std	Neph_flr_ks_stat	Neph_flr_ks_pvalue
HOXA5	-0.5275261365	3.8746430889	3.3471169524	0.460646209182	0.466733465918	0.120494784719	0.356506428396	0.368461484055	0.0839133537291	-0.0827491092165	-300.0	0.814912750286	0.822474425071	0.0538647553741	0.756462019332	0.76975960348	0.0331835957598	-0.264775055964	-300.0	0.625017800308	0.625704378206	0.0213124813546	0.631971211128	0.631468749052	0.0333032141825	0.0209012282704	-300.0	0.3085437202	0.30852751458	0.0165786777532	0.312266609934	0.311418542096	0.0386883379359	0.0215336727453	-300.0
SREBF2	-0.459857972	9.3969251889	8.9370672169	0.392494849529	0.375981286853	0.0939747935433	0.310801903927	0.297710159598	0.0625545574679	-0.23075303442	-300.0	0.798535007762	0.806938213033	0.0604153988266	0.748453388411	0.76381869676	0.0357188286405	-0.128804787278	-300.0	0.522036691344	0.523184875009	0.0203047613757	0.527603432793	0.528669312681	0.0331762033391	0.0264471087421	-300.0	0.308122821138	0.306742473812	0.0388831034162	0.303671004558	0.303545719348	0.0138183603973	-0.00850074992618	-300.0
ZFX	-0.433919887	8.1387332944	7.7048134074	0.475341556543	0.465755811389	0.0998858640027	0.396674295655	0.394684665957	0.0598779446203	-0.02902967663	-300.0	0.78280028315	0.79118436434	0.0733243510869	0.729478714687	0.747380789679	0.0408893415499	-0.0185199651936	-300.0	0.443224670201	0.442215885453	0.0195054161366	0.450222375013	0.447067035015	0.0323214476389	0.0142447496768	-300.0	0.325540934404	0.323380769603	0.0527630010586	0.320237513758	0.319949505137	0.0223396708424	-0.0133902494001	-300.0
SPI1	-0.4202474275	7.6557025333	7.2354551058	0.32060856966	0.310319866582	0.0677408457846	0.397118361956	0.382017564564	0.10486526906	0.0288234103353	-300.0	0.816848355652	0.824862245038	0.0728086588079	0.729346728915	0.746131996909	0.0408611774298	-0.240438651145	-300.0	0.499959180115	0.492500659206	0.0410027703645	0.488352226562	0.484022857743	0.0232811292665	-0.0259010862571	-300.0	0.338014789622	0.333717396912	0.0689366297072	0.33022510222	0.329917711972	0.0247536840858	-0.0424831480396	-300.0
NFATC2	-0.4050990344	7.8968279444	7.4917289101	0.273720286191	0.22739674728	0.123570534035	0.190445454027	0.158125416513	0.0894572933589	-0.239066296463	-300.0	0.752138904524	0.764729724999	0.0371344500179	0.777635772975	0.785162537105	0.0561285450816	0.0729675101378	-110.061086523	0.742661575818	0.744180342645	0.0226332641867	0.733854370952	0.735710961704	0.0145224840868	-0.139008757021	-300.0	0.317158680335	0.316373066642	0.0294100785477	0.312725648994	0.312684420278	0.017346480159	-0.0611362134368	-300.0
SRF	-0.368290577	8.5141720056	8.1458814286	0.476383901037	0.491866924962	0.127116121923	0.359139119205	0.375168013509	0.087553368271	-0.137639097793	-300.0	0.830590611019	0.837150835497	0.0522566421664	0.761214309323	0.774603356139	0.0311760659735	-0.402850852242	-300.0	0.45571160961	0.456562580143	0.0219466262608	0.460901395705	0.462134532013	0.0334585975908	0.0330194209978	-300.0	0.315395905379	0.314228750616	0.0421712324323	0.31069931224	0.31036397695	0.0184030949309	-0.0189390325309	-300.0
NKX2-5	-0.3477572392	6.1980671333	5.8503098942	0.389383459261	0.37725549433	0.101061167918	0.30853104484	0.298927281998	0.0707520512318	-0.162005465164	-300.0	0.748749113364	0.763770336597	0.0370640012847	0.779163772268	0.786227588492	0.060852002721	0.0821531172203	-143.149123929	0.566900442152	0.567637788414	0.0249542639761	0.57394588847	0.574784654811	0.0366969592218	0.0244002390838	-300.0	0.291904206576	0.290725105443	0.0382175291021	0.287287701239	0.287138782074	0.0184601339822	-0.011082278788	-300.0
SOX17	-0.315282727	6.6900928222	6.3748100952	0.319625404625	0.300441161775	0.0987609206511	0.391586672415	0.361420119916	0.131822608133	0.119559913872	-243.442787863	0.7381628623	0.754027270188	0.0385877911108	0.752098081768	0.760517681993	0.0643231384361	0.207314213915	-60.5700449864	0.557904835543	0.555833145654	0.0302889295174	0.55041017404	0.548590673054	0.0209442429193	-0.0180096536613	-300.0	0.310409783018	0.308987549892	0.0391825473075	0.304489231679	0.304666044672	0.0160696101384	-0.063573523027	-300.0
REST	-0.3104942741	7.8934747556	7.5829804815	0.317814341938	0.30984670153	0.112202706692	0.432563166142	0.412055509358	0.162966512138	0.0665404078053	-300.0	0.73154004513	0.73968776328	0.0387875491945	0.740493519825	0.757100593447	0.0665510701471	0.0179225883979	-300.0	0.548584161901	0.548423212878	0.0276079517416	0.557064627373	0.555712935334	0.0440390858369	0.0315170624205	-300.0	0.333717569401	0.332184866056	0.0438193268926	0.327769026992	0.327709752101	0.0177562517182	-0.0837460511569	-300.0
RXRA	-0.3028018288	7.0916307389	6.7888289101	0.370094220556	0.362196696023	0.105724131811	0.281139424955	0.275721514521	0.0708681797828	-0.0981002480911	-300.0	0.828302972214	0.835550166791	0.0548313162607	0.759172076648	0.772660609203	0.0327699880554	-0.356128609446	-300.0	0.600800873049	0.602131106877	0.0289526795071	0.593056985316	0.594147519078	0.0181042680643	-0.0292065284217	-300.0	0.308218088281	0.307194622236	0.0388390285621	0.303440958373	0.303277820517	0.0170205595809	-0.0560432804494	-300.0
USF1	-0.3023841979	7.3838312667	7.0814470688	0.367007278	0.361352369677	0.0815480286124	0.286154111427	0.282688140249	0.0548571993271	-0.136408522336	-300.0	0.712569836176	0.735587003395	0.0825512056351	0.700351897564	0.711536070495	0.0468767953008	-0.0084727713627	-281.548977502	0.472355219279	0.469822286604	0.024454475745	0.480994156524	0.47613900671	0.0407592672891	0.0106318240427	-300.0	0.344045388144	0.337745802907	0.0766869224939	0.333654299757	0.332940925178	0.029869286042	-0.0655406551466	-300.0
YY1	-0.2742424783	9.2492416	8.9749991217	0.394125366827	0.385158550614	0.103425690069	0.307878301002	0.300702150954	0.067915166177	-0.116808910604	-300.0	0.822979026022	0.830831411062	0.0601178104537	0.749868516158	0.764679129148	0.0349831199579	-0.300749370147	-300.0	0.513368233097	0.513088821424	0.0280590061119	0.52104865057	0.520259333312	0.0437395692775	0.0271717417471	-300.0	0.352960209316	0.35022979927	0.060195926671	0.345329079289	0.345402731731	0.0230559028319	-0.0826329335767	-300.0
RELA	-0.2724742439	8.8449193444	8.5724451005	0.360147511998	0.349887080823	0.08673382133	0.290572967928	0.280180401549	0.0600272678601	-0.14655002558	-300.0	0.844448175186	0.851380393991	0.0558916373975	0.759469099372	0.773431466694	0.0330898797046	-0.463485997055	-300.0	0.658512118687	0.656817630228	0.0257540920602	0.649175826125	0.647743703238	0.0179394055559	-0.0859097328183	-300.0	0.314623335779	0.313988303527	0.0383622347862	0.309592173925	0.309672151365	0.0159761109615	-0.0474748334204	-300.0
NR2F1	-0.269684032	5.6412763389	5.3715923069	0.427872080875	0.428105974537	0.0709927599071	0.342488686875	0.343132771227	0.0473845521692	-0.34196071712	-300.0	0.805507463264	0.814510432253	0.0544658919165	0.755565972054	0.76799425277	0.0408614797143	-0.186283038225	-245.721282131	0.392565260793	0.39449179889	0.0235337055919	0.398578690299	0.400038790339	0.0359553188634	0.0236813810751	-300.0	0.331316582888	0.330046591634	0.0393319783742	0.325801157497	0.325325566428	0.0227371053988	-0.0895541997147	-227.912827178
SOX10	-0.2637979979	5.3629255111	5.0991275132	0.438477333349	0.43675037974	0.102765186328	0.346833774097	0.350125536607	0.0647176151232	-0.120115728395	-300.0	0.741046718371	0.756337065834	0.0377941381657	0.767343488846	0.774828915414	0.064683628	0.139709825185	-142.328805777	0.515599907114	0.516284316554	0.0238999708382	0.524481525552	0.523601129945	0.0372973561828	0.00476970275194	-300.0	0.335241517159	0.333659830373	0.0432510119025	0.328914282897	0.328890868169	0.0151348983313	-0.127559012686	-300.0
NFYA	-0.2394532122	8.3065107889	8.0670575767	0.328987901471	0.326892806354	0.0895659138102	0.431804451863	0.408773806651	0.146165223084	0.0668117689908	-300.0	0.789145285557	0.801855950097	0.0975017044208	0.700231176738	0.732355902871	0.0527688611871	-0.0724000663246	-300.0	0.475524307734	0.458927411761	0.0578062904374	0.453984356903	0.448705561694	0.03172214113	-0.0539252004788	-300.0	0.339046539213	0.336331274937	0.0545655048548	0.358853772517	0.341155987032	0.12432866575	0.000658930778493	-300.0
FOXP2	-0.217106004	2.4335675278	2.2164615238	0.387517513392	0.378410187796	0.0898589457599	0.320729638565	0.314930159019	0.0666305589645	-0.0187215723298	-300.0	0.740920794026	0.755271485538	0.0626031891893	0.685003517045	0.692863689689	0.0365097811847	-0.333127430841	-300.0	0.514139378641	0.519913407105	0.0320472885575	0.508181356881	0.510618593528	0.0215499769115	-0.0268863358571	-300.0	0.327987072409	0.328084779675	0.0319616392007	0.32392185995	0.323612959669	0.0125734455456	-0.0608889520776	-300.0
TCF7L1	-0.2158135534	8.4069930667	8.1911795132	0.349925312242	0.334871044222	0.107250633299	0.268813421967	0.259040593326	0.0667083620123	-0.053608926341	-300.0	0.749319391591	0.763129979627	0.0345725478708	0.777431428419	0.783977249335	0.0593431936175	0.116667855877	-285.975337964	0.510245629532	0.509544582355	0.0306895977437	0.502179001776	0.501976260522	0.0194040662353	-0.0183744553432	-300.0	0.321849045192	0.321854347304	0.0359618688843	0.317524621531	0.317509978958	0.0139795861542	-0.103620051012	-300.0
SP2	-0.1813165365	6.2019310444	6.0206145079	0.429966008402	0.418298554039	0.0923429842187	0.51547496863	0.499525047194	0.126092658395	0.0142366492853	-300.0	0.762243297733	0.77383591471	0.0314698869509	0.784481435981	0.791218878724	0.0508526906556	0.123286511769	-300.0	0.491898537044	0.491181042419	0.0235109175033	0.496841689851	0.498906421137	0.028962595384	0.0122220584882	-300.0	0.32550536908	0.32432376455	0.0400182564219	0.319127031687	0.319301732758	0.0185511899027	-0.0552295386619	-300.0
INSM1	-0.1721305868	6.3427609889	6.1706304021	0.508870892989	0.492638207394	0.110613142137	0.42408592752	0.414207293889	0.0695341289664	-0.0284073725189	-300.0	0.841381680659	0.849664458443	0.059413223584	0.755136290137	0.770548742747	0.0356633320809	-0.423374604355	-300.0	0.476636614748	0.474032145035	0.031112012084	0.46663774584	0.466612253428	0.0189009405311	-0.0591723275757	-300.0	0.300133602645	0.298152817337	0.0435017511963	0.29374350484	0.293550928383	0.0160065218419	-0.12220408268	-300.0
MAX	-0.1670527532	6.8057894833	6.6387367302	0.336223855309	0.341626589209	0.0858253735643	0.253975981666	0.259654233353	0.0602919108554	-0.199216844482	-300.0	0.744040161557	0.751773687587	0.0360228447823	0.754193551705	0.766070739216	0.0553732940909	0.0204104744953	-299.989922531	0.466120557128	0.46887814097	0.0227956385768	0.459633651652	0.460761275557	0.0166275553357	-0.0612113080616	-300.0	0.315694243507	0.315007889344	0.0317331995593	0.310655105932	0.310189078526	0.015837973664	-0.0930205627446	-300.0
MAFK	-0.1667808765	5.9367657389	5.7699848624	0.530348989325	0.530264753698	0.104994838797	0.412162647683	0.418941566309	0.0683481897637	-0.128668157202	-300.0	0.786527172019	0.793535136628	0.0518163511683	0.751697890564	0.762941139598	0.0338229812249	-0.015287593993	-299.9979118	0.381518690375	0.382307760091	0.0222397650884	0.390085492016	0.388425697638	0.037529605225	0.00411012428948	-300.0	0.273469553905	0.271769343759	0.0416056884701	0.266773228391	0.267038459299	0.0149282271355	-0.0657613968876	-300.0
