FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Neph_GM12878_protection_mean	Neph_GM12878_protection_median	Neph_GM12878_protection_std	Neph_K562_protection_mean	Neph_K562_protection_median	Neph_K562_protection_std	Neph_protection_ks_stat	Neph_protection_ks_pvalue	Neph_GM12878_tc_mean	Neph_GM12878_tc_median	Neph_GM12878_tc_std	Neph_K562_tc_mean	Neph_K562_tc_median	Neph_K562_tc_std	Neph_tc_ks_stat	Neph_tc_ks_pvalue	Neph_GM12878_fos_mean	Neph_GM12878_fos_median	Neph_GM12878_fos_std	Neph_K562_fos_mean	Neph_K562_fos_median	Neph_K562_fos_std	Neph_fos_ks_stat	Neph_fos_ks_pvalue	Neph_GM12878_flr_mean	Neph_GM12878_flr_median	Neph_GM12878_flr_std	Neph_K562_flr_mean	Neph_K562_flr_median	Neph_K562_flr_std	Neph_flr_ks_stat	Neph_flr_ks_pvalue
PAX2	-0.1591111566	5.4571127333	5.2980015767	0.363453510814	0.323024372753	0.129442071297	0.266020170616	0.228318746715	0.0873008199288	-0.0573735379408	-300.0	0.704585641259	0.724536943321	0.0492784994248	0.73676272164	0.745472592749	0.0854283146383	0.126665959733	-36.0261919744	0.430903905983	0.424694555275	0.0358265139525	0.443931151889	0.431419815087	0.0590139537262	0.0638065527579	-148.681188243	0.309403198053	0.299701481413	0.0937509910461	0.295442206632	0.294724393462	0.0317055035331	-0.0823415556206	-195.392053918
ZNF354C	-0.1560589466	2.5165529889	2.3604940423	0.224334285187	0.183501151257	0.0941525698945	0.294040904183	0.251494596155	0.129638674471	0.0396248045375	-286.795310571	0.751304757033	0.765754704287	0.0417312868928	0.780493617232	0.789923970643	0.0587840006156	0.0806293982983	-156.723321575	0.603495957177	0.605458602364	0.02978190833	0.593926548035	0.595803508805	0.0189992586257	-0.0762528544472	-300.0	0.311978749815	0.310769079394	0.0393151713767	0.306584350628	0.306143742213	0.0138581178982	-0.109024315234	-300.0
CTCF	-0.1501554426	8.7064197389	8.5562642963	0.335507683465	0.323673326864	0.101588253927	0.431434271549	0.409688664035	0.147333604598	0.111983989442	-300.0	0.821565085878	0.829141253191	0.0567930004586	0.759971112988	0.775129578358	0.032971254412	-0.263571478268	-300.0	0.555666068231	0.5527012247	0.0332126431916	0.544499271307	0.543827758293	0.0200243682001	-0.0658925716303	-300.0	0.33104429418	0.329806305564	0.0416737909363	0.324390841539	0.324475671944	0.0162646740659	-0.153487067366	-300.0
HNF1A	-0.1420992513	4.9258633889	4.7837641376	0.370857613398	0.373288725376	0.0900786349233	0.282120704592	0.284395137978	0.0657888534955	-0.249754954012	-300.0	0.750098579939	0.762262221524	0.0576904375412	0.708793001413	0.71637944492	0.0359408550651	-0.268866936371	-300.0	0.459226480121	0.461588369812	0.0272370388156	0.465006401177	0.471765828616	0.0375662895699	0.00422132390579	-300.0	0.350745809902	0.349691008469	0.0287229904636	0.344046521042	0.343712565967	0.0162983453408	-0.168574983161	-300.0
FEV	-0.1396182302	6.8418069444	6.7021887143	0.268496281016	0.256781471029	0.0822600974284	0.357341807631	0.339153742769	0.114641305675	0.060891571553	-300.0	0.724980330912	0.734779636841	0.0440305844654	0.724993363319	0.744213119631	0.072271845044	0.114029209795	-198.604896274	0.478929071797	0.474619614246	0.0363580060055	0.470869367857	0.467285309808	0.0257558040112	-0.0107344693281	-300.0	0.34636864127	0.344390505071	0.0467473896068	0.338337927021	0.338568773509	0.0205805126496	-0.165847421354	-300.0
FOXL1	-0.1054099931	6.8846849667	6.7792749735	0.31706858216	0.281049902799	0.0973655009034	0.248924399885	0.21352453446	0.0738974938782	-0.0940263077336	-300.0	0.750689911386	0.758905369787	0.0386132633694	0.752309005484	0.766131543455	0.0593933134573	0.0787825401422	-61.550247734	0.559940705786	0.563609066887	0.0267004261009	0.552088372616	0.553511821263	0.0183026003113	-0.0880699016791	-300.0	0.585847673747	0.617871412269	0.32192243851	0.615940319251	0.634807965266	0.333919027684	0.033826392333	-109.863382534
FOXF2	-0.1000125386	5.8514796444	5.7514671058	0.362260181825	0.361778360434	0.0891748699689	0.286143741787	0.286373366451	0.0633554720654	-0.0317478732669	-300.0	0.742146515347	0.756277826064	0.0618480894711	0.69077415224	0.698980746697	0.0373154648794	-0.313575798126	-300.0	0.567310695002	0.573691510912	0.0363308663417	0.560098192557	0.562384733847	0.0236639635968	-0.032548740307	-300.0	0.313628533752	0.313116320636	0.0349903570039	0.307223158846	0.307667225058	0.0147535247247	-0.139888675554	-300.0
FOXC1	-0.0984576794	6.9359443778	6.8374866984	0.314932437098	0.309984084273	0.0954627399224	0.209894903314	0.20009143542	0.0686623642549	-0.40781435414	-300.0	0.733316431269	0.746937415797	0.0611122712777	0.674684645724	0.681553198687	0.0388118199109	-0.299469417352	-142.366852084	0.6132109388	0.617315353084	0.0483072176983	0.604034048689	0.606151071345	0.0325792947766	-0.00177031455092	-136.475406814	0.24032890768	0.24000369947	0.0331750529494	0.234886329019	0.235490053799	0.01165530292	-0.103673358437	-236.342925775
CDX2	-0.0860509947	6.1550031111	6.0689521164	0.354873880633	0.343333230261	0.0913979944329	0.262958097587	0.251210623397	0.0653725623731	-0.218226668104	-300.0	0.752981092165	0.766415746594	0.0336538832441	0.762096092071	0.769031440584	0.0541985891393	0.217246876351	-25.4463868155	0.617907942981	0.624464328004	0.0381069738221	0.609502139686	0.612104099313	0.0260621930182	-0.0316439552289	-300.0	0.309433986788	0.309100704061	0.033077242561	0.30447154956	0.30421117357	0.0129992857908	-0.104830053457	-300.0
PPARG	-0.0787696799	2.7470595	2.6682898201	0.502955519809	0.505676411109	0.142860308549	0.380582497638	0.385640573989	0.0994621512061	-0.0469578487478	-300.0	0.83268889201	0.840185581598	0.0511990879027	0.766811016173	0.779065457483	0.0316024378486	-0.362228326113	-300.0	0.591328951485	0.591572667733	0.0398282318934	0.580711520469	0.581303254037	0.0265682873155	-0.00694294543025	-300.0	0.261693022363	0.261157351009	0.0339741580052	0.256682163671	0.256633134144	0.0174258707371	-0.0548371601815	-300.0
GATA4	-0.075628319	6.0066849222	5.9310566032	0.373252241944	0.365561521515	0.10520643766	0.252113707055	0.246373350747	0.0598639111759	-0.191867965187	-300.0	0.730362017297	0.744730209264	0.032865815889	0.748274165078	0.755766673457	0.0598510932335	0.137262509021	-106.496701985	0.392252888566	0.379342127741	0.0522374681871	0.371694886117	0.372735166945	0.0209597891425	-0.0647753032853	-300.0	0.310553333312	0.308794894993	0.0479668502961	0.30399099232	0.303517697821	0.0147281368413	-0.0688029191997	-300.0
HOXA9	-0.0604689519	2.9673686556	2.9068997037	0.361560821631	0.35268885399	0.0848287650875	0.257038716218	0.248798002219	0.0576302743485	-0.275826390314	-300.0	0.751592510004	0.76493837813	0.0330664854247	0.765143571923	0.772339430029	0.0570752716732	0.186922495262	-32.9837173526	0.372684085857	0.375451352551	0.0334343204639	0.366144050664	0.36833598921	0.0215705405632	-0.0221377326818	-300.0	0.299590231022	0.298144977563	0.0371234741884	0.294070976064	0.293397592924	0.0162662396059	-0.0716334000662	-265.509497132
ZBTB33	-0.0601326492	7.7412005222	7.681067873	0.516381809748	0.521178326196	0.134917568566	0.396981708507	0.399068855007	0.0841194612075	-0.0738419529227	-300.0	0.777312089578	0.783412606785	0.0731612657682	0.713900943932	0.726250027099	0.042826956098	-0.0625218240004	-255.019499693	0.618381716945	0.611727798496	0.0408127545112	0.634151573475	0.624785952738	0.0617411212693	0.0253755420322	-286.356063263	0.324842442219	0.31654463552	0.0963165382477	0.311937409965	0.311303554458	0.0353128403699	-0.00486969472624	-235.179947181
FOXQ1	-0.0558904127	6.4711133333	6.4152229206	0.293519808737	0.292159126998	0.0765574532484	0.224797303807	0.223413957158	0.0572510763186	-0.1120036526	-300.0	0.742029019181	0.753980393508	0.0597744472509	0.668075322282	0.675759605892	0.0356561144173	-0.418769539937	-300.0	0.540926900504	0.549541826044	0.0401898385985	0.534581241597	0.537802463237	0.0277395964819	-0.00921640983101	-300.0	0.324134494272	0.323546744697	0.0300033167249	0.317780276869	0.317721605182	0.0114876573622	-0.171120307502	-300.0
ATOH1	-0.0433124675	4.6328258167	4.5895133492	0.401822481975	0.379400608928	0.112026320575	0.276795428724	0.261660030208	0.0674750913373	-0.185761805511	-300.0	0.741387473239	0.752053055975	0.0331881971964	0.759705385028	0.76632269773	0.0526084993373	0.17002746078	-104.575334904	0.673727897445	0.671211853792	0.0345060876008	0.660739084291	0.659125367303	0.0212423358648	-0.0948616350508	-300.0	0.28872898373	0.288190556496	0.0379119959431	0.283016609093	0.283206300798	0.0123369264748	-0.0506172639979	-300.0
MYOG	-0.0219246632	5.1665229278	5.1445982646	0.28477323627	0.281697340565	0.0773112494596	0.375115414568	0.354227609134	0.125975981123	0.0702624183092	-300.0	0.784682773504	0.795823938964	0.098985841299	0.696399732417	0.726109487923	0.0542976143311	-0.0269677295936	-300.0	0.49972415493	0.483230277245	0.0573681843459	0.47478682512	0.469424203934	0.0319062308491	-0.100473591741	-300.0	0.375143798558	0.353683661731	0.134932240136	0.348299012866	0.346234614426	0.0570294279031	-0.0788456854115	-300.0
NKX3-1	-0.0187725392	4.7804244333	4.7616518942	0.284202390503	0.256541811301	0.0931727672868	0.217501937155	0.192505216113	0.0718958119089	-0.254879638626	-300.0	0.745341894464	0.758904710259	0.0577107846887	0.718512616397	0.725739585055	0.0342834654116	-0.159603480222	-271.687329157	0.524111194012	0.528231608708	0.0431495728569	0.515585992177	0.518483192735	0.0294231918643	-0.0179832171824	-300.0	0.294713410316	0.293369516021	0.0300518598054	0.287650204437	0.287694619589	0.0110726609647	-0.198674556584	-300.0
NKX3-2	-0.0082280677	5.8686394222	5.8604113545	0.282496363518	0.267248160244	0.0890885494296	0.208274150629	0.192620270952	0.0655248394068	-0.221142132287	-300.0	0.729204088178	0.747047474302	0.0736025224123	0.668186779514	0.677075905257	0.0404728518529	-0.323237858103	-300.0	0.543586686217	0.54358055698	0.0353001398274	0.532723874759	0.533444308513	0.0240158303722	-0.0485381794803	-300.0	0.334879490736	0.333470698989	0.0382120097615	0.327249087478	0.326973332404	0.0142512669075	-0.181047499475	-300.0
PAX4	-0.0037464452	5.1896305722	5.185884127	0.284205000405	0.237622909382	0.126888710997	0.373764452931	0.309234982749	0.173188848484	0.101732595943	-300.0	0.808137683082	0.815076414578	0.0497801504818	0.765244546899	0.777053486762	0.0312760602646	-0.141316905326	-300.0	0.50610599334	0.505677096354	0.0280541065288	0.49603043478	0.49620630096	0.0176200666727	-0.0865905760045	-300.0	0.413288400951	0.376616725796	0.262449178622	0.469838768999	0.453768176706	0.291497628695	0.133741663058	-31.6182653181
FOSL2	0.0101847878	5.5744170111	5.5846017989	0.273078315738	0.259007217689	0.0677760184323	0.39616018181	0.376102677484	0.111701222179	0.168456873328	300.0	0.756400879578	0.765707832759	0.0278092111709	0.828598322534	0.833726758955	0.0460198215679	0.389650239976	300.0	0.552819801919	0.551185771155	0.0263364657773	0.566967882981	0.56185140895	0.0458193446236	0.0398808191261	300.0	0.260166797318	0.260088245549	0.0141475436135	0.265131750747	0.264713280499	0.037611451771	0.0401104138442	300.0
SOX3	0.0110805013	6.2065415833	6.2176220847	0.259775451824	0.243592637591	0.0710040976177	0.334503652928	0.315840203958	0.0965284330127	0.127350571308	300.0	0.788003814473	0.794958031586	0.0542091177625	0.759500564606	0.771679881317	0.03142951798	-0.0647085112374	204.119584325	0.492106392427	0.494422973323	0.0208676069084	0.499918811255	0.504154998402	0.0310774131926	0.0625879105931	300.0	0.335657198168	0.335522137284	0.0110189644305	0.34236609134	0.341768793344	0.0332889733165	0.194822245555	300.0
ZNF263	0.013611772	6.7028140111	6.7164257831	0.327130812212	0.307321044037	0.114047469474	0.253774480988	0.241526316109	0.0789350698617	-0.0931694124039	300.0	0.759176608444	0.774871802774	0.0329835916678	0.829195490278	0.837139567494	0.0581692298416	0.320234872163	300.0	0.506218984367	0.505574198609	0.0162934513843	0.518204223011	0.515390067865	0.0279312818201	0.128789348832	300.0	0.333327647026	0.333341544826	0.0172423871716	0.341595074181	0.339856814283	0.0454944182178	0.20585866533	300.0
EN1	0.0206112087	5.9012505056	5.9218617143	0.374667521063	0.368021169202	0.0563440056646	0.451623694854	0.4483348129	0.0769118135999	0.258709928238	300.0	0.683627528716	0.692629858368	0.0418514616324	0.735259232618	0.752530360887	0.0683598548217	0.269332419009	300.0	0.641087066197	0.642512486175	0.0271081066584	0.652762692909	0.655072279268	0.0391138327249	0.0468040426989	300.0	0.274045851074	0.27388405974	0.022756121658	0.280899775978	0.279496939447	0.0448844503247	0.118593279617	300.0
HLF	0.0461707656	3.1964068111	3.2425775767	0.264102287776	0.258046873504	0.0565424614137	0.367861520065	0.355237467659	0.0941362459928	0.327918778497	300.0	0.733107204704	0.75040113268	0.0778876682189	0.727798221257	0.744065130545	0.0431146361223	-0.0761623915117	42.8538739885	0.331212973827	0.324116929949	0.0629183783623	0.320759353713	0.317751582163	0.0364568809925	-0.0312285990691	181.446365631	0.273639443849	0.273400110991	0.0214213993902	0.28498205053	0.278876989436	0.0721540483221	0.1186658149	207.621012814
MAFB	0.0472703894	4.6418463778	4.6891167672	0.309712198208	0.317051516035	0.0720802359392	0.447323273106	0.448925746267	0.132570733894	0.168558939308	300.0	0.78559472002	0.794756514888	0.0642598428617	0.748570907996	0.764712683466	0.04119169576	-0.0367806942052	191.545883676	0.408180540266	0.405959179409	0.0252982025726	0.423731712288	0.414100007415	0.0487571917853	0.0323446584744	300.0	0.310303275648	0.310580612744	0.0181350174312	0.318339116425	0.316684848637	0.0487146925249	0.161808634597	300.0
FOXO3	0.0481398669	5.88673935	5.9348792169	0.290483732592	0.273397810541	0.060457292449	0.350722286298	0.332060955951	0.0797618940628	0.0111215331305	300.0	0.763518727699	0.770619252062	0.0556748657441	0.755751155453	0.768423060047	0.0347617322051	-0.208685790234	53.4576879657	0.520142257575	0.52286502546	0.024362546504	0.528825074737	0.53391344314	0.0362019927655	0.0506641105231	300.0	0.303917173041	0.303407548075	0.0124408450524	0.308711772865	0.308814417539	0.0327847151873	0.115933028835	300.0
ELK1	0.0522137344	7.7926102444	7.8448239788	0.281250610507	0.271589930146	0.0801984440775	0.387130103098	0.375008587776	0.116404564754	0.0656756860051	300.0	0.713645481828	0.716156636155	0.080933908674	0.69463797629	0.70273506744	0.0449471414708	-0.143012677471	91.8048099712	0.545064098313	0.538838054819	0.0338662993463	0.560750281995	0.551390991026	0.0511226265569	0.00236025129763	300.0	0.315981331438	0.315671215733	0.0252120881742	0.32452824581	0.321479323397	0.0699808253126	0.139796015896	300.0
E2F1	0.0598172259	7.0153392556	7.0751564815	0.263489005008	0.250935879318	0.0623076828072	0.349671952608	0.335522622998	0.0979690145742	0.0742637513606	300.0	0.726017410071	0.740644152976	0.0419241952124	0.794217943562	0.801262829543	0.0732937115566	0.118776416192	300.0	0.414731780637	0.411782275898	0.0234345298293	0.429141321569	0.423618859489	0.0411028271345	0.0597887034586	300.0	0.339867827782	0.339445416079	0.0237764011722	0.350189403044	0.346331634573	0.0694207318232	0.169895645839	300.0
LHX3	0.0647025619	6.0044417556	6.0691443175	0.271718315027	0.278379570473	0.074367415029	0.371134565333	0.378795617157	0.100749817321	0.256782843003	300.0	0.77252740924	0.782504897329	0.0301488562819	0.811138302765	0.817711811577	0.0453961861154	0.194398800414	300.0	0.455989009541	0.458838995955	0.0252898733937	0.4636276804	0.471034760051	0.0344152937118	0.0507544779177	300.0	0.29054446863	0.290616303307	0.0139320463082	0.296585673065	0.296567651819	0.0294991209151	0.177441164826	300.0
BHLHE40	0.0733820275	9.5293585333	9.6027405608	0.287350245398	0.284488267038	0.0674716532301	0.38154251621	0.37449496959	0.102496630188	0.0828375936928	300.0	0.74736102421	0.766503911972	0.0380934476099	0.794963163106	0.803354192146	0.0679685199593	0.027669715428	279.513232811	0.469334642193	0.468170530902	0.0224834226548	0.479694786473	0.477790762412	0.0367431050519	0.0377442456719	300.0	0.292395194048	0.292034853292	0.0304915032752	0.303957916414	0.29888668379	0.0643594298356	0.198727310314	300.0
ERG	0.0897659651	3.3495138444	3.4392798095	0.388674701907	0.368145446724	0.126905331008	0.30279684544	0.289394401497	0.0900154725913	-0.0947692054419	300.0	0.750900140689	0.75936901762	0.062376006656	0.744436890281	0.758195146775	0.0358193293973	-0.184684595689	236.915284412	0.445659811243	0.443624129241	0.0221696307961	0.455146743551	0.452877876776	0.0326183569461	0.0423819256026	300.0	0.303790485199	0.303787790071	0.0163053088683	0.311477779268	0.310202488987	0.0378809478705	0.212433728445	300.0
E2F4	0.0988134026	8.1986014333	8.297414836	0.271187066412	0.257404952749	0.0647376892687	0.359352545234	0.34309357058	0.103757031676	0.0559593437033	300.0	0.724917897927	0.738869006243	0.0410818299911	0.794589028988	0.801855361049	0.0723446216206	0.127977556317	300.0	0.472462448609	0.469200201618	0.0238644002793	0.489992727429	0.48377148672	0.0432031338426	0.0974901551254	300.0	0.335106438662	0.334827801853	0.0227135630391	0.345655842437	0.341527278669	0.0721767295932	0.163943815965	300.0
SRY	0.1099202765	2.0370843056	2.147004582	0.3173679663	0.304379315992	0.063896619984	0.383025479536	0.369346648017	0.0842650474405	0.0856920558188	300.0	0.757864092932	0.77059134988	0.0528635264146	0.754456951424	0.761563680783	0.034373957909	-0.0853709201438	131.498873964	0.528761080081	0.531679612294	0.0235407928537	0.538261720759	0.545049555828	0.0333752925932	0.0830693625002	300.0	0.311373988289	0.311029610448	0.0125348708863	0.318063484272	0.317583419842	0.0307321569096	0.201050112657	300.0
ESR1	0.1130897902	4.0138700722	4.1269598624	0.24434133826	0.217990913719	0.110810366048	0.186270879921	0.174210375938	0.0816472236274	-0.0725490289959	280.940977513	0.775035533912	0.782141117495	0.0525681856382	0.761087470835	0.772922703285	0.0353100349603	-0.17605466129	68.8245968371	0.461443771876	0.463360933704	0.0156201338704	0.470290945629	0.474258684654	0.0224794728779	0.164250791689	300.0	0.332016364039	0.331948806037	0.0122562893087	0.338680213148	0.338789966518	0.0217786789341	0.287358660068	300.0
FOXI1	0.1647713873	4.9353065333	5.1000779206	0.367028965756	0.360212048234	0.067778321091	0.447925479182	0.440780780958	0.0938284815313	0.148203647763	300.0	0.792187493384	0.798916751762	0.0471820791516	0.76911052346	0.779012328573	0.0318948312631	-0.0552389112743	233.681218516	0.47539558853	0.476855943875	0.0171755149821	0.484686539659	0.48903790579	0.0243180410092	0.108922096036	300.0	0.311840527854	0.311558088043	0.0132618888629	0.319372231478	0.318500789732	0.0321259174998	0.20220150225	300.0
NR5A2	0.1681416079	3.2204742333	3.3886158413	0.380947638442	0.384047571862	0.0651204647482	0.47234300431	0.470108108959	0.0970217968561	0.101568826558	300.0	0.762093232753	0.769986134252	0.0582044301613	0.753157333201	0.766914760836	0.0354443544489	-0.201902728541	56.1931822477	0.521624143534	0.52334163337	0.0229436206319	0.532678009351	0.535037199054	0.0358269622721	0.0420744164344	300.0	0.324846878189	0.324683135129	0.0142110245978	0.332709616637	0.331801425904	0.0370359950907	0.241355449494	300.0
NR2E3	0.1698236063	3.9630647111	4.1328883175	0.183750044694	0.16067321229	0.0806365416469	0.26426865477	0.232918803641	0.115789124775	0.33533120324	300.0	0.759557662353	0.773509579558	0.037940245912	0.815532733652	0.823364353062	0.0550740508508	0.241332626514	186.906688899	0.545855270929	0.547483334505	0.0178082080966	0.558420765416	0.559735916831	0.0298413703328	0.15934104156	300.0	0.331627935359	0.33133396453	0.0124516275416	0.340164864966	0.338545902541	0.037448475356	0.243161319087	300.0
AR	0.1778825566	3.4316552	3.6095377566	0.390499308508	0.386649782972	0.0522044233971	0.472840432287	0.469735797251	0.0673805687707	0.329471153668	300.0	0.76759645109	0.776857634651	0.0545010132263	0.753796845936	0.766090143303	0.0416810872729	-0.190459284175	30.8182210082	0.50798071706	0.509802990235	0.0277251987232	0.5195291651	0.521881638333	0.0407394673778	0.0492823529585	300.0	0.302452367402	0.302086416202	0.0187265310747	0.309198413571	0.308893330418	0.0341231755751	0.169898844965	300.0
ESRRA	0.1861202667	7.4537839556	7.6399042222	0.365676333733	0.348105515464	0.066461574406	0.452372583456	0.432927930881	0.0981022058073	0.0558615130628	300.0	0.762176758778	0.769901540289	0.0596988018785	0.751832923253	0.766192398754	0.0358273389306	-0.205865185856	41.7216429057	0.538944433661	0.540320415331	0.0163870103563	0.550587160644	0.552580070106	0.0264121935154	0.119418349973	300.0	0.280702370522	0.280644053783	0.015020489448	0.287540394199	0.286915961915	0.0361347967428	0.19183816574	300.0
NR2C2	0.2028058757	7.6002743889	7.8030802646	0.231076886571	0.22955538187	0.0647323913645	0.312038445063	0.303519788143	0.102038410219	0.0432318629909	300.0	0.755957180179	0.771566468643	0.0348920812334	0.816757832327	0.824993123918	0.0607736589836	0.205382096704	300.0	0.487241026212	0.487013401519	0.0212661532737	0.501657420301	0.498218054142	0.0367496880751	0.103761392429	300.0	0.311942159431	0.311891508503	0.0190904050301	0.321092875168	0.319357898883	0.0454364883586	0.257002858981	300.0
TCF12	0.2044455873	8.2854513333	8.4898969206	0.26278259854	0.254350828137	0.063569546489	0.344286863824	0.331162981663	0.101138993706	0.0671632135547	300.0	0.790123587751	0.796695127297	0.0556065982185	0.755925275946	0.768885436155	0.0337981332681	-0.0415992555997	300.0	0.618066182831	0.617926406526	0.0183482814412	0.63206936415	0.632162226313	0.0288920310024	0.145241894027	300.0	0.313958852292	0.313799840833	0.0138914154898	0.321461482194	0.320815786978	0.0322120567662	0.267820094953	300.0
NHLH1	0.2087423466	4.6391893889	4.8479317354	0.253713272382	0.253342575499	0.0514496204183	0.333540993161	0.331199741099	0.0785279363066	0.150205210025	300.0	0.769829508381	0.77814875823	0.0655587834712	0.741254504869	0.757922670126	0.0405281868901	-0.135494269898	69.3968194067	0.476989433103	0.474056209847	0.0281847903586	0.490647370855	0.485016280022	0.0461323855864	0.0335528583078	300.0	0.331158581306	0.330909016203	0.0223328300229	0.341160982045	0.338684055535	0.0528202164995	0.229237104674	300.0
THAP1	0.2326709847	6.1018166556	6.3344876402	0.353976178314	0.331674139022	0.118668260846	0.275626513191	0.261545507485	0.0834655380322	-0.104862062257	300.0	0.758066768866	0.771072791999	0.0327403682629	0.80335846238	0.810000037014	0.0549020995018	0.087271451687	300.0	0.485330439192	0.483669155058	0.020138411789	0.497331429178	0.49507164625	0.029743092101	0.0983425135333	300.0	0.318986481955	0.319070220747	0.0151144472081	0.327380557909	0.326753318925	0.0308461543109	0.304904050318	300.0
FOXD3	0.2435801553	5.7794986278	6.0230787831	0.310349971369	0.292505070396	0.0858270062407	0.382204595585	0.359896888857	0.116507157759	0.0822822390639	300.0	0.768596329547	0.778700697698	0.0511221590603	0.767677529148	0.775489085672	0.0339055428244	-0.121267558125	177.750827102	0.376194083762	0.377961939901	0.0191068396039	0.383897153184	0.389266997151	0.0278293232716	0.0704851725745	300.0	0.336726996062	0.336754578295	0.0142812784293	0.345111378492	0.344752916638	0.0315980971257	0.229403750413	300.0
TFAP2C	0.2455344095	3.2887911778	3.5343255873	0.313684738449	0.315104286093	0.0619993828979	0.398438128843	0.391988494164	0.0987508404532	0.0536353265754	300.0	0.757559188809	0.772232441151	0.0356015052263	0.811943807263	0.819789387707	0.0587613238283	0.1539475292	300.0	0.573587443434	0.57279319086	0.0171743859056	0.588900667414	0.586436996393	0.0278951772555	0.181471215977	300.0	0.29848012475	0.298464716815	0.0179757960534	0.308620524097	0.306154255634	0.0458829051243	0.287425179312	300.0
HSF1	0.2577764505	7.0100452056	7.2678216561	0.253255878473	0.26214191153	0.0694363281281	0.349136132783	0.357879273974	0.103298316452	0.12711097378	300.0	0.790842445376	0.798574641212	0.0572506706714	0.756785136177	0.770606960311	0.0339822099343	-0.0178940054594	258.797632659	0.49651712779	0.496783645115	0.0238123185544	0.509908105815	0.508732683217	0.0371379691982	0.0776453232216	300.0	0.318427194476	0.318429726803	0.0158577874428	0.324768010587	0.325122245328	0.038590508911	0.184981607956	300.0
ESR2	0.2614649397	3.6853600444	3.9468249841	0.38548257282	0.389153174216	0.0752875272118	0.489777576017	0.484951385646	0.11376698439	0.0948328957935	300.0	0.765128011228	0.778383144807	0.0328049156285	0.827854938942	0.834607871259	0.0530245317761	0.30791149956	300.0	0.494009503259	0.495746064634	0.0221337747545	0.505964948545	0.507704957399	0.0351147784929	0.0691347680078	300.0	0.302308011273	0.302233859469	0.0183979711567	0.310416653941	0.309664055962	0.0329068217292	0.254419345578	300.0
MYC	0.2679101471	9.9725863556	10.2404965026	0.249755820844	0.245886941868	0.0528756792359	0.326182634749	0.319277237642	0.080858444074	0.152466295143	300.0	0.668400679372	0.677859871505	0.0424995788211	0.728603832197	0.745472363271	0.071702165305	0.277999512538	300.0	0.467164827299	0.466255907054	0.0255894148677	0.479291183658	0.477560623941	0.0418555516186	0.0295484481085	300.0	0.297546835619	0.297668332327	0.0163655176305	0.305844992729	0.30475734751	0.0434592695227	0.21466789769	300.0
NRF1	0.2705882836	6.4108549333	6.6814432169	0.290039173103	0.288326908547	0.0761678843088	0.377182695165	0.378770694881	0.104480346153	0.144353575389	300.0	0.744580478939	0.752181977925	0.0354017428694	0.753962151872	0.770005799158	0.0613782242886	0.0137248255961	255.743184287	0.488233115694	0.489290257447	0.0267917370374	0.49771788138	0.501737969347	0.035840870161	0.0589311456635	300.0	0.337260852486	0.337362218701	0.0139314636187	0.346831474705	0.345609387856	0.0358403606743	0.288945464081	300.0
TFAP2A	0.2800466492	3.4869517	3.7669983492	0.373320246005	0.376978520896	0.0730708368333	0.475826704986	0.470951953418	0.116111155372	0.0732847611044	300.0	0.763844053193	0.777574430774	0.0339928433214	0.833211695883	0.840740415993	0.0557542434575	0.333240816673	300.0	0.486121163255	0.485545261542	0.0142786310356	0.499358032535	0.497429878794	0.0232852792077	0.188128409304	300.0	0.298019138673	0.297937993775	0.0168339758101	0.308177585157	0.305689837426	0.0460837356599	0.285792031638	300.0
FOXA2	0.2824259243	5.7826448111	6.0650707354	0.308577235827	0.30824811279	0.066514284604	0.392225520881	0.391726716093	0.0934115786905	0.057400330512	300.0	0.758335566643	0.770003780497	0.0525917374203	0.750544406162	0.757936124141	0.0347259453128	-0.0311245442605	288.900339422	0.486389713871	0.487947625233	0.017368465483	0.496659381565	0.500944170252	0.0262229317728	0.117116132808	300.0	0.333508808878	0.333203343999	0.0124340238363	0.341156072716	0.341216801919	0.0320602515842	0.255350762302	300.0
HNF4A	0.288795264	4.5631320111	4.8519272751	0.3530507096	0.359932985484	0.0677711904894	0.454846728575	0.455903265875	0.10508394958	0.139638485912	300.0	0.768778174742	0.780725178663	0.0305546037281	0.834762921027	0.841371660338	0.049784583819	0.36961779643	300.0	0.548023699495	0.549231404057	0.017772565786	0.561548267181	0.562766376187	0.0290842320708	0.12814679714	300.0	0.317873165136	0.317878360102	0.0170352951948	0.326623263253	0.325732661224	0.0376740031602	0.258342440225	300.0
KLF4	0.2972105934	3.8627360944	4.1599466878	0.318186114531	0.307831787495	0.0657396851935	0.404939138244	0.389768416537	0.106988161492	0.00913804575532	300.0	0.726346043819	0.742573134557	0.0419663770746	0.806998576243	0.81390145246	0.0759399676204	0.143926888899	300.0	0.518220874454	0.513379559644	0.0233243400401	0.537700202919	0.528907477038	0.0428934575213	0.171483256312	300.0	0.325430575778	0.325049523564	0.0267737142533	0.336189854752	0.332313200117	0.07556538719	0.190585824858	300.0
