FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Dnase2Tf_GM12878_protection_mean	Dnase2Tf_GM12878_protection_median	Dnase2Tf_GM12878_protection_std	Dnase2Tf_K562_protection_mean	Dnase2Tf_K562_protection_median	Dnase2Tf_K562_protection_std	Dnase2Tf_protection_ks_stat	Dnase2Tf_protection_ks_pvalue	Dnase2Tf_GM12878_tc_mean	Dnase2Tf_GM12878_tc_median	Dnase2Tf_GM12878_tc_std	Dnase2Tf_K562_tc_mean	Dnase2Tf_K562_tc_median	Dnase2Tf_K562_tc_std	Dnase2Tf_tc_ks_stat	Dnase2Tf_tc_ks_pvalue	Dnase2Tf_GM12878_fos_mean	Dnase2Tf_GM12878_fos_median	Dnase2Tf_GM12878_fos_std	Dnase2Tf_K562_fos_mean	Dnase2Tf_K562_fos_median	Dnase2Tf_K562_fos_std	Dnase2Tf_fos_ks_stat	Dnase2Tf_fos_ks_pvalue	Dnase2Tf_GM12878_flr_mean	Dnase2Tf_GM12878_flr_median	Dnase2Tf_GM12878_flr_std	Dnase2Tf_K562_flr_mean	Dnase2Tf_K562_flr_median	Dnase2Tf_K562_flr_std	Dnase2Tf_flr_ks_stat	Dnase2Tf_flr_ks_pvalue
TCF7L2	-1.0379809175	8.1292303778	7.0912494603	0.017354344136	0.0140768078539	0.0163222654467	0.0110803323749	0.00972568642919	0.0122806034422	-0.186157021057	-300.0	0.805585110272	0.812866875109	0.0500837560067	0.764917171905	0.775604107871	0.0335652325927	-0.184286857439	-300.0	0.390002250674	0.393975991344	0.0252598669678	0.39229756678	0.39410112687	0.0343374028023	0.108702505201	-300.0	0.320448741741	0.320225310677	0.0128892568181	0.320778530311	0.320560117482	0.0290372328593	0.18281524998	-40.6524765873
CREB1	-0.9881595307	9.1957632556	8.2076037249	0.0137057770097	0.010407666472	0.0222347541331	0.00775107665525	0.00591714400766	0.0170654442612	-0.0607722439422	-193.686909569	0.729317726315	0.750781859297	0.0813021103375	0.700354765281	0.711342030551	0.0448304641219	-0.156055321237	-152.2379505	0.40441411749	0.404051810374	0.0342616123133	0.404837014501	0.404297738538	0.0495693293058	0.201465144133	-19.9821664109	0.255214025536	0.255382899779	0.0173578128055	0.257781362077	0.255727868957	0.0494630910524	0.173997266448	-13.8446971158
STAT3	-0.8814597069	10.6886940667	9.8072343598	0.122004019122	0.0969175663022	0.0771133659145	0.0590718069174	0.0498991549622	0.0354547038041	-0.16537980189	-300.0	0.73068295565	0.745690342208	0.032787092595	0.761235561572	0.768620878293	0.062454668007	0.0300467349552	-241.039120562	0.469365015217	0.469548678651	0.0199219092559	0.482961763366	0.470767198323	0.0489465797345	0.036216983124	-300.0	0.282096419244	0.281842704738	0.0140363871119	0.28502451076	0.282598678176	0.05339782882	0.0792317232146	-215.285855522
ELK4	-0.795803281	8.3372889	7.541485619	0.0515490968371	0.0450532402689	0.0232528458832	0.0388172843899	0.0341078379592	0.0146875171024	-0.061421349319	-300.0	0.720286369098	0.739879155115	0.0444156597278	0.733434658899	0.742504883288	0.0791359094456	0.165909112498	-152.882150803	0.574252733435	0.569645872451	0.0261378683773	0.578194198637	0.569710979883	0.0387649934809	0.119427196081	-300.0	0.314167818159	0.314066315177	0.0221351529729	0.317864233959	0.315277178113	0.0599377494857	0.142041097126	-153.517751404
GFI1	-0.5620815095	5.9600981444	5.3980166349	0.0453634857428	0.0352570004541	0.0288700623718	0.0271755102755	0.0211681889763	0.0137240521093	-0.205489701091	-300.0	0.746070074857	0.770199485089	0.0405664877892	0.778614564982	0.790536768366	0.0784719612026	0.0938535839646	-143.585478694	0.393829829691	0.39363701054	0.0188294841018	0.400396381821	0.397008354187	0.03387189339	0.027687648917	-300.0	0.350601862143	0.347873476536	0.0545908639324	0.344735843248	0.344741164166	0.023007493585	-0.00654741449559	-300.0
HOXA5	-0.5275261365	3.8746430889	3.3471169524	0.0235601931085	0.0188648687368	0.0190305209403	0.0142828738321	0.0126639610436	0.0122497392423	-0.130492855525	-300.0	0.82519044636	0.8326060615	0.0512913156285	0.770696215336	0.784279161554	0.0298883370771	-0.296252865637	-300.0	0.625212574492	0.625704378206	0.0208238604485	0.632058855789	0.631468749052	0.0327292553724	0.0149184886403	-300.0	0.308571371519	0.308559185681	0.0143540103179	0.312158234939	0.311445774198	0.0356142900644	0.00312857267567	-300.0
SREBF2	-0.459857972	9.3969251889	8.9370672169	0.0924744648079	0.0824321330151	0.0350200837464	0.0674071244321	0.0610370607756	0.0211526082262	-0.0545511062359	-300.0	0.809321954749	0.817586292978	0.0574438293361	0.763948280946	0.779311115678	0.0322537611224	-0.140847945107	-300.0	0.522249916226	0.523184875009	0.019922777003	0.527860913657	0.528669312681	0.0321983022992	0.0139599026078	-300.0	0.307620073153	0.306727725667	0.0318274192369	0.30359720869	0.303545719348	0.0121564402005	-0.0426409658655	-300.0
ZFX	-0.433919887	8.1387332944	7.7048134074	0.0251625446952	0.0218265356106	0.0125061462791	0.0180901782167	0.0163528554886	0.00843835356268	-0.0948207000841	-300.0	0.748483654024	0.768886733855	0.038658745177	0.796249484352	0.806429242048	0.0710031136209	0.00130166316725	-300.0	0.443322662873	0.442215885453	0.0190717482523	0.450313878839	0.447067035015	0.032060727163	0.00915059427789	-300.0	0.325150757151	0.323407836831	0.0474363936922	0.320136737765	0.319949505137	0.018834289113	-0.0558497474881	-300.0
SPI1	-0.4202474275	7.6557025333	7.2354551058	0.00993042929598	0.00841292119272	0.00664635965267	0.00678985475828	0.00582750383508	0.0045058569064	-0.0456145594623	-300.0	0.82956954312	0.840665544421	0.0720308350165	0.74604038476	0.76664707134	0.0394207404145	-0.283830756073	-300.0	0.499925750408	0.492500659206	0.0404718466326	0.488408467586	0.484210973894	0.0227062105217	-0.032579630739	-300.0	0.337308125559	0.3337844511	0.0627346153069	0.330256132222	0.330010519982	0.0214079207069	-0.0791946521622	-300.0
NFATC2	-0.4050990344	7.8968279444	7.4917289101	0.0540948829774	0.0428593845308	0.0236885098146	0.0446757461229	0.0382322872437	0.0144546788472	-0.16501622497	-300.0	0.765077230211	0.777033324326	0.0329332593192	0.786240476141	0.793712998166	0.0536275577037	0.0940257965573	-142.267810152	0.742653681198	0.744180342645	0.0225339868811	0.733826358643	0.735710961704	0.0145722546879	-0.137826280167	-300.0	0.31712265437	0.316372718182	0.0282029213677	0.31286840936	0.312683147666	0.017426701167	-0.0718880814882	-300.0
SRF	-0.368290577	8.5141720056	8.1458814286	0.0174907860676	0.015994021122	0.0146086392953	0.0095687415833	0.00859598622217	0.0105292832246	-0.16871725374	-300.0	0.838058156832	0.844844524281	0.0500388473996	0.77226282982	0.784297255235	0.0281348423148	-0.405946836181	-300.0	0.45570743003	0.456562580143	0.0214513123898	0.460963647837	0.462134532013	0.032809345014	0.0201296969647	-300.0	0.315056055715	0.314161308564	0.0379695226329	0.310591414007	0.31040779283	0.0143668608085	-0.0318839275314	-300.0
NKX2-5	-0.3477572392	6.1980671333	5.8503098942	0.0523653495893	0.0431861099759	0.0275163914834	0.0368755106124	0.0321577628188	0.0153074959742	-0.0439847120172	-300.0	0.764411741327	0.779062144734	0.0334840024483	0.790456099527	0.798929619399	0.057671836008	0.0982146574464	-199.963964467	0.56709067229	0.567637788414	0.0243526436985	0.574061214023	0.574784654811	0.0362272801827	0.0171530611809	-300.0	0.291726260011	0.29077024794	0.033449753423	0.287173453738	0.2871203641	0.0145897736114	-0.0499779572239	-300.0
SOX17	-0.315282727	6.6900928222	6.3748100952	0.00464448712123	0.00355648401603	0.00756037670553	0.00669773296503	0.00532726103244	0.00897455884798	0.032688076454	-300.0	0.753270152839	0.769207490085	0.035947198967	0.763229789429	0.772574276006	0.0625863843497	0.181808938856	-129.258941014	0.55779636808	0.555833145654	0.0297324323722	0.550324889374	0.548590673054	0.0206854573544	-0.0246690046538	-300.0	0.310159480227	0.308929907801	0.0361719087571	0.304611129123	0.304683360496	0.0129372034887	-0.109041905862	-300.0
REST	-0.3104942741	7.8934747556	7.5829804815	0.0629152158716	0.0543147423399	0.0275655341694	0.0434035985789	0.0406493556801	0.0152056792849	-0.0724143193528	-300.0	0.758325301771	0.775385705199	0.0632915684106	0.744178277376	0.753476303852	0.0356064229425	-0.0675718038601	-300.0	0.548711712152	0.548423212878	0.0267146979688	0.557140173729	0.555712935334	0.0431716002958	0.0260058450743	-300.0	0.333359305616	0.332153996725	0.0383958927966	0.327698030265	0.327696387361	0.0152494673591	-0.106854314736	-300.0
RXRA	-0.3028018288	7.0916307389	6.7888289101	0.0272531499223	0.023369417087	0.0132679647918	0.0208926359981	0.0190299101622	0.00789977382078	-0.182212545506	-300.0	0.837781950653	0.845352493614	0.0517246325653	0.773122803936	0.786906546904	0.0293769451328	-0.382428282778	-300.0	0.600892513173	0.602131106877	0.0285387282998	0.593219216469	0.594147519078	0.0178990212302	-0.0326954835466	-300.0	0.308048273431	0.307203215743	0.0354955008238	0.303396738349	0.303278558518	0.0159415173632	-0.070639822552	-300.0
USF1	-0.3023841979	7.3838312667	7.0814470688	0.019143964218	0.0156521740495	0.0150760080542	0.0124601317486	0.0104201320502	0.0103624361185	-0.0714204318754	-300.0	0.732147323243	0.755084057829	0.0810608178471	0.715391911707	0.728136201597	0.0437725910626	-0.0758126736896	-300.0	0.472406511132	0.469822286604	0.0237889614185	0.480933974284	0.47613900671	0.0399927473202	0.00286313598672	-300.0	0.342136293377	0.337564689579	0.0644356520136	0.333250861449	0.332940925178	0.0223961179677	-0.130879091778	-300.0
YY1	-0.2742424783	9.2492416	8.9749991217	0.0172419181056	0.0144197653305	0.0182525462849	0.011055571041	0.00937325275038	0.0133893194619	-0.0649308530318	-300.0	0.832985576625	0.842059648418	0.0586134657269	0.763187522895	0.778521629299	0.0325987662802	-0.320168027784	-300.0	0.513372375143	0.513088821424	0.027416300754	0.521060224155	0.520259333312	0.0427894716812	0.0134874168358	-300.0	0.351647278031	0.35022979927	0.0497049817914	0.345428385367	0.345402731731	0.0182485028337	-0.110577588402	-300.0
RELA	-0.2724742439	8.8449193444	8.5724451005	0.0799950697837	0.0701994096354	0.0277439787274	0.0632704093407	0.0568768191976	0.0180557551845	-0.0915579625399	-300.0	0.853244035287	0.860206514907	0.0533952328	0.773507148734	0.787447184817	0.0301811340108	-0.464128129024	-300.0	0.658542315197	0.656817630228	0.0254384986151	0.649292121445	0.647743703238	0.0176006574235	-0.0895703625453	-300.0	0.314508655581	0.313993168547	0.0338655490001	0.309677516483	0.309723388152	0.01308387894	-0.0912169723985	-300.0
NR2F1	-0.269684032	5.6412763389	5.3715923069	0.0178165493157	0.0152627837336	0.0171858645333	0.0116647839829	0.00987452102922	0.0114144497365	-0.0497507241675	-300.0	0.814654835291	0.823054364443	0.0526731712327	0.767601736995	0.779208694096	0.0355812587368	-0.191813126078	-300.0	0.392777749051	0.39449179889	0.0229686876748	0.398529643482	0.400038790339	0.0346242905047	0.014006404511	-300.0	0.330560447711	0.330046591634	0.0310513781876	0.32538455944	0.325326690452	0.0177135338586	-0.132347400499	-300.0
SOX10	-0.2637979979	5.3629255111	5.0991275132	0.0251202981993	0.0199658444287	0.0134886028343	0.0170960337413	0.0144735047743	0.00845811804855	-0.139037652886	-300.0	0.758690995556	0.775635818606	0.034857016697	0.780307974916	0.789179974658	0.0623075764037	0.161168439942	-180.52460545	0.515781824459	0.516284316554	0.0234346183341	0.524578075614	0.523601129945	0.0369189909961	0.00076135688401	-300.0	0.33503290309	0.333655578065	0.0402001093287	0.328919763346	0.328906522989	0.013793908948	-0.151504435055	-300.0
NFYA	-0.2394532122	8.3065107889	8.0670575767	0.200125892085	0.178631066398	0.0841929599596	0.128547845288	0.121756168882	0.0503403785687	-0.141195082936	-300.0	0.803260677741	0.822280284205	0.097725884378	0.714208835479	0.749240576992	0.0517768797717	-0.140008617467	-300.0	0.475036631322	0.458317946406	0.0572086922423	0.453730851027	0.448505336097	0.0307943767203	-0.062505836044	-300.0	0.356997804025	0.341116285546	0.118011887105	0.33869374248	0.336309694424	0.0510121043566	-0.0177828636555	-300.0
FOXP2	-0.217106004	2.4335675278	2.2164615238	0.0161775433064	0.0135791746178	0.0127758885621	0.0106403064786	0.00940521806657	0.00902151079844	-0.0520880064054	-300.0	0.754723385895	0.767841800274	0.0603299640976	0.693352158145	0.700941922193	0.0334353575566	-0.37049122619	-300.0	0.514215091859	0.519913407105	0.0316810739305	0.5082613763	0.510777072296	0.0214428236306	-0.0326998324801	-300.0	0.328109703277	0.328098424812	0.0306223042612	0.323694988528	0.323465921642	0.0122915118981	-0.0924420164939	-300.0
TCF7L1	-0.2158135534	8.4069930667	8.1911795132	0.0246067434074	0.0212302663803	0.0111004265534	0.0175043276041	0.0158432957988	0.00686054397703	-0.104405573551	-300.0	0.765798840471	0.780947219469	0.0322955297312	0.789452716004	0.797868605063	0.0567359308644	0.144617182606	-300.0	0.510360603076	0.509544582355	0.0303939974773	0.502321934288	0.501976260522	0.0191394557161	-0.0229549178633	-300.0	0.32185213085	0.321860111294	0.0335679650446	0.317526608239	0.317517833324	0.0121929161971	-0.132797066338	-300.0
SP2	-0.1813165365	6.2019310444	6.0206145079	0.00748997331891	0.00672019252258	0.00680243884905	0.00456380455018	0.00368713310493	0.00506555708281	-0.0701648274507	-300.0	0.772530666603	0.783274294766	0.0296358257196	0.791043793793	0.798032817042	0.0490556483644	0.1429086813	-300.0	0.491769834121	0.491181042419	0.0231091646396	0.49686825574	0.498906421137	0.0285038109634	0.00258835685137	-300.0	0.325384520107	0.324360597244	0.0378700669597	0.319082210195	0.319276667408	0.0166170960828	-0.0798704971082	-300.0
INSM1	-0.1721305868	6.3427609889	6.1706304021	0.0268433533426	0.0222000854508	0.0164158898577	0.0184839635269	0.0160903024515	0.0109354483428	-0.0947474465581	-300.0	0.852870545544	0.861641628409	0.0561434723742	0.770615620339	0.787384943184	0.0320860681885	-0.459468285441	-300.0	0.4767087092	0.474032145035	0.0308329464622	0.466824833059	0.466612253428	0.0185498750842	-0.0630731975329	-300.0	0.299859151717	0.298152652572	0.0403677202791	0.293680307868	0.293479057835	0.014302575322	-0.154165189004	-300.0
MAX	-0.1670527532	6.8057894833	6.6387367302	0.0166823211416	0.0152101450414	0.0130548741402	0.0104841819726	0.00955595910924	0.00887205552128	-0.0268020314345	-300.0	0.765842911584	0.776689906261	0.0528128202774	0.751543792847	0.758861550787	0.032494171255	-0.0471493306131	-300.0	0.466163629229	0.46887814097	0.0223124377209	0.459700079332	0.460883623213	0.0164260332271	-0.067601413521	-300.0	0.315612435313	0.315007889344	0.0298568546577	0.310678673055	0.310155121684	0.0148752468441	-0.109294363142	-300.0
MAFK	-0.1667808765	5.9367657389	5.7699848624	0.0201710658391	0.0181558231302	0.0138459550871	0.0142294098272	0.0137151160411	0.00843778284515	-0.0709879641121	-300.0	0.794980622538	0.8018870503	0.0511262769552	0.762614347081	0.77399066168	0.0305257542817	-0.0184638305445	-300.0	0.390088896154	0.388425697638	0.0367982137596	0.381609122461	0.382307760091	0.0217643894851	-0.00561687158192	-300.0	0.272970954506	0.271701751118	0.0361044492565	0.26672903641	0.26700412057	0.0135905598223	-0.0911804406044	-300.0
PAX2	-0.1591111566	5.4571127333	5.2980015767	0.0220095107608	0.0177691164063	0.0221739066475	0.0109764466792	0.00849988809507	0.0132570163411	-0.115553081057	-300.0	0.723621578117	0.746162450285	0.04762891009	0.750719996973	0.761015961792	0.0852324599879	0.154806592348	-37.6167700481	0.430276696622	0.42430337208	0.033693275135	0.44307817496	0.430757315371	0.0570244169218	0.0459629523559	-192.394527222	0.30660944144	0.299951772804	0.0776379325045	0.295318783835	0.29479167931	0.0313498353096	-0.113733885912	-300.0
