FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Dnase2Tf_GM12878_protection_mean	Dnase2Tf_GM12878_protection_median	Dnase2Tf_GM12878_protection_std	Dnase2Tf_K562_protection_mean	Dnase2Tf_K562_protection_median	Dnase2Tf_K562_protection_std	Dnase2Tf_protection_ks_stat	Dnase2Tf_protection_ks_pvalue	Dnase2Tf_GM12878_tc_mean	Dnase2Tf_GM12878_tc_median	Dnase2Tf_GM12878_tc_std	Dnase2Tf_K562_tc_mean	Dnase2Tf_K562_tc_median	Dnase2Tf_K562_tc_std	Dnase2Tf_tc_ks_stat	Dnase2Tf_tc_ks_pvalue	Dnase2Tf_GM12878_fos_mean	Dnase2Tf_GM12878_fos_median	Dnase2Tf_GM12878_fos_std	Dnase2Tf_K562_fos_mean	Dnase2Tf_K562_fos_median	Dnase2Tf_K562_fos_std	Dnase2Tf_fos_ks_stat	Dnase2Tf_fos_ks_pvalue	Dnase2Tf_GM12878_flr_mean	Dnase2Tf_GM12878_flr_median	Dnase2Tf_GM12878_flr_std	Dnase2Tf_K562_flr_mean	Dnase2Tf_K562_flr_median	Dnase2Tf_K562_flr_std	Dnase2Tf_flr_ks_stat	Dnase2Tf_flr_ks_pvalue
TP63	-2.7040282939	7.2572711722	4.5532428783	0.0183201761499	0.0150413303683	0.0139539724218	0.0126507493099	0.0106496978236	0.00991779122104	-0.115335950995	-300.0	0.800286299355	0.811276581625	0.0682323109918	0.733103887465	0.752310227996	0.0391864205718	-0.319237938407	-300.0	0.482575819844	0.480379194227	0.0372659397577	0.469396332456	0.465582099088	0.0234350022492	-0.156034917808	-300.0	0.336854826683	0.336428076152	0.0598028611297	0.330059641838	0.326044292241	0.0224377611533	-0.382227053454	-300.0
NFKB1	-2.6782338148	9.3209454444	6.6427116296	0.0317220645906	0.0277188305963	0.0125404265055	0.0262865648806	0.0236790516148	0.00853296753459	-0.111049443253	-300.0	0.873390710952	0.880453751402	0.0515586429157	0.758095081	0.771332837143	0.0304968172729	-0.689746387176	-300.0	0.663407425868	0.662327527768	0.0246218835343	0.64351271729	0.642233805698	0.0178718030113	-0.28001010598	-300.0	0.337661198804	0.337755290366	0.0334370066346	0.327976003626	0.327551509374	0.0140626692669	-0.392279298648	-300.0
MEF2C	-2.312784923	10.5691021611	8.2563172381	0.014970357289	0.0130417917824	0.0128916171434	0.00984337962567	0.00869873097823	0.00947558287642	-0.0902295943539	-300.0	0.751337321929	0.761307701302	0.0323688284079	0.766437214092	0.773906118378	0.0505498618733	0.079789466538	-184.626448488	0.513579356855	0.514826148638	0.0241157547146	0.500597571025	0.503544943051	0.0184605605309	-0.191260525073	-300.0	0.337360363327	0.337031938892	0.0289353129517	0.329045136446	0.328966294867	0.0142364120454	-0.302748076955	-300.0
ZEB1	-2.2585500701	7.4546499167	5.1960998466	0.0373104169899	0.0314899121593	0.0194552817456	0.0251471117965	0.023177049355	0.0119818457778	-0.108769197432	-300.0	0.810345577854	0.818436581909	0.053995235461	0.740445842653	0.752474947066	0.0320713796924	-0.383212492251	-300.0	0.520858019735	0.520437201758	0.0309841324653	0.51126896368	0.508600910764	0.0181861370287	-0.100803813008	-300.0	0.300045491682	0.299909649142	0.036799637562	0.293044435681	0.292740814502	0.0143042612017	-0.237405616848	-300.0
HNF4G	-2.2212048127	4.5430166222	2.3218118095	0.0137009336249	0.0112660007665	0.0157061112971	0.00842119329293	0.00678423500571	0.0108890458299	-0.015803474004	-300.0	0.786492304205	0.79347879355	0.0534082192077	0.748524266596	0.760235120265	0.0326346166389	-0.176836230085	-300.0	0.495610784007	0.497644943352	0.0268019628056	0.484788171665	0.487116748762	0.0182482649441	-0.149550303139	-300.0	0.326816975607	0.326414530415	0.0289037618176	0.317055748689	0.318275996161	0.0162554788282	-0.302132827185	-300.0
REL	-2.0628250132	8.3178302778	6.2550052646	0.0319592487081	0.0280108131226	0.0131981589262	0.0261234433149	0.0235067305592	0.0092268376892	-0.101195753817	-300.0	0.836597312155	0.844947669249	0.0584156507807	0.752923144549	0.768843723181	0.0348285486543	-0.505182224438	-300.0	0.612802665012	0.61125356699	0.0239884437051	0.60093640488	0.599529202812	0.0174191228879	-0.154682973762	-300.0	0.34570738214	0.345681947048	0.0396566162118	0.339458746018	0.338847047453	0.0160074307644	-0.255220867845	-300.0
FOXO1	-1.8556499325	8.4851884722	6.6295385397	0.0197063549544	0.0167865144737	0.0137312907615	0.0133963861336	0.0115852300276	0.00981110214723	-0.0667286582106	-300.0	0.752540664975	0.764177114058	0.0307929428023	0.774556568143	0.781685271562	0.053182278997	0.0487913197358	-293.147300617	0.518433400555	0.521252223009	0.0374876224891	0.508377749969	0.513412399292	0.0261240613209	-0.0337787009949	-300.0	0.31477982257	0.314767223695	0.0306214139368	0.309719856382	0.309682742428	0.0141035026251	-0.128788504785	-300.0
NR3C1	-1.8464264783	9.6750664889	7.8286400106	0.0225520234354	0.0187900553141	0.0141012148451	0.0149875593878	0.0139946893895	0.00964065718806	-0.234357721499	-300.0	0.806406274747	0.813789529325	0.0511366048511	0.757451629841	0.769381357888	0.0314000299923	-0.281276356818	-300.0	0.461272280447	0.462883126443	0.0294756385538	0.452271185746	0.45583456984	0.0199434992915	-0.0311499489628	-300.0	0.295984798533	0.296068289509	0.0301334205975	0.292071326989	0.291667163933	0.0144430857999	-0.0776303038207	-300.0
IRF1	-1.7207699439	8.2650849333	6.5443149894	0.00773956894136	0.00661079500391	0.00677784480761	0.00515390832015	0.00432043799083	0.00483571769331	-0.081282085037	-300.0	0.841300060333	0.848046766479	0.0455206375222	0.768271242589	0.778247751151	0.0282747579158	-0.51045034493	-300.0	0.485439246989	0.485327013283	0.027107743529	0.477748536469	0.479054325459	0.0220481246624	-0.0422216223058	-300.0	0.28390047086	0.266803538709	0.157109521151	0.318448932547	0.341551626679	0.170197474593	0.106655304416	-279.154107332
SOX9	-1.6463590651	7.5684512556	5.9220921905	0.0293004324226	0.0212335382647	0.0246032606828	0.0169960396662	0.0125744505217	0.013394589629	-0.19972542731	-300.0	0.808250161691	0.815836425858	0.0521837152463	0.760271332906	0.771863330379	0.0316767001352	-0.275333175821	-300.0	0.558403297632	0.560750585166	0.0343515854791	0.551384436826	0.554269177679	0.0226842455118	-0.0157150367632	-300.0	0.315035411844	0.315271486773	0.0158307402204	0.317743988514	0.318386334763	0.0276694265521	0.00300797480379	-253.339137092
RFX5	-1.5997156902	8.0311831611	6.4314674709	0.0568469283087	0.046009826168	0.0299912754592	0.0389572861543	0.0340725594934	0.0173429734846	-0.125740618963	-300.0	0.825969470472	0.835637322457	0.0605172012009	0.755684912265	0.773416417778	0.0350587698569	-0.391358157674	-300.0	0.421600101311	0.419972110951	0.0199905380128	0.425329908988	0.424514887639	0.0310814402536	0.0515356664505	-300.0	0.306326152714	0.304333711854	0.0178960620533	0.307198785993	0.307183811324	0.0441614736037	0.0105438149202	-300.0
ELF1	-1.3094928196	9.8966036556	8.587110836	0.00753208647413	0.00607508389796	0.0074055411922	0.00517912070909	0.00417189326476	0.0054291310311	-0.0653109437416	-300.0	0.736320221734	0.754678259458	0.0397851536978	0.755423070544	0.765492241194	0.0686708579763	0.162232560573	-188.188928809	0.496938165232	0.492977799522	0.0243512482882	0.499360752716	0.495995043902	0.0345243695608	0.0733855857358	-300.0	0.327785881168	0.32622882883	0.0171778496323	0.327971862082	0.327818641656	0.0458202964202	0.111854056149	-300.0
GATA3	-1.2686822069	5.6419831222	4.3733009153	0.01780827504	0.0138166134324	0.0146108003794	0.0091813188691	0.00746031660859	0.0134488890527	-0.262455814917	-300.0	0.765540019987	0.772162579608	0.0581484719954	0.73189646007	0.745445664453	0.0301290349352	-0.0207414894747	-300.0	0.411670289242	0.411511926746	0.0259668402022	0.425018830366	0.413411589469	0.0628171585876	0.124606632673	-300.0	0.324083468503	0.323448111555	0.00920533155893	0.325335626213	0.325161375838	0.0405590895265	0.0486641797341	-300.0
T	-1.1067090704	6.8493768111	5.7426677407	0.0189790286091	0.0161288411014	0.0164885071251	0.0130184282378	0.0108738913586	0.0127633244926	-0.0303162979351	-300.0	0.750060113899	0.76539898269	0.0624322356582	0.735836059594	0.744604474475	0.0344235776854	-0.094602057927	-259.28001825	0.465584856026	0.466677776921	0.0265487431148	0.46695282171	0.467422739754	0.0384073207854	0.135750955753	-122.840026438	0.277872481379	0.277416753402	0.0177246822452	0.277997655036	0.277922000822	0.0300696748204	0.196885651793	-9.82144368889
