FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	PIQ_85_GM12878_protection_mean	PIQ_85_GM12878_protection_median	PIQ_85_GM12878_protection_std	PIQ_85_K562_protection_mean	PIQ_85_K562_protection_median	PIQ_85_K562_protection_std	PIQ_85_protection_ks_stat	PIQ_85_protection_ks_pvalue	PIQ_85_GM12878_tc_mean	PIQ_85_GM12878_tc_median	PIQ_85_GM12878_tc_std	PIQ_85_K562_tc_mean	PIQ_85_K562_tc_median	PIQ_85_K562_tc_std	PIQ_85_tc_ks_stat	PIQ_85_tc_ks_pvalue	PIQ_85_GM12878_fos_mean	PIQ_85_GM12878_fos_median	PIQ_85_GM12878_fos_std	PIQ_85_K562_fos_mean	PIQ_85_K562_fos_median	PIQ_85_K562_fos_std	PIQ_85_fos_ks_stat	PIQ_85_fos_ks_pvalue	PIQ_85_GM12878_flr_mean	PIQ_85_GM12878_flr_median	PIQ_85_GM12878_flr_std	PIQ_85_K562_flr_mean	PIQ_85_K562_flr_median	PIQ_85_K562_flr_std	PIQ_85_flr_ks_stat	PIQ_85_flr_ks_pvalue
ETS1	-6.1447406735	9.4926612556	3.347920582	0.397781942651	0.385757031717	0.0956067791674	0.468842111561	0.437612208259	0.101602067916	0.122836389162	-300.0	0.822325452732	0.830410261526	0.04917469491	0.751546875662	0.763507899224	0.03118479759	-0.536454302453	-300.0	0.472085240352	0.469596288866	0.0316495487879	0.429364422879	0.426905717151	0.0242593698416	-0.417670824946	-300.0	0.32875277134	0.328582210837	0.0531757213648	0.300679373524	0.298698935335	0.0198803623673	-0.473531305692	-300.0
FLII	-5.7267807974	8.5333091889	2.8065283915	0.411307393149	0.379706141513	0.0733753389559	0.31714621064	0.303485932714	0.0731848108859	-0.229052161177	-300.0	0.801665213737	0.808278227256	0.0521813767797	0.747768281601	0.758479772688	0.0299232410049	-0.319641635432	-300.0	0.583524906948	0.580857757638	0.0428996438616	0.537628128195	0.532179422467	0.0272228351071	-0.349645731288	-300.0	0.25657674314	0.256721374684	0.0379009087173	0.235982457771	0.235375221261	0.0108237661982	-0.376665332098	-300.0
PAX5	-5.2702007889	9.8008520111	4.5306512222	0.452933156592	0.453299102414	0.111164032972	0.576542373402	0.644830576835	0.117493124661	0.0738567061579	-300.0	0.803743098619	0.812879453387	0.0575645743731	0.750214564329	0.766322152843	0.0344628451751	-0.327608700544	-300.0	0.570385992528	0.569043645139	0.033660121055	0.527492855678	0.525806470157	0.0231629128511	-0.446395683991	-300.0	0.297883480115	0.298378614126	0.0549917255049	0.278378193364	0.275722696047	0.017270338378	-0.45444203085	-300.0
EBF1	-4.7106986376	8.5508527222	3.8401540847	0.493237689884	0.434986861798	0.091490966481	0.390490452719	0.378774148402	0.0861150423931	-0.0943953452528	-300.0	0.880478148371	0.885960815011	0.0396090699176	0.766985169412	0.776109668498	0.0243784990882	-0.68188148911	-300.0	0.559476996978	0.557278015686	0.0289396100303	0.523758602699	0.520325261883	0.0199168836279	-0.380404137419	-300.0	0.288295868665	0.28831049625	0.0335862091874	0.269810051153	0.268947034586	0.0114538646484	-0.508684570166	-300.0
EGR2	-4.387910581	8.0011205333	3.6132099524	0.446784234198	0.431429503654	0.108288968782	0.531476268362	0.545595446662	0.111939584513	0.118794868395	-300.0	0.885902183193	0.894366071308	0.0545014163424	0.758294045993	0.775686379263	0.0299044316161	-0.667896338352	-300.0	0.484919105601	0.480699411995	0.0375582066779	0.460311594491	0.452640517301	0.022693971408	-0.303849059845	-300.0	0.328009157038	0.32738170688	0.0779401684787	0.313203548743	0.307199088621	0.0286565006552	-0.369324284581	-300.0
TP53	-3.4232058254	9.438751	6.0155451746	0.518960652152	0.551826663265	0.0788378588324	0.394249513009	0.406262344501	0.0725292012422	-0.159915087394	-300.0	0.771625588877	0.783414425837	0.0299842364833	0.791102376928	0.798185206097	0.0502853798507	0.0673527900936	-300.0	0.502322022588	0.503508680064	0.0398708926716	0.479612309731	0.481516853129	0.0267057528099	-0.168575418966	-300.0	0.245247108433	0.245124957873	0.0415108004229	0.237012003512	0.234900453039	0.0197956029157	-0.259922882703	-300.0
STAT1	-3.0891702317	11.2946308667	8.2054606349	0.462554319167	0.428156808769	0.0889475819111	0.356145191949	0.347135776107	0.0755804386309	-0.132794831119	-300.0	0.858956832973	0.864990488574	0.0433248125068	0.777840376427	0.787907838979	0.0270970980332	-0.594893193828	-300.0	0.5125768403	0.511144555376	0.0363725581967	0.495397547962	0.491864956552	0.0254756239066	-0.117834903056	-300.0	0.305692934914	0.306023834308	0.0350374586876	0.295466919131	0.294777683567	0.0130754889138	-0.304530536987	-300.0
HNF1B	-2.9064154892	6.2265196056	3.3201041164	0.375141054098	0.373379875299	0.0976088589009	0.240302714818	0.244654096784	0.0686162690841	-0.227329579943	-300.0	0.78219375019	0.791786484179	0.0475683866777	0.732122033216	0.737291984522	0.0268235520861	-0.354501316043	-300.0	0.411313279061	0.413519539525	0.0359581610912	0.395630892807	0.400295231936	0.0272038571061	-0.103823222604	-300.0	0.261869873938	0.262144003097	0.026690811713	0.252858788443	0.252803156478	0.0104767054432	-0.246591005479	-300.0
PRDM1	-2.8595321966	7.5904785722	4.7309463757	0.552050060847	0.524449072779	0.105724102121	0.433929614921	0.422861867895	0.0894058443478	-0.0842478834732	-300.0	0.768666935066	0.786666134927	0.0364679953853	0.798267734776	0.808577505084	0.0628517935829	0.0254076281126	-300.0	0.391905282452	0.388800482839	0.0387706252192	0.380671362371	0.375736395377	0.0256342019141	-0.0821059431689	-300.0	0.263066150354	0.26059415529	0.0938423451556	0.263062789769	0.250021244754	0.038293770482	-0.228349660035	-300.0
STAT4	-2.825769995	5.2946641167	2.4688941217	0.567320617003	0.605925968611	0.0909655960832	0.459357345688	0.467906995791	0.0733089098518	-0.0249853567904	-300.0	0.861056469085	0.866050061554	0.0389853722447	0.789641692402	0.797389770274	0.0247397051892	-0.58906841422	-300.0	0.646262297693	0.6466255656	0.0312142115158	0.624256281849	0.625290683831	0.0233394540424	-0.202860553373	-300.0	0.289185810556	0.288878175626	0.0244349143726	0.278430312562	0.279017054926	0.0169286136509	-0.234816939759	-300.0
TP63	-2.7040282939	7.2572711722	4.5532428783	0.434702727355	0.428213965446	0.0705191964316	0.343903614037	0.337972491675	0.0696548066698	-0.102277716479	-300.0	0.810054928473	0.817593709689	0.0553656713629	0.771888458143	0.786823214298	0.0305599445216	-0.125477238806	-300.0	0.482617221116	0.480379194227	0.0363458670734	0.469307048851	0.465582099088	0.0228385813144	-0.129065958037	-300.0	0.321504623638	0.320982860695	0.0837171254451	0.319234811567	0.311286768746	0.0281429995574	-0.222583229197	-300.0
NFKB1	-2.6782338148	9.3209454444	6.6427116296	0.439355694617	0.429824022815	0.081079182004	0.333561973769	0.322967172081	0.0737917674988	-0.208224557082	-300.0	0.884819232653	0.890602970278	0.0395016230289	0.788518349773	0.797237891623	0.0242897199034	-0.623994658703	-300.0	0.663478724021	0.662327527768	0.0242207089555	0.643567679587	0.642233805698	0.0173689160255	-0.249536385604	-300.0	0.32236570748	0.322485457187	0.0387475113536	0.313237172281	0.312694483272	0.0130426867524	-0.272849767368	-300.0
MEF2C	-2.312784923	10.5691021611	8.2563172381	0.492411346633	0.526613085668	0.121716537392	0.346362055351	0.345858365701	0.0938666738614	-0.0568257967082	-300.0	0.792461212617	0.801170010516	0.0260118557335	0.79605128435	0.801420819172	0.0406476063478	0.162016064165	-300.0	0.513579659574	0.514962888652	0.0237209573032	0.50068765813	0.503544943051	0.018369147179	-0.156550834918	-300.0	0.275931403691	0.275602315737	0.0316899649041	0.269776169482	0.269039298406	0.0125266101573	-0.0881223561033	-300.0
ZEB1	-2.2585500701	7.4546499167	5.1960998466	0.518739249938	0.566023966571	0.0843658892867	0.387031526461	0.38168406585	0.0744380339958	-0.0717110536947	-300.0	0.825533806455	0.831921452378	0.0507901597398	0.775923783384	0.78813509636	0.0275580230168	-0.196155323749	-300.0	0.520976352746	0.520437201758	0.0304096250568	0.511270636629	0.508600910764	0.0177757175584	-0.0713615856732	-300.0	0.27349015971	0.273181561109	0.0421717877973	0.267677812953	0.266622625946	0.0160153740001	-0.0849584288353	-300.0
HNF4G	-2.2212048127	4.5430166222	2.3218118095	0.487983900728	0.508590534772	0.0668045796825	0.371678320669	0.368990355684	0.0558031493261	-0.259561574284	-300.0	0.790835657666	0.800496744378	0.0258767570406	0.798348711469	0.803027152394	0.0445702706354	0.180210999159	-251.645681216	0.495656492235	0.497843024131	0.026342983608	0.484824346348	0.487116748762	0.0180473381525	-0.116279847308	-300.0	0.289981068688	0.289603350624	0.0316478251723	0.280930524188	0.281990500354	0.0192117580338	-0.16907503336	-300.0
REL	-2.0628250132	8.3178302778	6.2550052646	0.431689320965	0.400320983479	0.0767795864231	0.327758784242	0.317687730512	0.0718379624592	-0.207614999045	-300.0	0.850799678293	0.85763097181	0.0454951770676	0.789827192422	0.800743189593	0.0274603290407	-0.461438680995	-300.0	0.612853605447	0.61125356699	0.0236963093809	0.600986094892	0.599529202812	0.017074816831	-0.12247000488	-300.0	0.316221691118	0.316357914028	0.0402421007697	0.310325112097	0.310199346713	0.0138059179562	-0.0968174384326	-300.0
FOXO1	-1.8556499325	8.4851884722	6.6295385397	0.454202598902	0.433255926676	0.101947352387	0.32843171172	0.321801289013	0.0755864813252	-0.0575256402184	-300.0	0.784480570684	0.794171517526	0.0465664559849	0.763521136844	0.768970391259	0.0271713518509	-0.0804386965832	-300.0	0.496674500224	0.499469358236	0.0353034972034	0.487046672253	0.491779362338	0.0247508326762	-0.00236876042184	-300.0	0.301488945695	0.301420708695	0.0330841223177	0.296620833201	0.296597343283	0.0157870773946	-0.0173946513673	-300.0
NR3C1	-1.8464264783	9.6750664889	7.8286400106	0.498175513243	0.531210870012	0.093469355533	0.349044945451	0.357869237041	0.0790672026479	-0.0827385274515	-300.0	0.819906078754	0.82520815494	0.0426250458763	0.789505084551	0.79822753779	0.0252557978304	-0.0730825675084	-300.0	0.452520924223	0.45583456984	0.0195232402051	0.46144726716	0.462883126443	0.0290266939485	0.0010219530982	-300.0	0.261021840687	0.260918456131	0.0107137290713	0.264693481445	0.264743372033	0.0299792891188	0.0408134357418	-187.571404046
IRF1	-1.7207699439	8.2650849333	6.5443149894	0.413574889665	0.394090863338	0.113765374196	0.549331552018	0.547727084296	0.145585005952	0.0794854818068	-300.0	0.844537489127	0.850134613575	0.0372772927324	0.797160344897	0.805644306205	0.0244150639355	-0.421650213388	-300.0	0.485382093165	0.485327013283	0.0265451725683	0.477835591382	0.479054325459	0.0218209048937	-0.00749545739786	-300.0	0.537161458415	0.498376825062	0.307343494786	0.597713896699	0.625752482912	0.329304142082	0.211258522022	-33.0534911073
SOX9	-1.6463590651	7.5684512556	5.9220921905	0.334373594795	0.303980108289	0.0961989353831	0.216992579075	0.209707339944	0.0639260595472	-0.137562581294	-300.0	0.794910509629	0.80391724502	0.0255521597743	0.809130198594	0.814197348659	0.043690555537	0.173400601797	-259.868707196	0.552156796649	0.555183511525	0.0224349351181	0.55959834047	0.561675610876	0.0338238335242	0.00694818319521	-300.0	0.314707882754	0.31528293891	0.0123863195272	0.317507929863	0.318337281505	0.020533588437	0.0949701527721	-103.60158239
