ATF3_F	ATF3_R	BACH1_F	BACH1_R	BRCA1_F	BRCA1_R	CEBPB_F	CEBPB_R	CTCF_F	CTCF_R	EGR1_F	EGR1_R	FOSL1_F	FOSL1_R	GABP_F	GABP_R	JUN_F	JUN_R	JUND_F	JUND_R	MAFK_F	MAFK_R	MAX_F	MAX_R	MYC_F	MYC_R	NRF1_F	NRF1_R	P300_F	P300_R	POU5F1_F	POU5F1_R	RAD21_F	RAD21_R	REST_F	REST_R	RFX5_F	RFX5_R	RXRA_F	RXRA_R	SIX5_F	SIX5_R	SP1_F	SP1_R	SP2_F	SP2_R	SP4_F	SP4_R	SRF_F	SRF_R	TBP_F	TBP_R	TCF12_F	TCF12_R	USF1_F	USF1_R	USF2_F	USF2_R	YY1_F	YY1_R	ZNF143_F	ZNF143_R
-0.0180375522432	-0.0135340514447	-0.00741652147673	-0.0192802416054	-0.0144834497632	0.0130513344648	-0.011251112229	-0.00871557325762	-0.00591895420195	-0.0123569794033	-0.0133728474902	-0.0156206527869	-0.00110943737704	-0.0184873566857	-0.00526552183943	-0.0128623000097	-0.0196596193866	-0.0173579006569	-0.0141653369925	-0.0142325098085	-0.0104381129759	-0.00897913897187	-0.0199768186686	-0.0107431154096	-0.0113915852722	-0.015791020002	-0.015630627286	-0.0120381873696	-0.00683958943827	-0.0147936580417	-0.00956383956013	-0.0100626147074	-0.00583956230011	-0.0118833241775	-0.00886791098966	-0.015378756589	-0.0106704424174	-0.0223272681263	-0.0120445676888	-0.0121371414562	-0.0105562702079	-0.00958806954772	-0.0170189875488	-0.0178340566553	-0.0189084172613	-0.0148875828546	-0.00942918590274	-0.0147847452322	-0.00357063282165	-0.00699076876909	-0.00512033640399	-0.00396035471995	-0.0104174982069	-0.0158961421583	-0.0173759575798	-0.0125313184622	-0.0207563009896	-0.0121565728229	-0.00799835271	-0.0098581476584	-0.0136754177586	-0.0145954003296
-0.0168488512693	-0.00768102058771	-0.0125127237991	-0.0107830474543	-0.061625478355	0.0986004715417	-0.0144468853257	-0.0076387861667	-0.00988259495702	-0.0142525290899	-0.00976691366019	-0.0157610117376	-0.00735986373543	0.0216550111633	-0.00888062144615	-0.0132635390545	-0.0163932921044	-0.0123664340554	-0.0178225412959	-0.0156163460398	-0.0155945525718	-0.0071161225907	-0.0102991759837	-0.0152443786817	-0.019218180233	-0.0172489857834	-0.0113489884441	-0.0118984203579	-0.0214825907686	-0.00337486160068	-0.0106429973344	-0.0159438907029	-0.00946921115323	-0.0139102347958	-0.0172092950521	-0.013064130681	-0.0142830678354	-0.0162320881745	-0.0103768042766	-0.0168847376556	0.000397130472542	-0.00646339343444	-0.0162578901496	-0.0179103303533	-0.0102892837576	-0.018155634167	-0.00914582320963	-0.0126176048331	-0.000369094329385	-0.00509297753953	-0.0116630418795	-0.00419802938907	-0.0131734225398	-0.0129839765	-0.015110699699	-0.0119871566873	-0.019286450579	-0.0121335068696	-0.0171439160833	-0.0102824443874	-0.00378837636835	-0.0120490568667
-0.0173974875845	-0.0157074963692	-0.017888481789	-0.00897322419654	0.025452979517	0.0178854320799	-0.0123136256176	-0.00988456067791	-0.00365992840568	-0.0156218937706	-0.0119295441691	-0.0153499788454	-0.0288884248023	-0.0143539397373	-0.00248696527836	-0.00919739694102	-0.0222344905296	-0.0169825164891	-0.0212905917243	-0.0129609569016	-0.0149998470257	-0.0101861535027	-0.012575295008	-0.0150061873285	-0.0111226782658	-0.0145255862272	-0.00878324595496	-0.012386331547	-0.0164671375374	-0.0179222228629	-0.00734074055406	-0.00668941858659	-0.00333181825717	-0.0145181552106	-0.0157250447735	-0.0106654544003	-0.010860809154	-0.0117578048584	-0.00585875339059	-0.00970146133097	-0.0024228775054	-0.0108431418055	-0.0165980246871	-0.0152940873702	-0.0104225807716	-0.00791826883586	-0.0127812272044	-0.0203071712145	-0.00449516887678	-0.00799116126581	-0.0147343677594	0.00149434758195	-0.0107244813955	-0.010922935378	-0.0136640766838	-0.0143889424659	-0.0165537922708	-0.0194745502863	-0.0167026289318	-0.00710175817137	-0.00446666500392	-0.0110852014909
-0.01269249683	-0.0186725850926	-0.0127340730856	-0.00524643014215	-0.0852442069588	0.0211815455973	-0.011024029153	-0.00958194414655	-0.00258037979912	-0.016502511496	-0.0190781242192	-0.0159424993542	-0.0251609430689	0.0159236523306	-0.0212247432699	-0.0150768348342	-0.0171440351805	-0.00494753816084	-0.0151625641043	-0.0111371800767	-0.0146273719963	-0.00889059222646	-0.0106369792447	-0.0132680044942	-0.00317026501206	-0.0143475740422	-0.01480988676	-0.0126577881477	-0.0167957119936	-0.0273216557806	-0.00817414620764	-0.00580414234562	-0.0025610556067	-0.015942152822	-0.00802345794306	-0.015089619578	-0.0194379783292	-0.0110865736708	-0.0366358804383	-0.016759261843	-0.0108713689495	-0.0152385538892	-0.00652331527875	-0.0177541879484	-0.0118789768409	-0.0129151758124	-0.0147154527492	-0.015962565506	-0.00698357369898	-0.00695197214011	-0.020106370872	0.00752382486258	-0.000801859364716	-0.0155818842023	-0.0132400406122	-0.0163239992807	-0.0115041449522	-0.0188989827519	-0.0123059203586	-0.0096033227603	-0.014043412223	-0.0118576761923
-0.00582360857295	-0.0138850151317	-0.0294389347046	-0.0109841748481	-0.0368112350346	-0.0455965383115	0.0005161482934	-0.00951505800435	-0.013516962678	-0.015819281303	-0.0150514202356	-0.0122560219155	-0.0218929357651	-0.0223541050931	-0.0179869655497	-0.0146343478868	-0.000313777947521	-0.0102437149328	-0.0324370000383	-0.0138445065848	-0.0106721900159	-0.00914672528081	-0.0130279697575	-0.00846685727744	-0.0126301926929	-0.0133466021285	-0.0201651067533	-0.0139644225653	-0.0267786708738	-0.0165294399813	-0.00961125627265	-0.00617627787555	-0.0140437743676	-0.0158098063022	-0.00591513071498	-0.0174480343727	-0.00561787668761	-0.0118523810148	-0.029243227025	-0.0207743843848	-0.00311905335539	-0.0177740856509	-0.00727851884029	-0.017447817057	-0.0193145568015	-0.00895604841552	-0.0122367192505	-0.011534960483	-0.0143385336347	-0.0105222338197	-0.0234325883893	-0.0118272309443	-0.0123943825323	-0.0155815482586	-0.0060536183461	-0.0152061010206	-0.00567330109919	-0.0163206483692	-0.00823002376196	-0.0160337707828	-0.00739926007401	-0.0143436984877
0.00626381518601	-0.0118029034289	-0.0179291811405	-0.00890944474337	-0.0505025059504	0.0287725185114	0.000269358101632	-0.00521886610292	-0.0124045778019	-0.0128443798586	-0.0137434308935	-0.0129484358205	-0.0243435057816	-0.0241563362193	-0.0200436356092	-0.0118023540589	-0.0298586977979	-0.00949760267421	-0.0195430768146	-0.0122174694277	-0.00561320385059	-0.00759812511412	-0.0189125191213	-0.0123800647211	-0.0115401073147	-0.0127609970497	-0.0214617213258	-0.0155491067242	-0.021935701276	-0.0101279284611	-0.00641064562634	-0.00713803595464	-0.0121221142324	-0.0122696077112	-0.01887631786	-0.0158159111765	-0.015864680413	-0.0178358270662	-0.0043098508424	-0.00296797633736	0.00299989456313	-0.00960065301614	-0.0110316263401	-0.0146834068969	-0.0130314966721	-0.0186271809495	-0.0140127950693	-0.0119728769608	-0.012791862997	-0.00783006311644	-0.0183858620221	-0.0133577736814	-0.00652197142652	-0.0145659768526	0.00158046741598	-0.0149010814835	0.00183359560816	-0.0144198977827	-0.0149290914582	-0.0123923366544	-0.0065303449002	-0.0115748489624
-0.0116042261793	-0.0145332428528	-0.0150733924176	-0.0158394618372	-0.0435194796974	-0.0436155123027	-0.00098443997806	-0.00952564846258	-0.0223688784857	-0.0140261600698	-0.00826951998587	-0.0162789654302	-0.0378469230568	-0.0173455858571	-0.0275427092886	-0.0104294254305	-0.0179292746227	-0.00655339434396	-0.00956148148476	-0.0159722216543	0.0017502052288	-0.00968948877921	-0.0181175478257	-0.0166117328793	-0.0205119538134	-0.0149707183452	-0.0180573707836	-0.0125663201781	-0.00610259243171	-0.0133287314119	-0.00842802133929	-0.00762265886154	-0.0220953261544	-0.0131766660881	-0.0184950718339	-0.0148726432038	-0.00195986092129	-0.00744722692977	-0.014001056152	-0.0103764175548	-0.0160003718043	-0.0150928214398	-0.00909874134255	-0.0146202025233	-0.012775384886	-0.0119717566754	-0.00650085298733	-0.0142212468543	-0.0118425902479	-0.00486667610823	-0.0227829538297	-0.00484461539517	-0.00632668832554	-0.0183222536456	-0.0144280426687	-0.0137255849713	-0.0161208944079	-0.0153875322562	-0.0229722984651	-0.0137285320516	-0.0164316949578	-0.0126116344887
-0.0364527958666	-0.0177063800899	-0.0038237766108	-0.0131379486136	0.0528535739278	-0.0254031840908	-0.0028496837657	-0.00974684274012	-0.0215263021659	-0.0140317405744	-0.0060706217597	-0.013930841863	0.00443334142191	-0.0258426670666	-0.0161856633114	-0.0158450593706	-0.00325238376005	-0.00659777604749	-0.00912453614006	-0.0100644390141	-0.00586245119638	-0.00921310173371	-0.0252831190105	-0.0145386614755	-0.0325332048451	-0.00567536470064	-0.0107310341636	-0.0126225449957	-0.00443897803051	-0.0311927894267	-0.0117073448614	-0.00750158514365	-0.021245177101	-0.0132423377981	-0.0163313189235	-0.0186055665053	-0.011340315553	-0.00625107994376	-0.00400040841331	-0.0107200213849	-0.0175933296498	-0.00859067171281	-0.014852742489	-0.0131503653662	-0.0048623065383	-0.00821962521472	0.000970737778907	-0.0123597762813	-0.00981876937269	-0.00985704539535	-0.00490375805232	-0.00427681729253	-0.0214230526037	-0.0247205072864	-0.0288215632022	-0.0142329215377	-0.0339918320809	-0.0160329116902	-0.0103026005366	-0.0132925762727	-0.0214143262767	-0.00969629974538
-0.0387856274301	-0.0150240589969	-0.00708898712677	-0.0133849963132	-0.0745746413441	-0.0200235371298	-0.0104675722888	-0.00814927132901	-0.0196304714074	-0.0136094251712	-0.0107196004554	-0.0149248859363	-0.00195897143273	-0.0231092178743	-0.00340903043137	-0.0133775825576	-0.0110508217402	-0.00381084953924	-0.00950958394642	-0.0144550324655	-0.0073849635284	-0.0093798026915	-0.0151780614521	-0.0116902529505	-0.0250854429037	-0.0161543235769	-0.00428211719572	-0.0166459431536	-0.00683536997561	-0.0234006961957	-0.00609081910802	-0.0120589908633	-0.0186062857236	-0.0129471703714	-0.0242778929226	-0.0186351828607	-0.0247654217219	0.000565022945345	-0.0265310238248	-0.0141167192163	-0.0259457949125	-0.0217559343058	-0.0176317196469	-0.0166180880635	-0.0115473283719	-0.0159354966574	-0.0101455978263	-0.0105333649487	-0.015233703297	-0.00414368961886	-0.0163536689993	-0.00229481938251	-0.0217848016335	-0.0173129165022	-0.0339314219229	-0.014413298203	-0.0358852682848	-0.0164213913262	-0.0142797808813	-0.0102558906388	-0.0259137823978	-0.0168266056231
-0.0145472215076	-0.0128219984807	-0.00103448686064	-0.0132221463673	-0.0344097463131	-0.0363317276748	-0.0133648000257	-0.00827447136025	-0.0235679930705	-0.0136502416896	-0.0195193764788	-0.0140242725186	-0.00234212492397	-0.0177054925135	-0.00765826557135	-0.010960904532	-0.00572013136038	-0.0184284085284	-0.00508311054316	-0.0127825225757	-0.011061334565	-0.0142855156902	-0.0156160163788	-0.0179832451965	-0.0234041710171	-0.0161269605619	-0.00882910885371	-0.0157589809608	0.00554163621873	-0.0206400063783	-0.00494808739002	-0.00970939940366	-0.0226024951513	-0.0133123134373	-0.0203472215005	-0.0140334303387	-0.00450376575967	-0.0116468622271	-0.0134543335122	-0.0152895811514	-0.00520247853819	-0.0174453973163	-0.0168841197356	-0.0138298332762	-0.0291743460522	-0.0120009309119	-0.0235562951919	-0.0188605382582	-0.0135172426593	-0.00916983327573	-0.00841770703583	-0.00677716412599	-0.0230196432595	-0.011465874066	-0.0178560611394	-0.0138455481281	-0.0211723756762	-0.0149618887694	-0.0149439100951	-0.0104535515115	-0.00957469960997	-0.013522352016
