PWM_AUPR_ALL	TC_AUPR_ALL	FOS_AUPR_ALL	HINT_AUPR_ALL	HINT_BC_AUPR_ALL	HINT_BCN_AUPR_ALL
0.000274277172434	0.129695062879	0.00150558424398	0.514587830033	0.530613165009	0.547989495026
0.0949175294132	0.642995239635	0.294079245249	0.876268308178	0.897705570497	0.894154222747
0.00808249692446	0.122594675078	0.0926679041773	0.528242785149	0.595939850735	0.598944569996
0.00726001360626	0.133223282394	0.139290521276	0.466820791669	0.523884191927	0.51847647389
0.0320473113347	0.387866382137	0.0863290516437	0.677426431387	0.694779068501	0.688043413127
0.0178373899842	0.432880873323	0.00661041712699	0.775005459933	0.8255560665	0.822652907795
0.0830112888992	0.252126825416	0.0643675362039	0.493586433764	0.523620399659	0.514020580996
0.491133690383	0.558612702892	0.585172882155	0.842796370498	0.855751135512	0.850349444837
0.151173428385	0.227193322869	0.205837387999	0.573134796419	0.617584482839	0.602793049839
0.0261044343871	0.37368587649	0.0464304379848	0.747321633561	0.801927134711	0.787307292365
0.0127821968701	0.179972791102	0.01791840835	0.552376021118	0.604691393227	0.594287067767
0.0381244914508	0.537738916625	0.0945205312361	0.834941512426	0.864793887492	0.858489824354
0.00549929546174	0.360851261992	0.0509099325883	0.707438474548	0.752563537371	0.75109612918
0.0927689497695	0.355002853744	0.122645355524	0.677928564962	0.711457459062	0.699306887376
0.0417210542538	0.522720124205	0.0893134827245	0.832115916034	0.86361968284	0.857078368561
0.0592805291075	0.630305376422	0.136228812535	0.877464706478	0.901896828047	0.896493851204
0.0546220696165	0.469992868591	0.0200143543777	0.758484132461	0.784324847872	0.778386082952
0.0225665459011	0.40167057618	0.0158214532935	0.82573961667	0.857327187688	0.854418048837
0.00255043047011	0.180304938034	0.00136053083549	0.509936191122	0.597199585083	0.590924581425
0.0151994295767	0.489011285058	0.0453950050706	0.813971926608	0.862756246612	0.858278616381
0.0459426348567	0.605500980876	0.0870726827804	0.863620385138	0.89503001818	0.88841895232
0.114905499196	0.586000954206	0.0762772270252	0.840095992723	0.863073312267	0.85953545481
0.00335180935986	0.44578894782	0.0258017155505	0.68968394825	0.779219110619	0.776285888809
0.00575731866697	0.482164135202	0.0525060685578	0.758626254956	0.807419894143	0.802412062818
0.0671423708938	0.0849518932991	0.00595670738255	0.347291161041	0.36342674742	0.361803497842
0.00669410714987	0.435525396631	0.190649472188	0.792238520571	0.832822243977	0.834279173665
0.0789042102328	0.686232613454	0.17018336752	0.894000126267	0.915263765666	0.910192959493
0.142730761253	0.147747092317	0.0591254673801	0.345573329551	0.36645990747	0.359807364772
0.0903202116756	0.150956463102	0.0579408047708	0.366917503386	0.389055301297	0.383211695232
0.00597091887743	0.444629134946	0.0278928352287	0.790694855353	0.816802723257	0.807739984516
0.00889797039676	0.25663813993	0.00399927221985	0.663998401591	0.680519834125	0.685167253038
0.00316227311544	0.426196366051	0.0106501627981	0.723752040507	0.791073932757	0.776647223285
0.115122115579	0.227445403286	0.102622217656	0.654651526245	0.711164764609	0.705217259574
0.0296250289637	0.360479404237	0.022997225153	0.662031105106	0.705410918905	0.699071996654
0.193837757701	0.274122156357	0.0356352994269	0.480523499531	0.513518142007	0.50409476632
0.00686020696414	0.326698441956	0.0142238485877	0.717165273969	0.749434287528	0.745002770417
0.297028876514	0.576120071607	0.422941601382	0.860986925713	0.87444019983	0.87464178169
0.122518311507	0.26531284875	0.0198497899258	0.582285587378	0.605085734854	0.597280804334
0.354193432694	0.375515270628	0.563595701583	0.833316376026	0.879258741349	0.871532510354
0.470939108987	0.0640697469036	0.0882020266701	0.2537592226	0.295236456015	0.284414432367
0.00583003982834	0.0705828703837	0.00594449629062	0.238929527783	0.288070913498	0.279892111205
0.0376074455864	0.246337640283	0.0145380942142	0.628657391306	0.666101042058	0.66072788456
0.432308605566	0.462805946735	0.625833269788	0.864179964873	0.895671374729	0.88951994142
0.011628455154	0.206552497671	0.059261459913	0.616522610975	0.678613037699	0.672039446392
0.00708123520904	0.131501757558	0.0150362765255	0.463565235536	0.527320929704	0.521455145756
0.0316801354273	0.206750071647	0.00736878690032	0.530970754179	0.556202641838	0.554563469814
0.000495140418533	0.0599178623602	0.000446786012877	0.295364019664	0.33398596466	0.32303746251
0.0139056591962	0.0585456480835	0.00193416508246	0.253396168763	0.293554695503	0.288895354001
0.00550737308664	0.305184133955	0.0385354831939	0.729622651928	0.76537996186	0.761899398029
0.0650821536179	0.600934945397	0.0291813931085	0.887321618329	0.901686421305	0.89891498164
0.00252033989575	0.223790965651	0.012732072335	0.547834367555	0.624106249994	0.614757284326
0.000741440473404	0.102550516943	0.0010373296821	0.267684718465	0.371720231636	0.369422575554
0.00813215318941	0.032615919461	0.00270978193962	0.132815304412	0.156401056957	0.155061232884
0.104153152384	0.461393285572	0.115957656998	0.713390654289	0.732502076348	0.725211542492
0.0219088311753	0.415489910703	0.1123723346	0.755312991067	0.788300883474	0.783676331236
0.078821871815	0.392835552985	0.0158184331101	0.681487485271	0.719135223684	0.708626733155
0.149895946067	0.401071794347	0.241410863138	0.666274327159	0.68796664855	0.681372239846
0.00189385726595	0.13145597006	0.00853648393421	0.462341369557	0.485300179511	0.476814440913
0.0397868519701	0.288541976327	0.021328752483	0.697267520303	0.722454048628	0.718796100197
0.0112056507469	0.0343399563307	0.00361371034588	0.176735305213	0.197334122774	0.191331193496
