PWM_AUPR_ALL	TC_AUPR_ALL	FOS_AUPR_ALL	HINT_AUPR_ALL	HINT_BC_AUPR_ALL	HINT_BCN_AUPR_ALL
0.000274277172434	0.104361151524	0.0137202345091	0.504173797425	0.518771789044	0.526849750632
0.0949175294132	0.565311110805	0.133192651278	0.83176606904	0.851783712578	0.846441185084
0.00808249692446	0.153198210299	0.0897199995003	0.577434774106	0.63746048834	0.632659542367
0.00726001360626	0.112974572908	0.0200277037532	0.449074764843	0.472058625782	0.469617372937
0.0320473113347	0.392652378757	0.0396478396508	0.681190536914	0.703256531823	0.694583232852
0.0178373899842	0.388803904066	0.0150847714874	0.809956346885	0.82535064249	0.825465226628
0.0830112888992	0.219682775591	0.0383027294416	0.443994167601	0.47818591722	0.466770099246
0.491133690383	0.585970939328	0.174785271268	0.845715463433	0.849784557098	0.847750932707
0.151173428385	0.335081049692	0.0838504125503	0.71810718092	0.778458949202	0.766808623436
0.0261044343871	0.322316873212	0.0216193223797	0.617761078106	0.78812864387	0.739142713185
0.0127821968701	0.18909681765	0.00477308023178	0.629806333602	0.664268756641	0.654272160853
0.0381244914508	0.523466299675	0.0333633166304	0.832156605251	0.856465322805	0.849462956067
0.00549929546174	0.307998510109	0.0123847473452	0.720533700415	0.738388171427	0.736296533923
0.0927689497695	0.329824347467	0.0408256906945	0.624050956749	0.701419682642	0.684244076665
0.0417210542538	0.464874631899	0.0288710330386	0.801868564993	0.827732178763	0.819595487781
0.0592805291075	0.569763686994	0.046067002919	0.837392556122	0.860131772903	0.853365261473
0.0546220696165	0.539134077301	0.019423108653	0.813670525341	0.82352297865	0.820399609399
0.0225665459011	0.413192143514	0.0226148218502	0.782909197837	0.867504783594	0.863035102119
0.00255043047011	0.229722799639	0.00182100113252	0.676064342557	0.734542833498	0.727339727009
0.0151994295767	0.449115074792	0.014594258636	0.832456693014	0.864377529182	0.857506901171
0.0459426348567	0.615584389111	0.0379550201173	0.878719787382	0.896355773322	0.891274101216
0.114905499196	0.642778205363	0.0546188208955	0.889709905315	0.907174256625	0.90509362247
0.00335180935986	0.500015791888	0.0167780562855	0.850169050313	0.875021236832	0.874037484255
0.00575731866697	0.496687976158	0.0150630301546	0.835679438767	0.854394365974	0.853470253987
0.0671423708938	0.0901278040986	0.00401630512209	0.386571657802	0.392279458641	0.39427233207
0.00669410714987	0.401262260253	0.0768590148347	0.794981174179	0.821703097248	0.818194821146
0.0789042102328	0.634213910835	0.0638370664229	0.849686706794	0.870804504279	0.864014067342
0.142730761253	0.122433962246	0.023839276415	0.298558123071	0.314717077792	0.308918596683
0.0903202116756	0.126449327661	0.0228088751948	0.326518820009	0.341250303067	0.336492033094
0.00597091887743	0.497042478995	0.00873875328019	0.836674521584	0.84910480081	0.842229312998
0.00889797039676	0.200092404483	0.00300924288052	0.615167447436	0.618358489553	0.620276795261
0.00316227311544	0.446524787052	0.00359907801999	0.832295335315	0.870298792938	0.85315535681
0.115122115579	0.208837672527	0.0251777500522	0.65727842342	0.684917877558	0.680115980855
0.0296250289637	0.447711606504	0.0338543239804	0.744938714194	0.780196914385	0.777927910029
0.193837757701	0.379064087071	0.0448992092334	0.598439538168	0.614914001658	0.610672287524
0.00686020696414	0.252169074348	0.00732853275444	0.673341883464	0.688980824045	0.685512870281
0.297028876514	0.49886839778	0.424949454963	0.656867887647	0.849931126247	0.839447754586
0.122518311507	0.206562319373	0.017168742824	0.480108790108	0.502505674462	0.494866144981
0.354193432694	0.368981858089	0.153139238578	0.786539241736	0.812529045248	0.809048489966
0.470939108987	0.0766424875246	0.0521179697725	0.297184638911	0.326870659851	0.321366766128
0.00583003982834	0.069607518148	0.00223378667763	0.291147412046	0.344081383177	0.337659822686
0.0376074455864	0.234769612717	0.00253446453113	0.648195213884	0.698933588144	0.696033701694
0.432308605566	0.515822439853	0.183106588191	0.885616754263	0.893848133789	0.892699360626
0.011628455154	0.177054695444	0.00375499407085	0.450963584693	0.660756965092	0.618691173798
0.00708123520904	0.122182639286	0.00203978515812	0.318835242973	0.557817943592	0.524511577362
0.0316801354273	0.180873184524	0.00866894874151	0.5266092264	0.544226643172	0.542118898582
0.000495140418533	0.0366510767797	0.00121935365054	0.270428453741	0.273655861379	0.273273305503
0.0139056591962	0.0517069954251	0.00180275132505	0.31710447032	0.320381528405	0.324485102752
0.00550737308664	0.192844413333	0.0185986650853	0.623866842446	0.652662551615	0.647142089836
0.0650821536179	0.525909325466	0.0400775287622	0.832252580943	0.846642631142	0.842550845365
0.00252033989575	0.331702010957	0.0030796210319	0.756735869778	0.775676757169	0.781972562558
0.000741440473404	0.110794572147	0.000498819242367	0.413036133064	0.480057057346	0.482689566229
0.00813215318941	0.0258302472957	0.000556199334942	0.148376965787	0.198990861331	0.20300072273
0.104153152384	0.524938606273	0.0642113370828	0.766942256896	0.788349675972	0.78087657635
0.0219088311753	0.539062228267	0.0418736902071	0.84610826141	0.877608274078	0.873411566393
0.078821871815	0.531450091029	0.0062440912134	0.837480140857	0.851059465296	0.846794898057
0.149895946067	0.283189958109	0.0873909421754	0.524792173353	0.574764902943	0.569611079557
0.00189385726595	0.172144169534	0.00187961469565	0.602999695761	0.628990671015	0.622566316953
0.0397868519701	0.327083874553	0.00430832271931	0.721894734655	0.754724123274	0.751566350416
0.0112056507469	0.0326961593783	0.00358691889227	0.183907508892	0.205179655475	0.198800464109
