PWM_AUPR_ALL	TC_AUPR_ALL	FOS_AUPR_ALL	HINT_AUPR_ALL	HINT_BC_AUPR_ALL	HINT_BCN_AUPR_ALL
0.000436040376103	0.111821328598	0.0219033552557	0.474465717818	0.483513145742	0.488577653286
0.010674164254	0.250563060306	0.105427231508	0.627826341035	0.73864342631	0.74686134456
0.0070208196701	0.295593223759	0.0468727429654	0.710910356342	0.724001830678	0.719260347863
4.10256656588e-05	0.0308394365786	0.000281964234357	0.199536467588	0.192716828385	0.192874662105
0.0155297391805	0.386123649618	0.117397647013	0.689142489842	0.705340631849	0.700708911149
0.512714700037	0.57088544268	0.278227223053	0.791653034824	0.803056602712	0.798727022499
0.0237092330895	0.56118692877	0.0456842621539	0.838797729621	0.846081622724	0.84454501334
0.104235475872	0.684044021306	0.115209822533	0.893756711076	0.913208555068	0.910585319487
0.0913899402445	0.109954790187	0.0577082860949	0.262350600087	0.276472802322	0.272618992332
0.0453094343082	0.47475933056	0.0869117561084	0.7545374861	0.784514097815	0.774892254077
0.183123132606	0.0692168380614	0.0346323896917	0.154646219352	0.17188715728	0.165735062701
0.18235742428	0.0688976310617	0.0449596487704	0.136300051321	0.154213590936	0.147625376099
0.00242727744872	0.423505314913	0.0300207930134	0.76110402383	0.771656480922	0.765925065074
0.00275095532242	0.391108319701	0.0148258985765	0.800486924212	0.827078585808	0.815762872128
0.235659962508	0.393094056801	0.351691017632	0.614066484817	0.768254899633	0.759553238641
0.00171766661692	0.0651713328598	0.00200068234734	0.34658433615	0.370399773823	0.370908567066
0.487591578263	0.542672788416	0.273605326372	0.771603284571	0.787919520057	0.783138633512
0.552633559967	0.0613551957774	0.108726377022	0.259465183818	0.290827242116	0.286290443562
0.00674910462446	0.202386384258	0.0285336941711	0.630987320919	0.64935463902	0.644912864003
0.0107270814883	0.163345838008	0.0139116212747	0.548706144324	0.596212742927	0.560616713346
0.00161440788809	0.0177215150522	0.000838049789319	0.121925737717	0.145124800987	0.134403366546
0.0423673199258	0.184039232303	0.0235423343891	0.465490180233	0.481422300053	0.478735428663
0.00282906191308	0.438947736625	0.141167390338	0.800463976671	0.827569973163	0.83317379378
0.123845214135	0.448786154993	0.124423461001	0.660536056687	0.678273812827	0.670559530593
0.0409949496157	0.372796869278	0.0988915242407	0.600199601068	0.610262054143	0.606568930623
0.0534298658599	0.591182588398	0.0809172600277	0.847268185493	0.854616877394	0.854445238472
