P53_F	P53_R
0.967115671893	1.12539559817
0.997531004061	1.0195505677
1.02617523587	1.10996385706
1.03358082067	1.07772331474
1.03682787623	1.05254036002
1.07172336782	1.0996971725
1.03553172554	1.18176680689
1.00101818891	1.07720041626
1.03431845488	1.04844781648
0.971409747321	1.04727591597
1.04974313186	1.07004336351
0.99434002555	1.06277230505
1.02566174743	1.08902119471
1.09611367346	1.11604791401
1.01423532009	1.14400854308
0.977568596879	1.14714185202
1.02901746079	1.25884960937
1.26712574847	1.18286883936
1.41003486092	0.955860223737
0.660626387001	1.55865923341
1.20658064852	1.33088926499
1.50043399229	0.611042982073
0.941620971962	0.839659675785
1.14584606185	1.07978820911
1.46057799622	0.938292056967
1.31351790011	1.3321922451
0.936891932432	1.52649901788
1.09320573438	1.2689033634
0.885260678205	0.959006755651
0.555511486819	1.59938220375
1.31266463486	1.16217655407
1.44363654584	0.699557473868
0.914205144747	1.23731505593
1.2395241864	1.24361342801
1.37706979635	0.992541317289
1.10878534436	1.09209345991
1.07182923173	1.16405149489
1.11059957123	1.06891272133
1.08247126923	1.09213226987
1.07958088188	1.12375848218
1.06773254197	1.18045441512
1.00065282681	1.22696063595
1.09628012144	1.08445183749
0.981103631408	1.16877720933
1.06202656962	1.13500836375
1.12381214219	1.11074731338
1.0069619013	1.03613986808
1.03635949686	1.02347466447
1.08329144222	1.03914177137
1.04565798053	1.05571919574
