CTCF_F	CTCF_R	FOS_F	FOS_R	GATA2_F	GATA2_R	JUN_F	JUN_R	MAX_F	MAX_R	MYC_F	MYC_R
1.23775979321	0.628328388891	1.48146152274	1.16286251097	1.24219579448	1.33132947549	2.28897548613	1.76995373757	1.70240626619	1.89399680892	2.3557585023	2.52363911751
1.26725037309	0.616185502446	1.49606129175	1.17321775758	1.45807476771	1.35090960351	2.32043545124	1.75931297697	1.80639620239	1.97393993018	2.56139218581	2.80852694497
1.26840170433	0.614530650441	1.44585730681	1.13077185526	1.29381668644	1.3842932935	2.41108763645	1.71924160124	2.02895844514	2.06399188027	2.85422849278	3.06600427646
1.17237197372	0.652004563231	1.42181734027	1.10452706991	1.3733714216	1.37873035445	2.41067417197	1.62803155366	1.76386073412	1.99164011597	2.62434864869	2.79337358362
1.19919530045	0.618525201582	1.39918897149	1.12010783532	1.37749589365	1.36874130728	2.29399426792	1.61697982699	2.02915764283	2.07868178776	2.8445135989	3.13054392958
1.13981665407	0.613716346896	1.35564450764	1.12340571028	1.32138528456	1.44399975803	2.22012776372	1.72583412504	2.03893358078	1.93355190297	2.62301523127	2.92270688
1.18601224621	0.52991469584	1.32470182381	1.1095687919	1.35092410774	1.44401801778	2.15122078464	1.65427224568	1.94588752944	2.08270350058	2.50308336881	2.80660945503
1.16198598429	0.547546573207	1.33459710209	1.07668964807	1.27688156767	1.43237764957	2.19279697061	1.72021866158	2.07622323104	1.82527398041	2.63526275229	3.00298493444
1.29143624651	0.547402983341	1.30373105315	1.1336874519	1.35905604867	1.29211615115	2.13963623647	1.67167893919	1.88077747343	2.05722850442	2.89921714433	3.00398536648
1.26043316417	0.559842086489	1.26224711416	1.11021027029	1.32440578188	1.39614973182	2.05200180715	1.64053648283	2.05491840059	1.92361660832	2.78736321884	2.73232511119
1.15268391318	0.52819959148	1.23969732256	1.12333143242	1.42593631356	1.34735409873	2.15198455815	1.58068951118	2.31689961389	1.96319988762	3.01772349379	2.65782019956
1.09140667888	0.537267668244	1.30399069093	1.10971051675	1.42869245786	1.40039434761	2.01581099645	1.69759015164	2.08108106158	1.97606790212	2.90124979926	2.61441687785
0.948872418929	0.521264911685	1.24256146669	1.10329275983	1.36857869468	1.41244821705	2.03219428934	1.73675799176	1.818383926	2.16481058358	3.06122798315	2.76934441518
0.956041043171	0.715628976975	1.31717193271	1.14898587977	1.35754355327	1.39581086345	2.00866170156	1.75536132525	2.04979009474	1.90437909363	2.94751100314	2.6186609349
0.947558331933	0.564195407263	1.28370571137	1.11924822726	1.28365165544	1.47141711682	2.04485357449	1.86169375191	1.85550097704	2.16143322688	2.77653930599	2.76274583453
0.878641609749	0.545790352449	1.31335249116	1.17733887175	1.41502468814	1.32037309197	2.13012089939	1.89136658019	1.97351105698	2.07089953287	2.8308428006	2.78571707584
1.16093370675	0.486968620779	1.30083940479	1.16334477115	1.33492772213	1.31425397714	2.02951477254	1.91033885512	2.02343219568	2.22662867976	2.79421668181	2.94100372505
1.10236446981	0.355267427379	1.25879236924	1.20916696553	1.3874930702	1.65361965498	2.14089365178	2.39161133396	1.98239229598	1.60211576737	2.76256809923	2.19173699012
0.83608357575	0.364286120719	1.17486412782	1.06652049714	1.44584550286	1.2646143985	2.25945351709	1.5724780908	1.90663331252	2.04897226068	2.93962124245	3.13817381286
0.74291398745	0.194043873451	1.23414380811	1.70882024609	1.4047695969	1.84688804862	1.43549276763	2.03160999649	1.94106761263	2.56994248424	2.97574729375	2.34977620989
0.695889703381	0.474322205345	1.39009318058	0.404012613325	1.04735764295	1.77445708757	2.29952099332	1.90137966614	1.71724385345	1.5130250471	2.44639736602	2.28422245539
0.620319516621	0.443731551444	0.535969618305	1.35649539704	1.57590386997	1.32234551506	2.41304101038	1.3472609084	1.45484406601	1.06157169626	2.18973026502	1.84889079191
0.544363986934	0.295516856219	1.65055918064	0.41109477081	0.903373539805	0.787096045642	1.25865524644	2.96377755231	1.01070619587	0.959503042646	1.88230397916	1.30068493775
0.287087213803	0.893255513569	1.31926379416	5.25615888622	1.41078865638	0.533804676686	2.18831471234	0.827566735257	2.07580201747	0.502454336539	2.73763395734	0.763272851035
0.639101692406	0.388212600652	0.546191834151	0.629418179779	0.513317838865	4.24958584408	1.01180152564	3.05238654906	0.669544804923	2.4556090054	0.894672927882	2.98345811423
0.657219991364	0.548006377012	0.292952178125	0.714891587474	3.12480571951	0.514529056141	3.32814005022	2.90612103155	1.99713186969	0.667287420879	2.88287010155	0.991281043091
0.402870457077	0.669919074331	0.357796996209	0.812986426887	0.510260470486	2.29246852097	1.9723225109	1.13894386042	0.531659873544	2.14106777104	0.633876454902	3.06471007297
0.800698005964	0.285501875768	6.56021522197	1.70101039364	1.12628382267	1.0261493238	0.741227892365	2.44211276396	1.06202685473	0.988143378396	1.5065077544	1.85626946329
0.240641650457	0.49784024123	0.778072896377	1.84065819646	1.21234961093	1.53527279956	4.3548677958	1.58994566016	0.803596208596	1.40635600995	1.57843269985	2.10889008926
0.488179937417	0.575342267807	1.87662031966	0.544035853608	2.22259267087	1.08827757108	1.3169556087	2.33501479774	1.36306286634	1.66539246809	2.03379249466	2.16485608113
0.475352576274	0.71753365651	0.563066331476	1.38400393102	2.02376854996	1.41493428466	1.6991205388	2.34253048494	2.24982065738	2.03118218052	1.98308453676	3.01020095646
0.191816494324	0.784929649264	1.7128356661	1.21794734784	1.39043140577	1.49294844897	2.36974457163	1.40234948905	1.83804411735	2.09494295004	2.75944444416	2.94671988152
0.326995437127	0.844226706498	1.06419602478	1.22365792366	1.55589076689	1.4127877164	1.4570629167	2.13147716384	1.62549224868	2.15323793945	2.20377129337	2.78758884328
0.384369487515	1.07183188504	1.16881847512	1.26432390601	1.27302894609	1.36785876791	2.52659842045	2.115098512	1.96083422123	2.01445274988	2.90822590684	3.05810914718
0.526570170454	1.13771829341	1.13635126636	1.36317621953	1.38177115372	1.36280816874	1.81800078163	1.92830813013	1.78224952298	2.0251970041	2.7326686289	2.86323424123
0.60520738591	0.843040367824	1.1261199769	1.36541997645	1.34709657612	1.3337460174	1.75590163074	1.86528323034	1.79665697749	2.07968706256	2.67377547997	3.10394645635
0.578197183852	0.969237198483	1.04907757628	1.31102039508	1.31998469959	1.28112948001	1.72012369587	2.20060430742	1.9603082581	2.1009302489	2.88793622822	2.9224472302
0.735820758707	0.92994627916	1.09666726171	1.33639792117	1.28584469122	1.331083758	1.67361874072	1.99121577266	1.9869898768	1.98842780759	2.96814934722	2.89696611362
0.60382362832	0.913845844744	1.13179746149	1.3429296915	1.37344007041	1.39027882115	1.64528147489	2.12015064346	1.99172298283	2.04045791674	2.94523892943	2.7746718819
0.5653077156	1.04388940849	1.07883212564	1.32933887817	1.32308016338	1.48548229349	1.61412918948	2.14387570651	1.99913125121	1.99166448703	2.76614145955	2.93900445115
0.519200590989	1.11613169965	1.08024843459	1.26879138991	1.41357438637	1.3392283454	1.6224824872	2.07402550587	1.84865986063	2.17609395637	2.70035776115	3.24690023909
0.549106041273	1.22976179634	1.08201241398	1.36707219195	1.27393983654	1.37550170722	1.55407907112	2.18225520077	1.86287301822	2.14540811546	2.6671647484	3.34909489456
0.569174446312	1.25608157127	1.11360766572	1.31829109631	1.34512512366	1.32048273124	1.60070802547	2.25832167524	1.79616707968	2.06515061014	2.59895952011	2.88096903047
0.551544085684	1.15422975601	1.06343187472	1.36169493419	1.28309745525	1.38897812501	1.62140416799	2.12919763082	1.90409691453	2.06798929383	2.50432115991	2.93658896503
0.507383914304	1.13885237396	1.0614056107	1.36527597974	1.38616710376	1.26717119627	1.63404221984	2.41333836637	1.72605558399	1.94185946464	2.57937173806	2.63304833893
0.624732175283	1.09988297165	1.07188308895	1.40716185243	1.34956321735	1.35880459942	1.72100546648	2.53496210464	1.73056048713	1.98810161119	2.6676208511	3.07953890363
0.638372006743	1.17127577558	1.09599918946	1.37524546485	1.44418348975	1.26799816715	1.70649675509	2.34255199969	1.77319455547	1.8469536225	2.69140421335	2.56479333859
0.662424406105	1.13553309183	1.07364481193	1.34462706004	1.37756619517	1.32936141627	1.69648382366	2.28872511005	1.74599917038	2.11402609302	2.61611589877	2.68890517442
0.618228646547	1.25741895618	1.09210952994	1.37836910056	1.38883891143	1.28331509259	1.62888483348	2.45529682305	1.91326558621	1.89439509943	2.86597285284	2.50975316412
0.617692824335	1.24050988643	1.11148151723	1.40024721893	1.31807563992	1.26006827114	1.86260135026	2.35871293829	1.64739963062	1.96965441729	2.717847183	3.00650962631
