P53_F	P53_R
1.01172773164	1.07528690856
1.03984307152	1.05495432112
1.08017760246	1.13777143404
1.06161878233	1.14739800308
1.1009530164	1.13402364671
1.16296792611	1.18395202586
1.06917083363	1.26611740982
1.07509945256	1.16952534117
1.11259737743	1.12666583658
1.12283206037	1.13598942598
1.13836714427	1.16483123814
1.09698450434	1.16686572456
1.14795729102	1.09053994262
1.17086591018	1.13068523851
1.07881376668	1.16200216551
1.08601281569	1.11906979691
1.15800312716	1.07773008605
1.25888582889	0.959876856497
1.133858279	0.790104260995
0.664515700509	1.10720871689
0.920358296179	0.913069418265
1.04157499445	0.579383012925
0.678234122263	0.955740830672
0.708460728456	1.65937791325
1.14376070678	1.63598187753
1.42547964011	1.4874356284
1.56578444964	1.18764613863
1.57148664744	0.746664747157
0.942066283246	0.73181920767
0.570843106869	1.07935284426
0.912476966826	0.857432516407
0.989621918778	0.657467527405
0.717779465472	1.05884806871
0.899805832444	1.30387377553
1.03603917102	1.28772404954
1.12589571601	1.22315429164
1.14906246172	1.26282907591
1.18441072446	1.23644818958
1.19455791805	1.26601743846
1.19707755074	1.21912005625
1.13806153812	1.24803974806
1.16838523125	1.21302232726
1.17824509832	1.12349079962
1.09755422559	1.18050743512
1.14443418112	1.21271107097
1.13491225036	1.19448298873
1.12380865805	1.17902720177
1.16197077528	1.14714275146
1.1960901654	1.17861835095
1.19263008655	1.2024998507
