"","FACTOR","EXPR_FOLDCHANGE","EXPR_H1hesc","EXPR_K562","Boyle_flr_ks_stat","Boyle_fos_ks_stat","Boyle_tc_ks_stat","Centipede_90_flr_ks_stat","Centipede_90_fos_ks_stat","Centipede_90_tc_ks_stat","Cuellar_90_flr_ks_stat","Cuellar_90_fos_ks_stat","Cuellar_90_tc_ks_stat","Dnase2Tf_flr_ks_stat","Dnase2Tf_fos_ks_stat","Dnase2Tf_tc_ks_stat","FLR_90_flr_ks_stat","FLR_90_fos_ks_stat","FLR_90_tc_ks_stat","FS_flr_ks_stat","FS_fos_ks_stat","FS_tc_ks_stat","HINTBCN_flr_ks_stat","HINTBCN_fos_ks_stat","HINTBCN_tc_ks_stat","HINTBC_flr_ks_stat","HINTBC_fos_ks_stat","HINTBC_tc_ks_stat","HINT_flr_ks_stat","HINT_fos_ks_stat","HINT_tc_ks_stat","Neph_flr_ks_stat","Neph_fos_ks_stat","Neph_tc_ks_stat","PIQ_90_flr_ks_stat","PIQ_90_fos_ks_stat","PIQ_90_tc_ks_stat","PWM_flr_ks_stat","PWM_fos_ks_stat","PWM_tc_ks_stat","TC_flr_ks_stat","TC_fos_ks_stat","TC_tc_ks_stat","Wellington_flr_ks_stat","Wellington_fos_ks_stat","Wellington_tc_ks_stat"
"97","ZBTB33",0.648920373,7.0321475,7.681067873,0.107726865597,0.0627001222892,-0.367437637911,0.0588546937403,-0.0308399280301,0.320862928124,0.0667022588461,0.0812738342312,0.23246602995,0.0996358745075,0.1200453663,0.364336726389,0.0825822914902,0.146032344412,0.325865834984,0.0443500276332,-0.367843865993,-0.143098357336,0.12855070132,0.129537192905,-0.0391503344973,0.439681442651,0.137681512056,0.137681512056,0.0967291262326,0.00612517709003,-0.0181738434037,0.0906207941885,0.0107400430076,0.0896064554255,0.0472217905695,-0.0283343769568,0.0500780573474,0.052576489533,-0.0535574288486,-0.114957909306,0.0427468093216,0.0226495726496,0.115241531692,0.0676656912723,-0.0125609753011,0.142502361892
"98","FOSL1",0.7027668783,5.9053088889,6.6080757672,0.234319808586,0.165217788781,-0.345519336963,0.104597187153,0.283523865643,-0.126048278229,0.0306454935578,0.164683219779,-0.0581855290678,0.300104446048,0.22644580311,-0.0239269316503,0.284767823713,0.230083762046,-0.178838202114,0.0671840498094,-0.00677295158817,-0.115728558271,0.256425458075,0.221948402745,-0.3351216519,0.529269095209,0.223125728928,0.223125728928,0.297870441249,0.296641020304,0.180369590398,0.294175032886,0.300147894693,0.119877109742,0.283344390618,0.331456051751,0.154379912674,0.224306725278,0.0338016643376,0.126589245651,0.144686788922,0.0179788838612,0.165112400211,0.0963156676444,0.278774149129,0.0388253204078
"99","FOXA1",0.7202825794,5.2266942778,5.9469768571,0.294062594405,-0.0144908973664,0.44006478392,0.118146932735,0.252141034205,0.0985248648973,0.0685717053638,-0.0493733476156,-0.152376807554,0.339062527613,0.144399650416,-0.139975428475,0.321491306484,0.120349483818,-0.340774504849,0.0476811519031,-0.00141330885372,-0.10244153663,0.325923116811,0.137643345123,0.441075032911,0.465058437645,0.13176331019,0.13176331019,0.336143367787,0.261191062554,0.0667428709258,0.332263609304,0.264270434034,-0.0104276154481,0.315590638797,0.23485926227,0.0271609658989,0.148051738366,0.0535331584253,-0.0421236375983,0.158439571275,0.0558369252874,-0.181945188322,0.0935855778249,0.233268241665,-0.0875941230392
"100","FOXF2",0.7380687725,5.0133983333,5.7514671058,0.294684344164,-0.0215468160158,-0.277530754365,0.0597743789372,0.18538694168,0.294560119958,0.0340341973896,-0.0497845456353,0.149227526749,0.314927273883,0.0900538579033,-0.0035974811756,0.297998880849,0.0615199053229,-0.21783916481,0.041628959276,-0.000898049565302,0.12030642465,0.289321759793,0.082881252844,-0.245560018942,0.487321183968,0.078187340796,0.078187340796,0.312187667649,0.226666204416,0.400001060769,0.308362079132,0.231044508761,0.381535913358,0.297824062484,0.233828610919,0.391278963461,0.0874925550923,0.0267926356589,0.0580507648706,0.167898771371,0.0183840749415,0.313871728382,0.050743749571,0.201950920357,0.358763859119
"101","ELK1",0.7458734788,7.0989505,7.8448239788,0.0631552773485,0.133083597995,-0.338245960761,0.0362173307986,0.127360754177,-0.0261289478643,0.000716848106386,0.149216886884,-0.210169502682,0.189492599104,0.178775969541,0.217902407794,0.155974084548,0.199175496628,0.27968277074,0.0219378583304,-0.0300001280217,-0.487080490178,0.144292355164,0.185106518599,-0.264352109829,0.538586935183,0.194483892789,0.194483892789,0.182309715369,0.167144423197,-0.251986324501,0.171794904886,0.180007645125,-0.286218796431,0.153718886415,0.0645370637439,-0.302333194176,0.0827935222672,0.0171233026184,-0.157478259111,0.0346377453628,0.000412276683463,-0.263306004098,0.0426657080809,0.128031883597,-0.26505788782
"102","RFX2",0.7711111852,5.4421975556,6.2133087407,0.0865669768567,0.064983118726,-0.0728166800784,0.0693743768503,0.120810155019,0.293337848315,0.070494925805,0.0439346222826,0.310636936094,0.227074910666,0.121175215257,0.264839860802,0.205045909572,0.083733165606,0.263996847491,0.0135254106832,-0.00338262736641,0.00961085236766,0.195365576808,0.109960657129,-0.353910078275,0.511979821782,0.0973983657281,0.0973983657281,0.222086425901,0.146307520376,0.26783253224,0.215931529592,0.156369678347,0.299822935001,0.170161466208,0.114845797218,0.286732117128,0.0327838827839,0.0107823888322,-0.480930135635,0.0449363203254,0.086404117511,0.213635155447,0.0708772777131,0.115957520331,0.308543073434
"103","MAFF",0.8222550873,5.2145415,6.0367965873,0.122439985862,0.123537662338,0.472374328887,0.0643371140512,0.237105488553,-0.0546109953214,0.00685610551908,0.144169486479,-0.296799303534,0.235533116727,0.222178905449,-0.312643465066,0.208919680661,0.206597889934,-0.0842771803727,0.0401259513072,-0.000894442770354,-0.164246609042,0.216866717237,0.219399952449,0.466750058731,0.412531359519,0.217547582131,0.217547582131,0.229813522204,0.222846108052,-0.279690835635,0.221827985733,0.231372422953,-0.257645353997,0.210578686448,0.33350313799,-0.264712471236,0.111156091132,0.055118426459,0.00665574109366,0.0895479056099,0.0338556505223,-0.264647593183,0.0576313226968,0.188560980534,-0.273090396604
"104","SP2",0.8391561746,5.1814583333,6.0206145079,0.279596102017,0.0322304892408,0.472300514516,0.0983250361838,0.232650939206,0.157028321437,0.0712735526568,-0.0196991197272,-0.179820155816,0.2911584998,0.205742530435,-0.0124905775112,0.271396562813,0.182466595026,0.178458628227,0.0374143140637,-0.00263339729889,-0.115544984456,0.326225223007,0.200413331351,0.459993768144,0.542896592544,0.19415968896,0.19415968896,0.287284020777,0.267220553505,-0.19584088271,0.280621210727,0.27552221775,-0.152480601311,0.265842408782,0.483884519728,-0.168011135888,0.302256913275,0.041503319521,-0.474712325042,0.0882369714814,0.00907106475867,-0.229807674858,0.087869128049,0.234150020427,-0.245861518686
"105","NHLH1",0.851428791,3.9965029444,4.8479317354,0.281762526295,0.0491709558942,-0.181676559281,0.070125528658,0.140032679388,-0.109147661504,0.0476220359356,0.0347534862718,-0.0679874122843,0.340924365991,0.127207572218,-0.052534315618,0.309881960979,0.119372415275,-0.109166396213,0.0176476659257,-0.0142341416149,-0.44154574018,0.309292481611,0.121021331725,-0.212782958799,0.470301181983,0.121897794552,0.121897794552,0.335734940573,0.145713971639,-0.255089973188,0.325876321408,0.154859807446,-0.183435254117,0.29997331403,0.169028340081,-0.206216428056,0.041693785836,-0.0262871444462,0.068005952582,0.104410856265,0.0599934469201,-0.292103798725,0.0718992039898,0.108876997798,-0.223659382414
"106","ZFX",0.8619202963,6.8428931111,7.7048134074,0.247748965526,0.10398584239,0.024004177533,0.0770090781397,0.114809192119,0.0472985927457,0.037421678072,0.0528111324648,0.0497142296996,0.29471739301,0.189984189686,0.207521451901,0.283803049511,0.157363627191,0.0966082794714,0.0102283461226,-0.0122381099764,-0.553685775543,0.227254344325,0.179938947083,0.32577900255,0.530398401529,0.168824942107,0.168824942107,0.291919029368,0.152583656179,-0.255386339186,0.288740894664,0.156127546596,-0.111871450443,0.248981487561,0.0817387918567,-0.171667853301,0.101881101492,-0.0664935269793,-0.0630890468485,0.0377911786268,0.0509193071277,-0.155965358984,0.0795512916506,0.141142685198,-0.0354738704037
"107","ELK4",0.8926702302,6.6488153889,7.541485619,0.167630111984,0.105111934166,-0.161674408636,0.0556733765292,0.226584253121,-0.0792969906564,0.0113121862699,0.0971182917511,-0.289694732029,0.27368127544,0.152332371778,-0.187732344807,0.250659234911,0.161180491772,-0.238211129504,0.0147245107802,-0.0148286207463,-0.0350768347042,0.222625390672,0.15905099455,-0.125817142036,0.552396272553,0.162569622741,0.162569622741,0.269651390419,0.258498806223,-0.110882922184,0.26334285339,0.263199018814,-0.273308576558,0.231751650665,0.219696969697,-0.210969016398,0.120062018418,0.00337629696661,-0.0514298867203,0.0501038488709,0.0293933938848,-0.0488334361039,0.0579013914958,0.236805694933,-0.328461709953
"108","CEBPB",0.9303690952,6.3966905556,7.3270596508,0.303157535504,0.156621548729,-0.18803083185,0.07480001624,0.244199162903,-0.0662221473361,0.0413176238944,0.0731691069605,-0.317969170484,0.31551873242,0.145714411957,-0.282947609675,0.275489640161,0.127581765889,-0.299340796009,0.0252423203911,-0.00115502899999,-0.248075102943,0.326837153029,0.140394910063,0.36027824917,0.572722188914,0.135101591808,0.135101591808,0.307248970078,0.256859975604,-0.0952858687965,0.293210806813,0.267195083168,-0.228321237764,0.276190169019,0.201801116185,-0.175793198083,0.19963474026,0.0696089592924,-0.0259178560381,0.145569705816,0.0231457800512,-0.0988237923276,0.0620107069729,0.21147474335,-0.307387732186
"109","NFE2L2",0.9733192196,7.5595246111,8.5328438307,0.250713157915,0.195625107374,-0.362052867795,0.112353777063,0.302577892288,0.389489998828,0.0864213758823,0.193199145872,-0.00428700820296,0.327564606769,0.299627531832,0.0348826075063,0.302614828501,0.297293713234,-0.308263650296,0.0799876985785,-0.00515089530668,0.0924725014554,0.270489327388,0.295543055917,-0.28560187361,0.466594321731,0.295985306942,0.295985306942,0.322960444554,0.296429695392,0.221484738293,0.315315639532,0.302750476608,0.152850551547,0.304831736015,0.33979770048,0.186647463106,0.18419026508,0.0189995226825,0.133523193628,0.143341396392,0.00956410993796,0.24915957892,0.10913045985,0.270146770597,0.0822152492094
"110","BCL6",0.9825444233,5.507985,6.4905294233,0.207518561731,0.194749805294,0.359883932279,0.0884786450969,0.203713934929,0.0478715315117,0.0240920462629,0.122794074024,-0.21866632299,0.365084296914,0.2621376343,0.14673895489,0.332968934404,0.224859126775,0.117944846539,0.0229586906769,-0.00153782334154,-0.45463531071,0.367014668055,0.251487809601,0.366845415874,0.507676806498,0.23884001393,0.23884001393,0.358963670622,0.223087736557,-0.295932069892,0.34916475396,0.231979872487,-0.354838465547,0.307217815796,0.223703935041,-0.358558377488,0.0954366882249,0.112416742274,0.116264528928,0.136409708196,-0.0539060744514,-0.289539102903,0.0912876348982,0.189494346652,-0.356717513418
"111","NFIL3",0.9992733968,5.4661834444,6.4654568413,0.330237340891,-0.00585984866125,0.478583863491,0.0956346772957,0.303348154744,0.378090775199,0.0614947965941,-0.020382484677,0.138901323809,0.384170810459,0.12225220339,-0.0420622723596,0.350585803718,0.0774047957385,-0.18987807186,0.102918207974,-0.00514108976141,0.120541068007,0.347508305648,0.108961394067,0.482710847618,0.513537699924,0.101917297544,0.101917297544,0.377086592399,0.2448212937,0.214290379499,0.365009038647,0.261693023112,0.157288870667,0.370887589928,0.260149130075,0.183849833455,0.184331107529,0.0652915469155,-0.00453221862249,0.26372054893,-0.0164502164502,-0.192165790239,0.0986192124307,0.211807988172,0.108862270926
"112","PRDM1",1.0049048201,3.7260415556,4.7309463757,0.0201461549308,0.0885225935888,0.226145469215,-0.00334868893912,0.101293843698,-0.169141238502,0.0323444197058,0.0973245671655,-0.203716445186,0.0938140460959,0.16367435358,-0.0909283342645,0.0629890153089,0.137508562673,-0.156017920942,-0.0650709601889,-0.00154519638366,-0.235288550759,0.137227271114,0.159396345475,0.161815299692,0.412253117808,0.149334701823,0.149334701823,0.0859233783308,0.141385698842,0.195917344023,0.0741184532749,0.152204053307,0.0811536939177,0.0110176706098,0.096062052506,0.132022048776,-0.0470172684458,-0.0268140070161,-0.303822457004,0.019007590946,0.128358208955,-0.0769757455349,0.00608724802383,0.104711912112,-0.0118861466323
"113","NFKB1",1.0533231296,5.5893885,6.6427116296,0.253782545637,0.14302435948,-0.312326481811,0.130217100019,0.316335571284,0.5240348778,0.0950042153784,0.0937316625741,0.434076557965,0.382684862506,0.215775166042,0.393091511558,0.364702237486,0.187672687804,0.384336913053,0.0484891358441,-0.004183680386,0.237215821559,0.370944481582,0.210302900286,0.211360110517,0.576980149297,0.198587809622,0.198587809622,0.378583178372,0.369726380353,0.430330698356,0.372989669795,0.375156749941,0.443003696152,0.322837295347,0.293185642176,0.435038625802,0.109408048832,-0.018415385982,-0.0889636468015,0.155503439495,0.0621951219512,0.441209635444,0.116405698976,0.346394919257,0.448588148276
"114","TBP",1.083032377,7.1221270833,8.2051594603,0.293420079947,-0.0440261821736,-0.0687083197608,0.123185602557,0.225055333651,0.336719840472,0.0999150488645,-0.0662091255123,-0.134280809108,0.434859723508,0.0837243487165,-0.172374486874,0.402393751929,0.0483970376544,-0.336102025268,0.137358897301,-0.00298892018637,0.0513204053135,0.345345148655,0.0703124484952,-0.066348311179,0.584515135214,0.0620905154653,0.0620905154653,0.428695134123,0.223065750559,-0.036713463302,0.418343766041,0.239501074613,-0.139462427994,0.428052360285,0.221926083866,-0.096655871116,0.223594988023,-0.00444832777746,-0.0607485222994,0.243350414208,0.119672131148,-0.186597824324,0.158358989762,0.162378507453,-0.190470599563
"115","BRCA1",1.189527918,6.5185210556,7.7080489735,0.392411449073,0.120323864828,-0.287300362486,0.120099035324,0.192513733183,0.0544417990501,0.0553394714182,0.0391825219816,0.162641100487,0.36784946662,0.144388525523,0.0535192503112,0.348667737091,0.097463696853,0.289868503729,0.0750338061733,-0.00104133065649,0.089184380787,0.41966200072,0.130628690712,0.0368447398474,0.465557275542,0.116831173536,0.116831173536,0.363147895049,0.172565946148,0.343675295528,0.357707389096,0.217157312106,0.350897432969,0.323362940594,0.176718547341,0.354773012823,0.107200365206,0.0215563882998,0.0947369986111,0.25641357079,0.05,0.172295354577,0.106162864916,0.155131227429,0.346456888858
"116","ESR2",1.2062266508,2.7405983333,3.9468249841,0.290617088631,0.169765045854,0.331490809347,0.129973251162,0.159060145879,0.458559531616,0.0567761833931,0.0807061801814,0.343406103182,0.392874697138,0.235350170924,0.33447535634,0.377424524464,0.206975279874,0.330548080496,0.045442727328,-0.00611934085398,0.105660148793,0.41628152686,0.221592139917,0.36038863067,0.52329794543,0.211948600468,0.211948600468,0.389097267521,0.193581777201,0.349485126922,0.383854410491,0.199294141645,0.393268347729,0.3486249985,0.276036451031,0.37816624967,0.258117808118,0.0254836777294,-0.176086348382,0.214133501133,-0.0315400926726,0.145357204233,0.0955188907953,0.180466947829,0.41070035607
"117","RREB1",1.2581391138,7.0157968333,8.2739359471,0.282720070157,0.113155758572,0.0564764501292,0.164821670538,0.195096861677,-0.000148657196888,0.0884352814402,0.0546620152186,0.150374944576,0.368132306522,0.17170698319,0.148252638051,0.346791091709,0.137914702458,0.103137359581,0.100781939209,-0.00139430524789,-0.278787192144,0.305724367401,0.166697349684,-0.23404688946,0.508433707291,0.154457894141,0.154457894141,0.36184923514,0.203452658013,0.0598482022828,0.356383266057,0.213901723099,0.124203256971,0.303871935217,0.163624738433,0.108448522755,0.235292372602,0.0250347449313,0.144634297214,0.307303581108,0.0371979133397,-0.137188265507,0.149166006949,0.176768178269,0.133875072613
"118","RELA",1.3267648505,7.24568025,8.5724451005,0.291517478599,0.177903495141,-0.0389752789745,0.144654389793,0.370056765565,0.52032556871,0.0673180647129,0.116178638861,0.447287520363,0.410380685811,0.24842011754,0.388549973781,0.391319725138,0.22114812174,0.395361766479,0.0471242799866,-0.00488224101251,0.226836430054,0.422249703424,0.241060969529,-0.0912962634216,0.63703184293,0.230139951641,0.230139951641,0.406439333625,0.418596826795,0.422929502711,0.400619051621,0.423663016974,0.446016234552,0.34557769263,0.329701432722,0.436609013803,0.174391271594,-0.0622755404578,-0.0516239355794,0.179216657048,0.0869011354196,0.438466825982,0.127247029378,0.397638312837,0.452701842311
"119","JUN",1.4216276481,5.9365860556,7.3582137037,0.252963909287,0.0810347022929,0.489517933355,0.12559327949,0.233478360687,-0.0182421007726,0.0292284558376,0.0276803764955,-0.266429901041,0.425693649871,0.201373492463,-0.174717006979,0.400612866931,0.169367540399,-0.322411968258,0.0705155751147,-0.00433314461387,0.078544907496,0.445407674505,0.189004403377,0.496151132269,0.628808168731,0.183603948255,0.183603948255,0.420372225257,0.233458901299,0.0284012316517,0.412721066651,0.246738240866,-0.10491926399,0.392782728622,0.295601436266,-0.0515171137691,0.353209919972,-0.0386562952163,-0.0489331283668,0.192813961048,0.103291660073,-0.165978247441,0.126950555106,0.193628033454,-0.212264061553
"120","IRF1",1.4436679894,5.100647,6.5443149894,0.161732908075,0.357767977866,0.49581742282,0.278175428175,0.337298269654,0.29451695979,NA,0.235421035645,0.187096016023,0.171711094104,0.332832491715,0.00528800302985,0.148931762992,0.311365579015,0.221576302464,-0.00127711955685,-0.00231199604971,0.172889782534,0.169299049782,0.326859401052,0.489563558571,0.258956694645,0.320586540737,0.320586540737,0.166211367082,0.359434399938,0.286360584312,0.15805734157,0.368734194808,0.287703373681,0.14592522307,0.572287522604,0.290919266563,0.12158645838,-0.0187348972639,-0.451739484756,0.11723154861,0.0540703716534,-0.278570416796,0.181961591221,0.325831581688,0.287477192255
"121","REL",1.4884503201,4.7665549444,6.2550052646,0.370057143328,0.293725554117,-0.00374276831795,0.169835881162,0.379878037161,0.273320173135,0.0743021379589,0.196787467457,0.263283532442,0.464573625382,0.378000791495,0.249470135439,0.444438398857,0.32380613947,0.243553085381,0.0549307162882,-0.0045300094287,-0.16437761907,0.43295939554,0.363629605889,0.0113366741099,0.650489085595,0.344831622016,0.344831622016,0.459705926861,0.442608420625,0.207864814137,0.453987275094,0.448496384803,0.246075377685,0.392657440991,0.336466931621,0.239516394569,-0.0285430726479,-0.0940583702833,-0.036310902663,0.240552242376,0.116038279719,-0.150599234092,0.144184765502,0.421740458423,0.241255367652
"122","SOX5",1.4915345926,3.8766035556,5.3681381481,0.491324918109,0.0932593992729,0.458786145237,0.168064070101,0.339424577293,0.465272920055,0.0450246305419,0.0123900924423,-0.236228827221,0.48944063333,0.219062964026,-0.0551512645334,0.471174525087,0.174786394505,-0.262629605285,0.170544542822,-0.000556465117321,0.259425683875,0.420927796,0.206681561991,0.459611021337,0.685099923296,0.196981195235,0.196981195235,0.485267676371,0.308763479599,0.298399990354,0.478687762791,0.314631035937,0.247191618275,0.468173293063,0.32580612858,0.271743311392,0.235987114588,0.106126270733,0.185904507968,0.371240637279,0.115789473684,0.195904611317,0.146957147496,0.285108392038,0.199156486373
"123","E2F6",1.5822735344,5.2749288889,6.8572024233,0.36076753646,0.220476627073,-0.146525286829,0.170887837223,0.227774117393,0.254898844419,0.043775570457,0.143293150418,0.236764386501,0.472804153154,0.274978310936,0.280572459228,0.449011072223,0.226815785608,0.25836482788,0.0186762830272,-0.00838846918395,-0.24563003445,0.409445817318,0.262044559636,-0.10988215693,0.683760307936,0.244839032615,0.244839032615,0.468584617073,0.279632300523,0.0549070440022,0.461629858215,0.288026542246,0.14131111702,0.381915510914,0.235975295934,0.11189053946,0.366073968706,-0.104442524515,-0.283845390942,0.095709985382,0.0505786468154,0.094433523268,0.159222655098,0.248273417173,0.174332533749
"124","TP63",1.6135303228,2.9397125556,4.5532428783,0.385554355169,0.134469870393,0.291242494836,0.185576535143,0.231730963395,0.0832175493126,0.102121844728,0.0767765123255,-0.156166469983,0.51949630705,0.271072933984,-0.171103822251,0.492597909644,0.240513866492,-0.0870661651635,0.0811811938857,-0.00324068260015,-0.283454748165,0.454543309874,0.264797114132,0.275771973265,0.676392318995,0.25500540384,0.25500540384,0.515184278269,0.302481427754,-0.233010500226,0.507185778324,0.311418598746,-0.192378381443,0.461942790894,0.31867205271,-0.200417258784,0.337292984041,-0.0496794521348,-0.246940255847,0.215690407399,0.117963256344,-0.165191637426,0.18258577231,0.268395123076,-0.180559185932
"125","NR4A2",1.9498718704,3.9887769444,5.9386488148,0.466867165357,0.267587838776,-0.116993900717,0.242808395513,0.258410341166,0.260587908323,0.0907930161307,0.154598149098,0.32632630175,0.550076979285,0.320884972457,0.375954355181,0.536728592438,0.260779650392,0.292684624564,0.0662639897482,-0.00486739833393,0.0305483703006,0.511544123697,0.301487642326,0.260871011752,0.703112676056,0.282589400104,0.282589400104,0.547262940709,0.314940282777,0.100834079754,0.543191495154,0.320150150382,0.203178534913,0.494548286553,0.212139958428,0.155753714657,0.487108718368,-0.0936590511463,-0.176563067257,0.222010672954,0.0359806793887,0.195448256303,0.226511634184,0.297775992544,0.261374164394
"126","PAX6",1.9628858042,3.2277611111,5.1906469153,0.32396003924,0.131034151034,0.353278547328,0.114276601297,0.327570299809,0.569087669712,0.0730233510018,0.0639111824505,0.00788726457472,0.470944819337,0.186603837761,0.303113141799,0.44462921964,0.152004404094,-0.0263707385006,0.136824963887,-0.00596381656132,0.157931183766,0.453039303676,0.182170013152,0.279858217657,0.654964986798,0.169198818712,0.169198818712,0.464927012018,0.321468870823,0.230710744594,0.45439190567,0.334053927971,0.149761286241,0.441940626923,0.275615268709,0.184723779981,0.319886363636,0.0370774554166,0.167103948446,0.342325453713,-0.0388278388278,0.350322465,0.121767704838,0.282661576486,0.0853690561001
"127","KLF1",1.9930731429,5.8667564444,7.8598295873,0.415816985049,0.139729811094,-0.0798318604501,0.197033046943,0.276027251852,-0.00364058099689,0.073553094365,0.0868029375895,-0.225302140627,0.539640652903,0.43354465556,0.282271586097,0.51794269213,0.384156529988,0.318223434568,0.0854904952085,-0.00146945440633,0.167413273931,0.509127800479,0.420530108829,-0.301833183715,0.668964533612,0.404228978064,0.404228978064,0.535646558977,0.27927906798,0.144935290634,0.529307733343,0.288664730598,-0.00327113638922,0.484565518602,0.242614001285,0.0595158034364,0.411072021504,0.034380855809,0.184277815113,0.307080845431,0.160180953269,-0.0265509263903,0.191910070938,0.195913186515,-0.105262829005
"128","NR3C1",2.2382088161,5.5904311944,7.8286400106,0.381841289617,0.186109093805,0.336052971947,0.203720237093,0.299155827911,0.000585912884517,0.0609252896031,0.103997965327,-0.180979051664,0.526552002489,0.246924496398,-0.076563338426,0.503711380914,0.211360346441,-0.0991835218686,0.112342953232,-0.000658775185689,-0.218165346954,0.497417116243,0.233001989914,0.319515085687,0.712404833599,0.222610490279,0.222610490279,0.521395026117,0.35177772967,-0.247310291847,0.514327082578,0.362645600898,-0.284046686412,0.483264867126,0.295674322224,-0.295132252748,0.3471290211,0.0334745006236,0.220118290801,0.309719793531,0.072952046327,-0.302851713004,0.191490319753,0.325363212308,-0.329889789209
"129","ELF1",2.2454946138,6.3416162222,8.587110836,0.448203243778,0.271975209019,-0.31508972663,0.227934456781,0.384032141313,-0.107139834938,0.0982472999533,0.1846756985,-0.252017681126,0.558349519133,0.377315525901,-0.232940523599,0.541618809993,0.333644731404,-0.127564146741,0.098866838692,-0.00257842425043,0.0588594570382,0.478684668603,0.365338974533,0.121042583348,0.726197071849,0.353389670967,0.353389670967,0.555165722458,0.413940576106,-0.0146982982088,0.550283553651,0.419260300919,-0.166298319451,0.523084152346,0.377905899787,-0.103964290865,0.308995056219,-0.0285350650489,0.0277598129522,0.253245930191,0.0355680230775,-0.23531743672,0.216158181961,0.333786445575,-0.257458862701
"130","MYC",2.4499387804,7.7905577222,10.2404965026,0.416027346162,0.203977169292,0.104901345693,0.243043533413,0.290872030922,0.424540415829,0.121265468056,0.0883366217,0.254807028426,0.603195082418,0.274456585664,0.195044639693,0.581432758545,0.224150482475,0.094564313961,0.140893141946,-0.00493271316784,0.26510415888,0.573096470274,0.261939541904,0.0805229654029,0.731816730524,0.247168898173,0.247168898173,0.599464115629,0.304483996961,0.42679138625,0.592538256693,0.314188698557,0.393718949721,0.563838426591,0.329524886878,0.412767817781,0.330491701886,-0.0612964295533,0.183162297025,0.354835774073,0.133294697189,0.357974501579,0.23526076325,0.274813738027,0.357737982351
"131","NFATC2",2.5463260212,4.9454028889,7.4917289101,0.599697823382,0.324167728072,-0.244512774205,0.268223690892,0.634499214177,0.344709109295,0.217976408912,0.231013915839,-0.210720043007,0.619881897616,0.45860357506,-0.158756231722,0.609816287105,0.416345910684,-0.265951433532,0.227716711399,-0.000860215053763,0.00901416579651,0.564334766165,0.449145569272,0.0861570822543,0.728229226265,0.437649358243,0.437649358243,0.617685589313,0.619314548101,0.329170489142,0.6141236799,0.621010080375,0.268128735229,0.603531306614,0.41482178437,0.295102986589,0.306155081776,-0.228264435319,0.174422359733,0.407581149306,0.150792253521,-0.199333698222,0.252219026785,0.614991652458,0.217565147873
