"","FACTOR","EXPR_FOLDCHANGE","EXPR_GM12878","EXPR_K562","Boyle_flr_ks_stat","Boyle_fos_ks_stat","Boyle_tc_ks_stat","Centipede_90_flr_ks_stat","Centipede_90_fos_ks_stat","Centipede_90_tc_ks_stat","Cuellar_90_flr_ks_stat","Cuellar_90_fos_ks_stat","Cuellar_90_tc_ks_stat","Dnase2Tf_flr_ks_stat","Dnase2Tf_fos_ks_stat","Dnase2Tf_tc_ks_stat","FLR_90_flr_ks_stat","FLR_90_fos_ks_stat","FLR_90_tc_ks_stat","FS_flr_ks_stat","FS_fos_ks_stat","FS_tc_ks_stat","HINTBCN_flr_ks_stat","HINTBCN_fos_ks_stat","HINTBCN_tc_ks_stat","HINTBC_flr_ks_stat","HINTBC_fos_ks_stat","HINTBC_tc_ks_stat","HINT_flr_ks_stat","HINT_fos_ks_stat","HINT_tc_ks_stat","Neph_flr_ks_stat","Neph_fos_ks_stat","Neph_tc_ks_stat","PIQ_90_flr_ks_stat","PIQ_90_fos_ks_stat","PIQ_90_tc_ks_stat","PWM_flr_ks_stat","PWM_fos_ks_stat","PWM_tc_ks_stat","TC_flr_ks_stat","TC_fos_ks_stat","TC_tc_ks_stat","Wellington_flr_ks_stat","Wellington_fos_ks_stat","Wellington_tc_ks_stat"
"70","PAX4",-0.0037464452,5.1896305722,5.185884127,0.0594407866851,-0.0816127704703,-0.124758185828,0.0352059925094,-0.0908613393032,-0.0908613393032,-0.338405797101,-0.125262459592,0.021045948983,0.137625655599,-0.0917710640397,-0.136048176792,-0.398260869565,-0.0470274979606,-0.104532351863,0.109991500284,-0.000938648630995,0.0822141534672,0.137880456297,-0.108020231214,-0.130817329921,0.13775457369,-0.0788060019176,0.0109369848725,0.138095356761,-0.0387987543528,0.0166510123824,0.133741663058,-0.0865905760045,-0.141316905326,0.107642371153,-0.0892739105812,-0.126056353268,-0.278632478632,0.0242155730314,0.0746980628958,0.277701796728,-0.092790584949,-0.092790584949,-0.199206349206,-0.0175842596282,0.0425067396181
"71","FOSL2",0.0101847878,5.5744170111,5.5846017989,0.0548921477568,0.0119343828497,0.365587025991,-0.00173575605421,0.0260289403266,0.0260289403266,-0.00795454545455,0.0679343195244,-0.01715053799,0.0882782879644,0.0506940277977,0.389273431991,0.0478346365191,0.0817865284769,0.400614165372,-0.096507940899,0.0398710869724,0.195478309396,0.0930893511585,0.109515054011,0.381104264288,0.09574276847,0.11963667798,-0.0335349434132,0.0808896785214,0.0446016052163,0.19457361545,0.0401104138442,0.0398808191261,0.389650239976,0.00547624954553,0.0271078776082,0.312943271795,-0.0172381646805,-0.0146533644384,0.19845376662,-0.0140692651037,-0.0515339554755,-0.0515339554755,0.00201493800036,0.13394936241,0.115367735326
"72","SOX3",0.0110805013,6.2065415833,6.2176220847,0.0774082365934,0.0155752091903,-0.0597436107975,0.00754425361099,0.0269147379915,0.0269147379915,-0.0788759689922,-0.00327911624582,0.000197178187396,0.23515631186,0.071064905649,-0.0759842022227,0.0278241099231,-0.0066219619193,-0.140854499599,0.135707281663,0.0421601945059,-0.314677911893,0.241716717856,0.134640702139,-0.104589124881,0.245479302205,0.00998031777558,-0.0297346759116,0.223342099781,0.0725727121335,-0.0948947355638,0.194822245555,0.0625879105931,-0.0647085112374,0.198260453898,0.0804821332354,-0.136250821195,-0.0164237785931,-0.0511748885853,-0.306520870439,-0.00143289532172,0.151517167185,0.151517167185,-0.00477342420065,-0.0227807826917,-0.21565858431
"73","ZNF263",0.013611772,6.7028140111,6.7164257831,0.0272163737562,0.104534182924,0.285349452999,0.0100312107122,0.1206313092,0.1206313092,0.0841671130604,0.0845359527429,-0.0402331093846,0.238038102576,0.137059156524,0.355836719889,0.0252131388216,0.120667952611,0.165443765613,0.0262177504326,-0.0600366314288,0.264514031543,0.241112768703,0.112027353178,0.371720999518,0.24275499793,0.126426111905,0.318001433952,0.232319604756,0.00359297396405,0.332124721882,0.20585866533,0.128789348832,0.320234872163,0.115837310545,0.115439511856,0.327943707146,-0.0325621285799,-0.027932231945,0.276458967015,0.0121552438368,0.0176609930801,0.0176609930801,0.0145506335223,0.122456064525,0.27636200985
"74","EN1",0.0206112087,5.9012505056,5.9218617143,0.0666453224729,-0.0290095827001,0.211864666312,0.0109599046019,-0.0172502289403,-0.0172502289403,0.0206293706294,0.0148437738989,-0.0200486094188,0.141883150267,0.0599336346423,0.31813358889,-0.0320900915698,0.0212763670211,0.369435911408,-0.144077365775,0.0724467847997,0.217888046215,0.148797797848,0.0573740569482,0.337639835002,0.154390005431,0.0355154403935,0.0541895037428,0.134308986369,0.0595725158399,0.411255909985,0.118593279617,0.0468040426989,0.269332419009,-0.000783437556918,0.0595446997424,0.132060590235,0.00391797456753,-0.0183925346177,0.214278830374,-0.0217857445546,0.107747575386,0.107747575386,0.00110842152633,-0.0724418604651,0.360599380103
"75","HLF",0.0461707656,3.1964068111,3.2425775767,-0.011883547935,0.00407414398111,-0.13757076019,0.0357439878853,0.0163419936411,0.0163419936411,0.0648706896552,0.0412409248126,-0.149385914726,0.141230853855,-0.0223854522661,-0.0411534309536,0.0393863724352,0.0360319546194,0.132082310566,-0.0647096498576,-0.0143113679426,-0.160233571387,0.147768571698,0.0888673676443,-0.00170842824381,0.149817498407,0.0381043422844,-0.00918752440444,0.132221138304,0.052150464609,0.175960794391,0.1186658149,-0.0312285990691,-0.0761623915117,0.0320467723145,-0.0216968989423,-0.157786712254,0.0301103417668,-0.0161449463591,-0.165369435891,0.0217640992315,-0.0257389331923,-0.0257389331923,0.0319787885703,0.197727272727,0.138900845434
"76","MAFB",0.0472703894,4.6418463778,4.6891167672,0.134793988517,0.0781693653552,-0.0432478035054,0.0406600917382,0.0827172549791,0.0827172549791,-0.0535842293907,0.111899957103,0.00159342813297,0.192000791366,0.0395929167044,-0.036300637571,0.05861188441,0.143899523233,0.0948848169933,0.0487131525678,-0.193114301426,-0.270376423481,0.198294820173,0.0534789045152,-0.0378343785901,0.202031089074,0.176663990473,-0.0365890181723,0.18570226479,0.0270171395033,-0.110770218052,0.161808634597,0.0323446584744,-0.0367806942052,0.116025046268,0.0261209269649,0.118518576631,0.0101569581232,0.0528686367396,-0.244214169919,0.0459113426518,-0.0449401585234,-0.0449401585234,0.0414031621252,-0.0963876711863,-0.0658033601088
"77","FOXO3",0.0481398669,5.88673935,5.9348792169,0.117673138151,0.0455055641626,-0.213171346221,-0.00734663177296,0.0539724815124,0.0539724815124,-0.164045966166,0.0101448968226,-0.0608708113293,0.161189832309,0.0584979430344,-0.149436961193,0.00339569843491,0.0149540761738,-0.0795145659564,0.0262839844666,0.0987430478219,-0.260320989327,0.164809268789,0.115912993703,-0.109051739368,0.167206051396,0.0431399401064,0.140593780139,0.154624712542,0.0985341161588,-0.0397456547679,0.115933028835,0.0506641105231,-0.208685790234,0.102546864033,0.0257602677826,0.0219360967154,-0.0478165812133,-0.00886166526901,-0.27168755034,-0.011491320404,0.143601337211,0.143601337211,-0.0268127515492,-0.0519946808511,-0.236377530049
"78","ELK1",0.0522137344,7.7926102444,7.8448239788,-0.0615378483035,-0.0232891521949,-0.116153204451,-0.0802087907898,-0.0291571043814,-0.0291571043814,-0.116666666667,-0.00489222092327,0.0196999505239,0.106752306961,0.0270228633697,-0.167347786131,0.0208096761295,0.00232723372674,-0.0187813596728,-0.128940515403,-0.0650930719259,-0.169700365522,0.120096834919,-0.0387222382463,-0.15472030897,0.128670989893,0.0464294212856,-0.100005513043,0.0833587059508,0.0544619250238,-0.116646022496,0.139796015896,0.00236025129763,-0.143012677471,-0.0930715402538,0.0097130551947,0.24201940742,-0.0398008973203,-0.105016413986,-0.200070053306,0.0165593567268,0.147563184509,0.147563184509,-0.0249143903156,0.165079365079,-0.197979675864
"79","E2F1",0.0598172259,7.0153392556,7.0751564815,0.0165252210002,0.0523163384649,0.158061222479,-0.0204309421487,0.0601684364036,0.0601684364036,0.112449799197,0.0242642959349,0.00214294557045,0.203249579724,0.0747304935033,0.0828578465553,0.0368401982126,0.0953664082184,0.228166216472,0.0274132120202,-0.183998287816,-0.0348454950638,0.212014149172,0.122594106626,0.0667514865017,0.216701999485,0.117362346313,0.270387484534,0.185011373632,0.0272268313075,0.00548071734215,0.169895645839,0.0597887034586,0.118776416192,0.0918315029399,0.0543611565821,0.350732509666,-0.0206792738224,-0.0459620142883,-0.00881823889686,0.0124739884136,-0.00241557354884,-0.00241557354884,-0.015739135187,0.0898203592814,0.0796362797294
"80","LHX3",0.0647025619,6.0044417556,6.0691443175,0.12996250505,0.150590137424,0.152301423122,0.012033928531,0.156046930917,0.156046930917,0.0354700854701,0.0390931488676,-0.0584170274227,0.182665500907,0.0578405434759,0.163941207813,0.0177678036682,-0.0412051117251,0.394347513965,0.0901288946453,0.0894999399868,-0.0786529755229,0.183494529041,0.118058968059,0.129955900384,0.185078443959,0.00934678975376,0.130414021012,0.181089285911,0.00651527439849,0.40820848693,0.177441164826,0.0507544779177,0.194398800414,0.174716919592,0.137126325535,0.0339965415142,-0.00541063747198,-0.0505260841228,-0.0710490905279,0.00281642979388,0.174106078665,0.174106078665,0.0356505288683,0.189243317451,-0.247106374924
"81","BHLHE40",0.0733820275,9.5293585333,9.6027405608,0.123678127795,-0.0219195580803,0.0146864523959,0.0685664731118,-0.0124184892867,-0.0124184892867,0.195632206371,0.0403689064559,-0.0386365746717,0.247463597089,0.0445524627726,0.0228929349397,0.0423446573428,-0.00385164128961,-0.0291762984864,0.0206746440027,-0.0252357907129,-0.190900871368,0.253031137514,0.0648023208744,0.0345241889773,0.255639821773,0.0239960519018,-0.00180109487785,0.238787877864,0.0301069845231,-0.138075874596,0.198727310314,0.0377442456719,0.027669715428,0.100008570646,-0.0254540200812,0.117035622755,0.0276758136809,0.0173700108909,-0.1637021045,0.0403641958801,-0.0175880694189,-0.0175880694189,0.0598153868728,-0.0391003460208,-0.186657741591
"82","ERG",0.0897659651,3.3495138444,3.4392798095,-0.0213537057291,0.0287685861627,-0.216828651995,0.0458901789789,0.0395469380952,0.0395469380952,-0.0164213213035,0.0715781221303,-0.0267496064246,0.236103644785,0.0512424604566,-0.114717283748,0.0376294070453,0.0415597952628,0.043771531577,-0.0466504206301,0.0265131867784,-0.0905190933981,0.240536984733,0.102166781768,-0.059848060318,0.243360034784,0.0535655513643,0.339047150401,0.226140034735,0.0149108380048,-0.194009875868,0.212433728445,0.0423819256026,-0.184684595689,0.0607480650972,0.0481262939883,0.0802084053666,0.00543155248512,-0.0285690654181,-0.105248940523,0.0261132073688,-0.0506530661433,-0.0506530661433,0.0460639083317,-0.0877684407096,-0.246284333659
"83","E2F4",0.0988134026,8.1986014333,8.297414836,-0.0134268904732,0.0978922974225,0.168767031005,-0.0352282359821,0.113824872534,0.113824872534,0.157380952381,0.0467359172186,-0.000663429441335,0.200285484866,0.108279055088,0.0934512685983,0.0409700674779,0.125372356008,0.231173009939,0.0142586502359,-0.195919671012,-0.0564073654514,0.207196592614,0.176336375489,0.0708299989096,0.211106808385,0.138930875262,0.217278868643,0.185946199879,0.0256101143382,-0.0142410652773,0.163943815965,0.0974901551254,0.127977556317,0.0910153418018,0.0964582066647,0.369512692891,-0.0195890588566,-0.057442235349,-0.0274208644791,0.0139538306006,-0.0258934968863,-0.0258934968863,-0.0155356140276,0.179174484053,0.0626300873624
"84","SRY",0.1099202765,2.0370843056,2.147004582,0.0595643472676,0.0315042236839,-0.138564760761,0.0444018779095,0.0389456024555,0.0389456024555,-0.137252583095,-0.0279193566655,-0.0708779896313,0.215165772714,0.0853240872794,-0.0212511450039,0.0200379650721,-0.0255611987521,0.255910782734,0.114761848612,0.0977595553421,0.0588055628244,0.216099018804,0.159921671018,0.0236816682473,0.21749495771,-0.00665593534378,0.0515064441168,0.211617667457,0.0692478409804,0.417977062806,0.201050112657,0.0830693625002,-0.0853709201438,0.178467257155,0.0776734006859,-0.102642915186,0.00203726618542,-0.040852064397,0.0481406950817,-0.0148400475303,0.188231295484,0.188231295484,0.0202325169477,0.111826609872,0.407080107046
"85","ESR1",0.1130897902,4.0138700722,4.1269598624,0.233691008653,0.0510039917783,-0.164380496359,-0.011414234319,0.0599204437894,0.0599204437894,0.174213170081,0.0185444409469,-0.149410248486,0.290549801002,0.170399923368,-0.197966375431,0.0407154852779,0.0379290832071,-0.0499103230648,0.118096834908,0.0189299933824,0.0644209214838,0.292927563921,0.132926195426,-0.176557035466,0.294260427758,0.0504084536998,0.126841782655,0.286011884027,0.024287960688,-0.00360461717224,0.287358660068,0.164250791689,-0.17605466129,0.225843744399,0.199331483046,-0.0341419029596,-0.00838205737587,-0.0538862656763,0.0554276020775,0.065466798137,0.175490189602,0.175490189602,0.00591211691377,0.240606922247,-0.142296121481
"86","FOXI1",0.1647713873,4.9353065333,5.1000779206,0.0925849071804,0.0383513178122,-0.0682171430883,0.0390493392358,0.047725637986,0.047725637986,0.0566614007372,0.104580765402,-0.193291005759,0.232954569856,0.118169484525,-0.0757613039421,0.0088998605948,-0.0404414692214,-0.229295911089,0.0981226958226,0.0386718888406,-0.265665438,0.235473710432,0.126358310498,-0.0979567686998,0.237014670389,0.0139618918479,-0.00293027159031,0.229540161421,-0.0264448396436,0.138636442505,0.20220150225,0.108922096036,-0.0552389112743,0.162594519608,0.112650788368,-0.108310356832,-0.0003143425128,-0.0626840144335,-0.263585876149,-0.00689113366699,0.142139752842,0.142139752842,0.0122219264827,0.0516474164134,0.0650026287891
"87","NR5A2",0.1681416079,3.2204742333,3.3886158413,0.169709809605,0.0186975074703,-0.223166543351,0.055508201013,0.0290990979266,0.0290990979266,0.306684981685,0.0522261879113,0.00228868979763,0.276736433184,0.0460020564173,-0.127466015407,0.0282331403369,0.0282763380215,-0.007750260095,0.0427695152403,0.0837135451788,-0.124901025629,0.280530185943,0.0676622816476,-0.0789038738275,0.28318568923,0.0533194005121,0.085803841988,0.271700967093,-0.00876871663982,-0.148130319617,0.241355449494,0.0420744164344,-0.201902728541,0.140112128464,0.0160392888472,0.165199766245,0.00381044366899,0.0199387296577,-0.146916159331,0.0240408648482,0.100009300212,0.100009300212,0.0346095661604,0.0129905277402,-0.131554066001
"88","NR2E3",0.1698236063,3.9630647111,4.1328883175,0.260288560403,0.0020039830889,0.102009064333,0.0568442413872,0.0117318323397,0.0117318323397,0.088829787234,0.0512723972165,0.0230350519029,0.260761757317,0.170804207821,0.241174122238,0.0434572279756,0.0592450822116,0.180921375868,-0.106998810708,0.10126188376,0.00256974129469,0.266763923649,0.0175916749257,0.250455379169,0.270191079833,0.084875664243,0.0336701325481,0.244112896281,0.0644997173544,-0.0169393173085,0.243161319087,0.15934104156,0.241332626514,0.0219842315703,0.117150373019,0.137982861371,0.104902507202,-0.0218404680442,0.00921889955589,-0.0865831893095,0.0741550517192,0.0741550517192,0.0544121734297,0.155098389982,-0.00664997138358
"89","AR",0.1778825566,3.4316552,3.6095377566,0.0234062202781,0.0160452721181,-0.201464762807,0.0143692149633,0.0305717613657,0.0305717613657,-0.0466101694915,0.109036843394,-0.0213640862084,0.190820895022,0.0566296425764,-0.190753924901,-0.0120083764049,0.0226120455246,0.189950093396,0.172086862648,0.0441371799829,-0.291628484483,0.19253197067,0.117607267105,-0.194862531522,0.195774493706,0.0462903270215,0.0444633819368,0.184335276857,0.0112999393052,-0.0113804531387,0.169898844965,0.0492823529585,-0.190459284175,0.241366054215,0.049602541737,0.0575383203241,0.0063570072408,-0.0193632655071,-0.311920490509,0.0442617401473,0.140876201365,0.140876201365,0.0125223458035,0.00119852097412,-0.150728475279
"90","ESRRA",0.1861202667,7.4537839556,7.6399042222,0.135327189656,0.0753839109768,-0.198760285721,0.0491703404881,0.0909146171651,0.0909146171651,0.265564798599,0.0577757208687,0.0132901896129,0.230311474834,0.123475251506,-0.135983518154,0.010400301167,0.0870505988001,-0.0610074968979,-0.0700375280674,0.0371158608371,-0.110020227918,0.233640105867,0.0420031850756,-0.0795605887558,0.236633156638,0.0980079467932,0.128996568344,0.223665587015,-0.0190035350253,0.0278397302092,0.19183816574,0.119418349973,-0.205865185856,0.0511191503995,0.0861325534456,-0.133530172132,0.0120805086343,0.01791097655,-0.13228335444,0.042256996382,0.103081237479,0.103081237479,0.0277833703125,-0.104230960677,-0.00619182950269
"91","NR2C2",0.2028058757,7.6002743889,7.8030802646,-0.0154902028227,0.0644177657083,0.195948815605,0.0767069976968,0.0799506914187,0.0799506914187,0.0839582530593,0.0515168328652,-0.00906144632792,0.299572719085,0.110594986111,0.251794759546,0.00616825789535,0.0813803656342,-0.0581892156022,-0.0604429956404,-0.0841092921364,-0.0210586286857,0.30344847925,0.123182247403,0.277828119446,0.306014647169,0.098755507357,-0.00590533046462,0.293413031418,0.0220710459738,-0.157477985792,0.257002858981,0.103761392429,0.205382096704,0.105201785464,0.0740750543567,0.256465519983,-0.0134815361972,-0.0147367426917,0.00479673933518,0.0406269522915,0.00689031183153,0.00689031183153,0.0522380871764,0.0505291005291,0.03766907252
"92","TCF12",0.2044455873,8.2854513333,8.4898969206,0.0796383764365,-0.0411975766309,-0.00900016322347,0.0682892564464,-0.0282234119165,-0.0282234119165,0.00188327971833,0.0688839493189,0.00651848405402,0.302665495978,0.151774701862,-0.0642720088308,0.048956021848,0.0220420672646,-0.144494017526,0.112192675244,-0.0251492478372,-0.295731108492,0.305601099757,0.0861496107841,-0.0745395299681,0.307770435086,0.0212392489065,0.0102970178001,0.297238154041,0.0414163859296,-0.00857598663654,0.267820094953,0.145241894027,-0.0415992555997,0.186580714699,0.116181723644,0.293305164544,0.0210307017544,-0.00221379209537,-0.268700776669,0.0199458007952,0.0542466903867,0.0542466903867,0.05831053445,-0.0953157349896,-0.0231515638925
"93","NHLH1",0.2087423466,4.6391893889,4.8479317354,0.0603084733335,-0.0234440968512,-0.112066179419,0.0741764814832,-0.0149841088009,-0.0149841088009,0.0509852216749,0.0312452944917,0.0346394322004,0.306129146087,0.0436850938275,-0.152658960133,0.0632900936787,0.0398518422774,-0.11101218892,0.0722273708796,-0.0707069065782,-0.277997498233,0.313689381922,0.10571300045,-0.161048907411,0.318422897842,0.0682503824719,-0.0588644193883,0.293013719,0.0212855146716,-0.25925846249,0.229237104674,0.0335528583078,-0.135494269898,0.140740821385,0.00511697251416,0.0271951381622,0.0368832569426,-0.0179439063607,-0.288205416934,0.00757506321918,-0.0123565626113,-0.0123565626113,0.06293060227,0.00579710144928,-0.311205922189
"94","THAP1",0.2326709847,6.1018166556,6.3344876402,0.068045490699,0.061109660552,0.0914147207531,0.0814899967674,0.0742356531183,0.0742356531183,0.134309330345,0.0782319211284,-0.0288405123294,0.325012806799,0.107910364798,0.0927756849187,0.0137582459668,0.101576069862,0.0327796213197,-0.00823057778131,0.0310669040766,-0.148729775288,0.330130740402,0.129735256134,0.0894572106753,0.333268824788,0.0949826279036,0.304527646969,0.313683714936,-0.000662901686071,-0.138147771316,0.304904050318,0.0983425135333,0.087271451687,0.123960389708,0.107967298593,0.112539449641,0.0147085494408,-0.0100339024633,-0.120215179994,0.0618499571292,-0.0115696403945,-0.0115696403945,0.0771871096813,-0.0573747841105,-0.198703278177
"95","FOXD3",0.2435801553,5.7794986278,6.0230787831,0.10953002401,0.17118079035,-0.192663183038,0.0202091320681,0.176030746282,0.176030746282,0.0781936557104,0.130755982138,-0.241574170724,0.257127943437,0.0757323397456,-0.063602071404,0.0588378484777,0.0474859951611,0.102733614354,0.209957319524,0.0603314775521,0.0105001833898,0.258940320085,0.198669991687,-0.0186231077605,0.259475395683,0.048220610228,0.22094511506,0.253233964195,0.00151753008896,0.263368201756,0.229403750413,0.0704851725745,-0.121267558125,0.271609677546,0.078538988896,0.0727299275981,-2.10618544542e-05,0.0129333998241,0.000908618942891,0.0429092228766,0.192142037172,0.192142037172,0.0345506741006,-0.00194542299805,0.362054920355
"96","TFAP2C",0.2455344095,3.2887911778,3.5343255873,0.0680810440279,0.148672844225,0.147437126354,0.0998852837255,0.166087558888,0.166087558888,0.243091093196,0.101796587337,-0.00106643224649,0.325271774114,0.188401698125,0.20392491078,0.0364734566339,0.0722950265098,0.0714562412883,0.0403542016095,-0.0717774356927,-0.0881382638758,0.32890809725,0.0937198605238,0.256528822949,0.331143446126,0.0686875712009,-0.0187505151939,0.319663451217,0.00504815176583,0.278747026081,0.287425179312,0.181471215977,0.1539475292,0.155943866816,0.151614746558,0.372513041609,0.0153058145837,0.00936507186111,-0.0514889277689,0.0474370796831,0.0283668870898,0.0283668870898,0.0893289752587,0.0537001287001,0.227381801759
"97","HSF1",0.2577764505,7.0100452056,7.2678216561,0.0625178915022,0.029225380255,-0.0179953087642,-0.00115311741172,0.0452673272755,0.0452673272755,-0.0111053180396,0.040093296879,0.0322981958411,0.22632885464,0.0716983254525,-0.0288724883824,0.010828174663,0.0786461651446,-0.0967385474004,0.0603381585539,0.0501711587071,-0.288817761686,0.231575740583,0.104554690146,-0.0368632909853,0.235346737619,0.105634037748,-0.0400286427926,0.218721033213,0.0111956087241,-0.246214041605,0.184981607956,0.0776453232216,-0.0178940054594,0.14275785421,0.0536576545286,0.0334923525785,-0.038934894654,-0.0265519980305,-0.301847490465,0.0339122434645,-0.0331998011062,-0.0331998011062,-0.00241862303579,0.025,-0.280834201573
"98","ESR2",0.2614649397,3.6853600444,3.9468249841,0.158175101664,0.0500530268492,0.284171498717,0.0429352364146,0.0667698348076,0.0667698348076,0.16937791911,0.114966750643,0.0268536458405,0.299780785781,0.073425507463,0.337942298949,0.00101991611322,0.0692345993493,0.255185227642,-0.0583216559434,-0.00867147859295,0.119680569493,0.304525841953,0.168786300821,0.356093791551,0.307474879916,0.0627038371581,-0.016824386416,0.293159061496,0.0220262055864,0.190194388138,0.254419345578,0.0691347680078,0.30791149956,0.118597751226,0.0306556495267,0.329701094651,0.0120775624407,-0.00285512069532,0.141323992514,0.0067822891052,0.0556839883527,0.0556839883527,0.0673299799326,-0.0171745152355,0.137094027656
"99","MYC",0.2679101471,9.9725863556,10.2404965026,0.0241979525957,-0.0177304080974,0.228066871155,0.0589464119263,-0.00806687949172,-0.00806687949172,0.0585928261726,0.0590447050484,0.0178447956539,0.288868522256,0.0372782479873,0.327109196841,0.0549883471614,0.0194615790414,0.229504852666,-0.143315565559,-0.0296433129103,0.255398855342,0.295752929225,0.117647058824,0.382185467289,0.299845730374,0.0456361615466,0.0593577314997,0.276932497685,0.0377122005394,0.416119927003,0.21466789769,0.0295484481085,0.277999512538,0.00132967849171,-0.00543091202783,0.0141789007354,0.0188791996706,-0.0110298201393,0.251816691243,0.0650770876903,-0.0499340845063,-0.0499340845063,0.0449491447011,-0.0531381791119,0.343466191864
"100","NRF1",0.2705882836,6.4108549333,6.6814432169,0.237552984108,-0.00859841067981,-0.044113622205,0.106941765941,-0.00517122374782,-0.00517122374782,-0.0100170107477,0.0451507208388,-0.0904881480764,0.324785772052,0.070738645535,0.0766722559173,0.0201797660765,-0.0273777155255,0.238275539976,0.0498256774612,0.0586460215426,-0.0462255417091,0.328171987491,0.167891967188,0.118552360652,0.330566033686,0.00037579487486,0.0418120910104,0.315467054614,0.0534469457886,0.285010970027,0.288945464081,0.0589311456635,0.0137248255961,0.177613240548,0.0850405038864,-0.0377172327683,0.0495612934386,-0.000557768881183,-0.0535001600446,0.0584262975546,0.08283415024,0.08283415024,0.103153884612,-0.0585480093677,0.222659850622
"101","TFAP2A",0.2800466492,3.4869517,3.7669983492,0.0701419154228,0.158281508704,0.319961545079,0.0847159116223,0.177216625359,0.177216625359,0.317142572548,0.10281670967,-0.0059377736533,0.326126977742,0.195629166552,0.3768522728,0.0456253147875,0.076882714133,0.0814140256937,-0.0160761365929,-0.06901278259,0.199135663852,0.329616900111,0.109711581794,0.412660200655,0.332091519764,0.0742486472542,-0.0159627185431,0.32015960563,-0.000544121344365,0.358588996177,0.285792031638,0.188128409304,0.333240816673,0.122706608221,0.153421223318,0.387092879686,0.0200942453178,-0.0037181569553,0.218680754894,0.0473275681122,0.0550798493682,0.0550798493682,0.0809775982836,-0.0958183990442,0.296337535763
"102","FOXA2",0.2824259243,5.7826448111,6.0650707354,0.0789063543466,0.0888932333714,-0.0911694136848,0.0431231471078,0.0959606641673,0.0959606641673,-0.158776167472,0.0555294713237,-0.0720255152939,0.28738474332,0.125745511038,0.0341879271441,-0.0151268314064,-0.0025985354198,0.145818352758,0.155263190764,0.0248292610293,-0.0547197600901,0.289841775948,0.135488923697,0.0775117813413,0.291951814974,0.0137993426581,0.127686204405,0.281917512274,0.0142426979825,0.236673298303,0.255350762302,0.117116132808,-0.0311245442605,0.234301159392,0.0447424845794,-0.0738817629697,0.00672137133629,-0.0368752805255,-0.0663437145657,9.83909795138e-07,0.160277191561,0.160277191561,0.0375478088902,-0.05625,0.132521170076
"103","HNF4A",0.288795264,4.5631320111,4.8519272751,0.133141708772,0.127464320313,0.366110695576,0.0684233910119,0.144742667635,0.144742667635,0.0215043886507,0.0672888820923,0.0035672525676,0.296261274023,0.134678035791,0.39641363763,0.0138871939876,0.129569897089,0.301939808905,-0.0783194136604,0.027390200743,0.196672758473,0.299624281478,0.130652070443,0.412986189852,0.30309903339,0.118044631725,0.153394541179,0.290167975351,0.00041260772112,0.370512634628,0.258342440225,0.12814679714,0.36961779643,0.0900341798518,0.105850948137,0.369411137634,0.0231060192266,0.00790919267722,0.211086340727,0.0154733702737,0.0969004227184,0.0969004227184,0.0465586234494,-0.0932432432432,0.328570542668
"104","KLF4",0.2972105934,3.8627360944,4.1599466878,-0.0437983189688,-0.00191762205111,0.205556052614,-0.0089384885846,0.0133001708471,0.0133001708471,0.197303375339,0.0479261325347,0.00900171243211,0.246312970139,0.179984919081,0.169626219783,0.0641546510319,0.0783012550639,0.2879898756,-0.120000094893,-0.271783605358,-0.103987284961,0.250516677428,0.0884915052483,0.218445030475,0.253034613045,0.0736954374427,0.277976768324,0.238297816153,0.00999775633281,0.163720234857,0.190585824858,0.171483256312,0.143926888899,0.0562720337012,0.139177184366,0.363004268315,-0.0621558409941,-0.0628491436925,-0.0817060274363,0.0375117108385,0.0940982281304,0.0940982281304,-0.0370679051749,0.0940350587409,0.0859436173375
"105","MAFF",0.3007221317,5.7360744556,6.0367965873,0.0804981942008,0.100319624108,-0.185365628254,0.0527153304548,0.105743364101,0.105743364101,0.0110781110781,0.122556918802,-0.130862658053,0.172007699167,0.0670524647228,-0.192586103098,0.0353604096491,0.125069850621,-0.125911896157,-0.0843202007328,0.0169458336721,-0.305756922304,0.177312254402,0.158183226017,-0.160417437111,0.180758122795,0.169271760516,0.114797582981,0.164184440606,0.0260772962319,0.092057284241,0.137862973671,0.0581033650894,-0.18161078036,0.0620961839746,0.0766706614385,-0.194169670199,0.0133171244517,0.0260546822387,-0.313503503784,-0.014850371908,0.0573731955024,0.0573731955024,0.0421949009828,0.187078330475,-0.0176448333327
"106","EGR1",0.3257248989,7.7385820111,8.0643069101,0.0251408942659,0.0968838095122,0.218279958607,0.0150716309649,0.112947700746,0.112947700746,0.187804430215,0.0281804297126,0.0108633323574,0.30069314566,0.17302708657,0.208620627752,0.0498859915877,0.108601135745,0.257041842203,0.0119211349319,-0.251821298599,0.127693160054,0.305386817105,0.147302723464,0.242663020878,0.308327939309,0.106166507395,0.271689903619,0.292068480506,-0.00829622010939,0.206161351685,0.254405874378,0.165457729088,0.182060978531,0.135131279133,0.150689702301,0.449195906975,-0.0515308081773,-0.0424028117271,0.140550194191,0.0238623030506,-0.0065675613882,-0.0065675613882,0.0281540457546,-0.0431545052038,0.169069989338
