ATAC_TC_50_AUC_ALL	scATAC_TC_50_AUC_ALL	ATAC_HINT_twoside_1_AUC_ALL	sc_ATAC_HINT_twoside_1_AUC_ALL	ATAC_HINT_twoside_1_SHIFT_AUC_ALL	ATAC_HINT_twoside_1_SHIFT_BC_AUC_ALL	sc_ATAC_HINT_twoside_1_SHIFT_AUC_ALL	sc_ATAC_HINT_twoside_1_SHIFT_BC_AUC_ALL	ATAC_TC_50_AUC_10	scATAC_TC_50_AUC_10	ATAC_HINT_twoside_1_AUC_10	sc_ATAC_HINT_twoside_1_AUC_10	ATAC_HINT_twoside_1_SHIFT_AUC_10	ATAC_HINT_twoside_1_SHIFT_BC_AUC_10	sc_ATAC_HINT_twoside_1_SHIFT_AUC_10	sc_ATAC_HINT_twoside_1_SHIFT_BC_AUC_10	ATAC_TC_50_AUC_1	scATAC_TC_50_AUC_1	ATAC_HINT_twoside_1_AUC_1	sc_ATAC_HINT_twoside_1_AUC_1	ATAC_HINT_twoside_1_SHIFT_AUC_1	ATAC_HINT_twoside_1_SHIFT_BC_AUC_1	sc_ATAC_HINT_twoside_1_SHIFT_AUC_1	sc_ATAC_HINT_twoside_1_SHIFT_BC_AUC_1	ATAC_TC_50_AUPR_ALL	scATAC_TC_50_AUPR_ALL	ATAC_HINT_twoside_1_AUPR_ALL	sc_ATAC_HINT_twoside_1_AUPR_ALL	ATAC_HINT_twoside_1_SHIFT_AUPR_ALL	ATAC_HINT_twoside_1_SHIFT_BC_AUPR_ALL	sc_ATAC_HINT_twoside_1_SHIFT_AUPR_ALL	sc_ATAC_HINT_twoside_1_SHIFT_BC_AUPR_ALL
0.951573372545	0.871514687871	0.956397501934	0.955218710058	0.957310279205	0.959930158316	0.95623357462	0.958998286488	0.829021815363	0.685357280566	0.86797094952	0.86797094952	0.873943373697	0.888152496807	0.866275228354	0.881559778173	0.558395263028	0.471523731357	0.722178921521	0.722178921521	0.732455019618	0.736070308101	0.705131078285	0.707684695806	0.0696276204079	0.106883133058	0.192628608821	0.192628608821	0.193326004891	0.194119441973	0.171830403087	0.172521219153
0.925799635857	0.862468635342	0.932795113021	0.931405488755	0.934303005349	0.938385887324	0.933062586013	0.93728156999	0.725543813121	0.663060678328	0.773679903572	0.773679903572	0.782079145094	0.800782205093	0.774126405795	0.794075559456	0.3950902964	0.406035031342	0.573571025339	0.573571025339	0.585406414463	0.592266661549	0.566941132299	0.570222098238	0.517330804926	0.485381082075	0.658603490372	0.658603490372	0.668329847878	0.684138497592	0.656673125596	0.672589558748
0.992346474942	0.981969269739	0.994422917095	0.994446868124	0.994495119407	0.994705818615	0.994519070436	0.994729769644	0.954687403679	0.927725471562	0.973472365806	0.973472365806	0.973652871585	0.974179619605	0.97443419023	0.974960938251	0.679674692063	0.590957083911	0.862826550396	0.862826550396	0.862826550396	0.862826550396	0.872449159958	0.872449159958	0.0842019815351	0.0631084339889	0.18955009746	0.18955009746	0.189551514827	0.189556573054	0.19100852801	0.191013087676
0.86584309343	0.811818409169	0.875598228673	0.872988270199	0.87799779927	0.88196235726	0.875547236403	0.879666905172	0.572620933361	0.521607029676	0.634027329568	0.634027329568	0.646271465893	0.663958410436	0.633557926294	0.652227116678	0.194969341872	0.214550920622	0.380064837654	0.380064837654	0.399048110865	0.409162186654	0.367891758414	0.372614725355	0.0779262480441	0.0815878250008	0.193298612267	0.193298612267	0.201082286201	0.208596381279	0.175317151979	0.182091365394
0.84727042351	0.786683288281	0.856244665859	0.853926250825	0.858554337046	0.863871277502	0.85635242586	0.861828020049	0.547247846664	0.494236487659	0.594162940454	0.594162940454	0.60323605772	0.621292031918	0.594196301703	0.61322450209	0.263455218707	0.279707069341	0.411025637105	0.411025637105	0.421533987402	0.427286391226	0.403317909185	0.406648829177	0.277550586632	0.28339978398	0.411158989718	0.411158989718	0.419854574318	0.432876620157	0.416617722535	0.429077674993
0.979475296905	0.945621312001	0.984583576503	0.98403821113	0.98519556917	0.986328199681	0.984783305504	0.986007664668	0.879377425259	0.825423395937	0.925210238479	0.925210238479	0.92974124483	0.936430566394	0.92549834058	0.933183493369	0.500260922352	0.55474097994	0.746420490465	0.746420490465	0.757199838352	0.762397067421	0.741081663123	0.743505187471	0.300679259164	0.348380530108	0.559577488989	0.559577488989	0.564758981889	0.568983325737	0.558111027662	0.562300535968
0.719368386602	0.621456281203	0.729674542169	0.726486321009	0.732760696872	0.745083987595	0.729566406307	0.742123079013	0.318718426414	0.243750871367	0.35566856583	0.35566856583	0.364807967272	0.395883438315	0.354716912281	0.386219417602	0.143694404878	0.104288323638	0.224474773923	0.224474773923	0.233401088042	0.237246690165	0.213639530418	0.216495676029	0.163775654253	0.11994147372	0.246007067419	0.246007067419	0.253022312097	0.269928873956	0.235789934978	0.25104445773
0.909247187181	0.892259789645	0.919884228293	0.917428184409	0.922822344456	0.923913110539	0.920396207389	0.921526423386	0.594805164443	0.637638043194	0.673983682194	0.673983682194	0.694577280422	0.701573123021	0.678551031636	0.685890941597	0.093384153847	0.23196110154	0.27887233995	0.27887233995	0.324001952014	0.333759258015	0.284243296998	0.290035114902	0.525536287539	0.72678914136	0.660296088711	0.660296088711	0.683065149994	0.689767571128	0.653105762354	0.659849659313
0.931792771491	0.903070419932	0.941847421758	0.94024751652	0.945018935773	0.945798280305	0.943456017316	0.944198045573	0.589989365686	0.600503113965	0.670726401476	0.670726401476	0.696706533044	0.703049659923	0.68480016146	0.690749538938	0.116458316346	0.139518696833	0.271054846697	0.271054846697	0.282754706231	0.287483027296	0.272323005183	0.275643281554	0.216095398355	0.234288202267	0.355473349152	0.355473349152	0.379471368469	0.385876619186	0.357553783036	0.362830790196
0.959259355347	0.95830628454	0.968103866735	0.967515981032	0.970710758392	0.975438433153	0.970537348214	0.975593715152	0.655463496126	0.689216184435	0.735000261847	0.735000261847	0.758484480417	0.800829303275	0.755155344252	0.800402208995	0.145291682262	0.156938463087	0.355183133199	0.355183133199	0.382656952942	0.396145456825	0.314844150805	0.325905161028	0.279922411361	0.299137698473	0.467863097326	0.467863097326	0.491537917371	0.523802773059	0.449573996899	0.48949133814
0.950720906041	0.918049327565	0.958618113011	0.957290936625	0.960095724611	0.962861288152	0.958933928188	0.961902079951	0.768285603184	0.703535957502	0.83414470155	0.83414470155	0.844776039397	0.861171717177	0.834913828085	0.853026344421	0.284580532205	0.271019907088	0.539619739454	0.539619739454	0.564958850847	0.577328687922	0.530560591014	0.535691742389	0.170979777551	0.149544378521	0.376293427895	0.376293427895	0.389323002322	0.401055603266	0.345001649057	0.356084519777
