UW_Motif_0458_F	UW_Motif_0458_R	UW_Motif_0500_F	UW_Motif_0500_R
-0.119044087149	-0.123038981413	-0.107376604581	-0.133879639839
-0.100359177255	-0.10592653863	-0.0690547996619	-0.145867833499
-0.0797831568997	-0.124369285854	-0.0696388955939	-0.136814604715
-0.107634237886	-0.136867271466	-0.0791810304708	-0.130855382162
-0.131289657847	-0.128243503668	-0.110534856825	-0.136746449035
-0.10225156225	-0.144140314397	-0.0934847771579	-0.134969949192
-0.106964605017	-0.115899375344	-0.119798562095	-0.130862922168
-0.130792552718	-0.126739992219	-0.135716932493	-0.128719325636
-0.198476343156	-0.121336752194	-0.102954559453	-0.122846221207
-0.152852688796	-0.131173743741	-0.0815390362132	-0.116246424706
-0.200723432146	-0.112371464772	-0.167417217115	-0.127841104682
-0.219868170045	-0.137769317445	-0.126866367099	-0.140830014464
-0.20062920147	-0.119406225148	-0.123366987442	-0.154066435873
-0.131296666484	-0.122029625569	-0.0854389151183	-0.137930762163
-0.116412076595	-0.118800496222	-0.117542525625	-0.12397286208
-0.0821474967546	-0.0970723251838	-0.183092692224	-0.0970536251883
-0.137057691991	-0.0835989991439	-0.162216850908	-0.107507180002
-0.211102711334	-0.0982514564448	-0.183815666753	-0.070039837632
-0.171735313119	-0.115486258608	-0.0823453099177	-0.120415979209
-0.177932232371	-0.0704642256816	-0.112277133582	-0.114233353307
-0.0573509473976	-0.0790141505282	-0.140410079728	-0.0827411545623
-0.0866053915488	-0.0664035472372	-0.150030879166	-0.119164517657
-0.0506990343298	-0.0432081315962	-0.138418923581	-0.134764161432
-0.077384246973	-0.0385820159473	-0.099390449547	-0.0986191423762
-0.111641657664	-0.0684497623933	-0.127056428804	-0.100239971472
-0.082087790731	-0.118557989326	-0.09743607566	-0.126119645009
-0.0401912702306	-0.0547836460457	-0.0958840725921	-0.0973379389025
-0.0479483405005	-0.0485983461848	-0.135006432702	-0.132780286921
-0.0694179250139	-0.087950702356	-0.114564831604	-0.164260230853
-0.0780891377542	-0.0577216402086	-0.0796756965153	-0.132315037087
-0.0672512448958	-0.177146118555	-0.108437022982	-0.113276462134
-0.0806497644276	-0.172159584653	-0.117390303209	-0.0754154343298
-0.0492574664001	-0.199838268592	-0.0805219630841	-0.163674143922
-0.130781036178	-0.129826154156	-0.109865033897	-0.162814010579
-0.0991721678201	-0.0871481024758	-0.0901719827931	-0.178733707136
-0.13906315594	-0.0806601252459	-0.110996876129	-0.123768588167
-0.126816292822	-0.15418263759	-0.119822524724	-0.0912768139871
-0.136668595329	-0.186186619238	-0.146111864529	-0.123352043471
-0.130724091036	-0.230518669368	-0.138528928583	-0.133842383262
-0.116164265438	-0.229638081729	-0.118846069661	-0.182708965662
-0.121155510292	-0.165127253424	-0.117034257095	-0.0875138588152
-0.127752587695	-0.18770119124	-0.123483594529	-0.11861885077
-0.116152977115	-0.136645489488	-0.130707463428	-0.133873012283
-0.121100298331	-0.114541413394	-0.134938003768	-0.132689463579
-0.135655417386	-0.147052355616	-0.13153636823	-0.0963263655308
-0.141660298963	-0.153689332229	-0.132003749288	-0.126695474265
-0.128748256596	-0.143116433473	-0.128492393939	-0.0890485768768
-0.124978351436	-0.114835251732	-0.134684596118	-0.0699883920128
-0.126294488967	-0.119621482522	-0.124960615651	-0.0787798673634
-0.13257091412	-0.145234644593	-0.134401492073	-0.128107216456
