GR_withDEX_F	GR_withDEX_R	GR_woDEX_F	GR_woDEX_R
-0.0415949987619	-0.0471343697205	0.00509755200573	-0.0648782804682
-0.0398207822113	-0.04406469416	-0.0559163542357	-0.0570613426205
-0.0445614619453	-0.0471137452033	-0.0648520407658	-0.036346143379
-0.0488144984853	-0.0387666506615	-0.0654610685169	-0.0061181986715
-0.0485520664832	-0.0430235341129	-0.0300834571539	-0.0272745851427
-0.0425661850834	-0.0413557166502	-0.0251761663369	-0.00364719633356
-0.0430373093499	-0.0392572647624	-0.0434594465158	-0.00527539562176
-0.0449556322102	-0.0442973279604	-0.0259116409993	0.0605599023997
-0.0334303212079	-0.043603313919	-0.0166481410208	-0.0154197825395
-0.0483933796888	-0.0350072654139	-0.0432247182519	-0.0430133599302
-0.0529736564022	-0.0366890712588	-0.0625718148475	-0.0373838079272
-0.0485225345069	-0.0423066093403	-0.0173844671039	-0.0552061696503
-0.050710586445	-0.0457858397961	-0.0402179238354	-0.0442818957591
-0.0466522730902	-0.045732796009	-0.0332193726527	-0.0521165607361
-0.0397179600216	-0.0423665934994	0.0161714392175	-0.0377594439336
-0.0316954257922	-0.0274831100165	-0.00391671731327	-0.0460454781779
-0.0414387953305	-0.0271712821949	-0.0499899550489	-0.0413798648791
-0.0589693780088	0.0213124743085	-0.0671666049418	-0.0254710329865
-0.0455647407567	-0.0148845774841	-0.0839373489053	-0.0212124348648
-0.0479686890705	-0.0321884836219	-0.0659457741123	-0.0504324874725
-0.0409042544654	-0.0500106325568	-0.0324462428923	-0.0365803025454
-0.00432207338431	-0.0493895138606	-0.000382749248293	0.0341538467469
-0.0487796013132	-0.0777727272405	-0.0326683791796	0.0526632637175
-0.0109989802315	-0.0500395120031	0.00390388925572	0.0561168202885
0.00481631717513	-0.0545345979715	-0.0790523223604	-0.025619840891
-0.0360999559431	-0.0292172639642	0.0132340018262	-0.0464565000948
-0.0670285686854	0.0251800891664	-0.0260577401138	-0.0683640713105
-0.036438926641	-0.0066172092392	-0.0204061949176	-0.0539372971058
-0.0560508701956	-0.0458086403625	-0.0441317536316	-0.0859116697479
-0.0482220280365	-0.0141114285723	-0.0121196581523	-0.0374330125978
-0.0381608154675	-0.0416908205021	-0.0711609864433	-0.0206106170221
-0.0169028181358	-0.0583133040135	-0.0503343553376	-0.0376564978334
-0.0110412824112	-0.0524616306508	-0.0842930085358	-0.0584106206082
0.0218994050758	-0.0677490989477	-0.0730530354434	-0.0304446389404
-0.032124069091	-0.0452029998072	-0.0927982682169	-0.0256919674872
-0.0338560370808	-0.0309178234586	-0.0985940378764	-0.057803471678
-0.0520824117284	-0.044716055464	-0.117912615352	-0.040528242
-0.0500788540252	-0.0497291928257	-0.0375231842485	-0.00342593744844
-0.046345843149	-0.0535388350784	0.00850677899743	-0.0220217200473
-0.0430512280635	-0.054777200383	-0.0341609031621	-0.00281261304783
-0.0422149974188	-0.0449729325772	0.00886696034696	-0.0132734236909
-0.0456405842425	-0.0456462257623	0.0681320803637	-0.0379158857321
-0.0416469695106	-0.0455117331432	0.00960638466354	-0.032725800957
-0.047763476697	-0.0410907882835	-0.0328903383677	-0.0309240306399
-0.0417379130776	-0.0407430234459	0.0196227539774	-0.0577372497169
-0.043033296935	-0.0395736662326	0.0173641643819	-0.00996806277114
-0.0350483310984	-0.0392579230375	0.00285068391758	-0.0763448378684
-0.0433922251593	-0.0435109348009	-0.00689213766497	-0.0682938132552
-0.0425867736553	-0.0495006204713	-0.0404635600037	-0.017436517309
-0.0432489265234	-0.0451791839151	-0.0391109224984	-0.0591924891154
