61	9	asc
0.9787	0.9834	0.9818	0.991	0.904	0.906	0.8596	0.9283	0.9923
0.9895	0.9911	0.9858	0.9919	0.967	0.9678	0.8709	0.9297	0.992
0.894	0.9064	0.9333	0.9174	0.8395	0.8409	0.7458	0.8378	0.9203
0.8458	0.8712	0.9069	0.9365	0.6616	0.6628	0.6888	0.8204	0.9462
0.9049	0.9224	0.9289	0.9586	0.8476	0.8495	0.7615	0.8708	0.9652
0.9856	0.9898	0.9893	0.9959	0.9385	0.9401	0.8737	0.9363	0.9969
0.9769	0.9815	0.9797	0.9879	0.8805	0.8828	0.8637	0.9274	0.989
0.9844	0.9875	0.9826	0.9912	0.9638	0.9646	0.8867	0.9386	0.9919
0.993	0.9953	0.9915	0.9976	0.9696	0.9702	0.901	0.9456	0.9981
0.9335	0.9473	0.9618	0.9736	0.851	0.8523	0.7859	0.8939	0.9783
0.9501	0.962	0.968	0.9858	0.8655	0.8671	0.8155	0.9108	0.9888
0.966	0.9745	0.9788	0.9897	0.8871	0.8889	0.829	0.9168	0.9922
0.8847	0.9039	0.9311	0.9537	0.7198	0.7223	0.7363	0.8519	0.9575
0.8592	0.8809	0.9661	0.9387	0.7056	0.7074	0.7074	0.8329	0.9458
0.8146	0.8403	0.9497	0.9095	0.7494	0.7515	0.6751	0.8017	0.922
0.9868	0.9898	0.9844	0.9934	0.9332	0.9344	0.882	0.9365	0.9941
0.9883	0.9914	0.99	0.9942	0.958	0.9588	0.8614	0.929	0.9947
0.967	0.9753	0.9792	0.9894	0.8878	0.8896	0.8293	0.9163	0.9918
0.9555	0.9576	0.9663	0.9859	0.934	0.9336	0.8306	0.8627	0.982
0.9492	0.9525	0.93	0.9867	0.8717	0.8715	0.8216	0.8539	0.9942
0.9637	0.9652	0.9806	0.9871	0.9355	0.9342	0.8086	0.8436	0.9869
0.9622	0.9651	0.9651	0.989	0.9324	0.932	0.8505	0.878	0.996
0.9762	0.9764	0.9765	0.9807	0.9525	0.9521	0.8181	0.838	0.9801
0.9106	0.9121	0.9447	0.9354	0.8467	0.8456	0.7469	0.7795	0.9309
0.8908	0.8956	0.9145	0.9688	0.805	0.8039	0.7596	0.8101	0.9769
0.9304	0.9343	0.9543	0.9897	0.8158	0.8138	0.7653	0.8079	0.9908
0.9683	0.9709	0.9651	0.9904	0.9403	0.9397	0.8611	0.885	0.9954
0.8735	0.8783	0.9129	0.9619	0.6936	0.6926	0.7144	0.7601	0.9587
0.9484	0.9512	0.9406	0.9808	0.8332	0.8324	0.8288	0.8569	0.9801
0.9496	0.9514	0.9365	0.9771	0.83	0.8296	0.828	0.8543	0.9721
0.9584	0.9606	0.9744	0.9861	0.9071	0.9064	0.8268	0.8588	0.9864
0.9488	0.9525	0.9506	0.9914	0.8845	0.8836	0.8145	0.8525	0.9964
0.9109	0.9158	0.9399	0.9702	0.8812	0.8797	0.7616	0.8068	0.9707
0.9668	0.9702	0.9642	0.9904	0.9135	0.913	0.8608	0.8853	0.9978
0.9692	0.9719	0.9659	0.9913	0.9412	0.9406	0.8616	0.8854	0.9957
0.9884	0.989	0.9357	0.9968	0.7323	0.7323	0.8177	0.8432	0.9978
0.9723	0.9743	0.9836	0.9954	0.9117	0.9114	0.8396	0.8676	0.9966
0.9509	0.9517	0.9416	0.9692	0.8342	0.8338	0.8286	0.8523	0.9616
0.9657	0.967	0.9606	0.9824	0.9471	0.9469	0.8474	0.8707	0.983
0.971	0.9723	0.9693	0.9877	0.9468	0.9464	0.8525	0.8758	0.9885
0.9921	0.9925	0.9408	0.9985	0.9709	0.9709	0.8435	0.8627	0.999
0.96	0.9629	0.9568	0.9906	0.9142	0.914	0.8332	0.863	0.9958
0.9523	0.9552	0.9545	0.988	0.8404	0.8403	0.8387	0.8678	0.9899
0.9513	0.9532	0.9582	0.9742	0.875	0.8743	0.8454	0.8696	0.9751
0.9651	0.9672	0.9645	0.9937	0.9181	0.9178	0.8281	0.8593	0.9944
0.9583	0.9603	0.9672	0.9846	0.8808	0.8804	0.8262	0.8565	0.9852
0.9353	0.9388	0.9545	0.988	0.8451	0.8446	0.775	0.8206	0.9904
0.9443	0.9479	0.9633	0.9931	0.8571	0.8562	0.7957	0.8369	0.9957
0.9584	0.961	0.9758	0.9947	0.8713	0.871	0.8	0.8364	0.9967
0.9097	0.9127	0.937	0.9674	0.8261	0.825	0.7563	0.797	0.9645
0.8918	0.8971	0.9245	0.9834	0.7357	0.734	0.7323	0.7758	0.9826
0.8753	0.8806	0.9162	0.9791	0.7328	0.7312	0.7113	0.7574	0.978
0.9769	0.9784	0.9638	0.9952	0.9068	0.9069	0.8496	0.8752	0.9973
0.9729	0.9754	0.9699	0.9941	0.8376	0.8375	0.852	0.8786	0.9989
0.9833	0.9846	0.9653	0.9972	0.9453	0.9452	0.8417	0.8666	0.9992
0.9669	0.968	0.9714	0.9867	0.9339	0.9335	0.8508	0.8748	0.9832
0.9283	0.9325	0.942	0.9929	0.846	0.8453	0.7765	0.8199	0.9948
0.9817	0.9829	0.9885	0.9968	0.9459	0.9456	0.8144	0.8408	0.9975
0.8857	0.889	0.8715	0.9638	0.775	0.7742	0.7742	0.8071	0.9586
0.9596	0.962	0.977	0.9941	0.872	0.8716	0.8004	0.8361	0.9956
0.9464	0.9491	0.9741	0.9924	0.113	0.1133	0.7926	0.8307	0.9936
