ATF3_F	ATF3_R	BACH1_F	BACH1_R	BRCA1_F	BRCA1_R	CEBPB_F	CEBPB_R	CTCF_F	CTCF_R	EGR1_F	EGR1_R	FOSL1_F	FOSL1_R	GABP_F	GABP_R	JUN_F	JUN_R	JUND_F	JUND_R	MAFK_F	MAFK_R	MAX_F	MAX_R	MYC_F	MYC_R	NRF1_F	NRF1_R	P300_F	P300_R	POU5F1_F	POU5F1_R	RAD21_F	RAD21_R	REST_F	REST_R	RFX5_F	RFX5_R	RXRA_F	RXRA_R	SIX5_F	SIX5_R	SP1_F	SP1_R	SP2_F	SP2_R	SP4_F	SP4_R	SRF_F	SRF_R	TBP_F	TBP_R	TCF12_F	TCF12_R	USF1_F	USF1_R	USF2_F	USF2_R	YY1_F	YY1_R	ZNF143_F	ZNF143_R
-0.126554402443	-0.145347010627	-0.0243997049031	-0.0280560826075	-0.230979778387	-0.218658004265	-0.0142939017341	-0.0198618829311	-0.0215065131508	-0.0801674491848	-0.13412251064	-0.156387539628	-0.0200502427555	-0.0655155416103	-0.185612472892	-0.155108852617	-0.0963658835707	-0.108167869425	-0.036434561995	-0.0573297494439	-0.0123704227164	-0.0155495508899	-0.0552254370993	-0.0605274555905	-0.124731539428	-0.105346410618	-0.124256389887	-0.128342910952	-0.135473236689	-0.137151048188	-0.0483483429566	-0.0225756022332	-0.0151697155825	-0.074444298286	-0.0261471530934	-0.030789233165	-0.0736630960109	-0.0806819155335	-0.0826402497123	-0.0950954306446	-0.137777850974	-0.0469558722617	-0.15703983643	-0.207371070607	-0.184100165401	-0.216071792715	-0.155020224202	-0.20218516516	-0.0185946007165	-0.023589289001	-0.164352527448	-0.0393509146725	-0.0844701728788	-0.0789767838962	-0.0346121966251	-0.0451175044686	-0.0791259220946	-0.102781940729	-0.0704498186475	-0.0623036138928	-0.132878523903	-0.0723473654142
-0.115084939265	-0.131293109305	-0.0233349347271	-0.0279620846787	-0.452017317406	-0.142585966805	-0.0119775445415	-0.0169595533754	-0.0775509003389	-0.0935728156004	-0.135036228553	-0.159954710308	-0.0154510820352	-0.11239308383	-0.161328146476	-0.145063042937	-0.101136709582	-0.074446879497	-0.052633401006	-0.0539407407168	-0.0171919270149	-0.0154136401417	-0.0540739781789	-0.0634482971024	-0.112293364524	-0.084684225454	-0.136993212742	-0.12020482316	-0.161201334749	-0.0995616735381	-0.0524378154847	-0.0231701885685	-0.0695330719292	-0.0867631564944	-0.0340457620251	-0.0347257634361	-0.0571379613973	-0.0816271032429	-0.0972803641611	-0.0414873268692	-0.0731678805487	-0.0435082475195	-0.154830643533	-0.195872472976	-0.198410240997	-0.223480806244	-0.20185378527	-0.190884684347	-0.0275135450875	-0.0232984523088	-0.147241424556	-0.0713010680719	-0.0741192262628	-0.087684195298	-0.0314722096217	-0.0416985460113	-0.0715917322096	-0.0918208018656	-0.072427095104	-0.0644842582832	-0.0891397968709	-0.0614736380237
-0.112131828877	-0.150777520577	-0.0308644392869	-0.0353618168873	-0.298610558928	-0.0759414686403	-0.0156559882279	-0.0188439419063	-0.0872896721528	-0.0911169416279	-0.14780898351	-0.177487023316	-0.125944137321	-0.178603677176	-0.143729066111	-0.126003933118	-0.125850825697	-0.0937442264381	-0.0455492262887	-0.0613337940093	-0.0123869679291	-0.0122022351182	-0.0617790022373	-0.0666998393909	-0.116031218659	-0.110800224915	-0.111223308275	-0.106664511152	-0.148301587062	-0.11591872612	-0.0296311185638	-0.033984053488	-0.0805850653374	-0.0845053625627	-0.0535920484499	-0.0413327980658	-0.0468984761281	-0.0302543410055	-0.0770853292905	-0.100833950118	-0.000653732076645	-0.0690693955191	-0.140721197811	-0.193024932177	-0.183190808638	-0.237564153518	-0.18422852885	-0.179490971669	-0.0260475251509	-0.0185448792781	-0.131989124311	-0.00904399115805	-0.0821816552069	-0.0850676622524	-0.0287822645315	-0.0462064791928	-0.0583169785882	-0.0978874942219	-0.0800540221145	-0.0563541870872	-0.0485462199626	-0.0835628780127
-0.121294534927	-0.157046577954	-0.0289753872054	-0.0318913531487	-0.383914936918	-0.130154496851	-0.0162166186712	-0.016273915827	-0.0667298173313	-0.107221654996	-0.144219407654	-0.158088309689	-0.0321241083523	-0.165473915035	-0.125505458509	-0.134805192908	-0.0316792898691	-0.0953280494972	-0.040225084983	-0.0604440723736	-0.0150301190191	-0.0126108060989	-0.0635091395333	-0.0693293564809	-0.147208047004	-0.115815511277	-0.133380678824	-0.086421637162	-0.110563914339	-0.11273591383	-0.00437875677675	-0.024003411902	-0.0627232178289	-0.101728695074	-0.0441630382164	-0.0340292671405	-0.0704949970788	-0.0787389084147	-0.0735117935376	-0.0842067612705	-0.0188710812466	-0.0624895974301	-0.151251641372	-0.173407913176	-0.137955511973	-0.204929959444	-0.164618686092	-0.186057209165	-0.0356537419237	-0.026592369415	-0.0874899527808	0.00399253356238	-0.0873362050607	-0.0953323455974	-0.0352787965778	-0.0479135167647	-0.0815990254515	-0.105829858164	-0.0734198679066	-0.0667245984884	-0.0600204806916	-0.0777572316018
-0.162242370454	-0.152939260779	-0.0371917776932	-0.0340623570966	-0.313201626477	-0.0544415592371	-0.00985855473023	-0.0132779634442	-0.0924833859668	-0.100045351487	-0.119543246157	-0.15792040213	-0.127718141126	-0.191712051784	-0.137992194067	-0.152160008312	-0.0498899753916	-0.0643596656227	-0.0573464783895	-0.0516632004204	-0.0107335816798	-0.0141249961649	-0.0683100198061	-0.0668243149553	-0.130530837721	-0.106709045353	-0.198983865291	-0.0707717690353	-0.165262642754	-0.153364001028	-0.0155366320776	-0.0165144147266	-0.0860406587683	-0.0933947675012	-0.0360250489402	-0.0408429127039	-0.0868751252816	-0.0726132593343	-0.0514526422834	-0.0654101610412	0.0138213692769	-0.0690666625573	-0.14120651164	-0.167189076445	-0.150534262774	-0.208509818121	-0.164888454522	-0.15392837354	-0.0338512968054	-0.0182650454661	-0.118475849432	-0.0493469850993	-0.0926647452182	-0.0981206388103	-0.0447845020063	-0.0515734456974	-0.103204146555	-0.113359290154	-0.0603336151545	-0.0641264316112	-0.0386647878653	-0.0814019249699
-0.153557620505	-0.140718910785	-0.0281909122926	-0.030433010301	-0.312886819678	-0.0903983718114	-0.00408263407572	-0.0154140198719	-0.0975156672948	-0.0861733946171	-0.131734979571	-0.154829157671	0.0183784180664	-0.00247832252646	-0.260752100307	-0.141481473174	-0.110433272081	-0.0999250053873	-0.0303934041301	-0.0550562835014	-0.0117347029059	-0.0134221004182	-0.0935683170582	-0.0612100998117	-0.178259254212	-0.107788280841	-0.212905991518	-0.0944037981728	-0.139936825139	-0.103600290899	-0.0320033914068	-0.0305480890709	-0.0889982120141	-0.0802260251631	-0.0427219667219	-0.0419526029281	-0.0505249559914	-0.0529290321143	-0.0599368073527	-0.0760378553129	0.00314478728353	-0.0605869476264	-0.129015172288	-0.142381666209	-0.11991458696	-0.186111824381	-0.175200378761	-0.1541016714	-0.0395595094604	-0.0195090410046	-0.0889153921203	-0.00480492541564	-0.109293597013	-0.083982260241	-0.047049444969	-0.0457593837249	-0.104211653019	-0.104616655951	-0.0758881947872	-0.0629138922295	-0.0422830692296	-0.0710042331532
-0.164266533644	-0.120932294095	-0.0241673392251	-0.0230100220676	-0.220348195904	-0.148555789791	-0.00806198494888	-0.0170466302457	-0.110763880227	-0.0590584219769	-0.150595126361	-0.151059878156	-0.00452048737981	-0.156841031986	-0.36622191234	-0.138015529895	-0.0904212002315	-0.0866997493268	-0.0363581374403	-0.0479720027922	-0.00550282980691	-0.013754448554	-0.0885315321057	-0.0608544771269	-0.196256357388	-0.0861270468965	-0.202337634202	-0.120673795848	-0.121771692567	-0.123408822404	-0.0389387892032	-0.0274611431645	-0.104344923447	-0.052397082332	-0.031104102652	-0.0366999422246	-0.0440132776502	-0.0636877993533	-0.0444452282442	-0.0580538078789	-0.0506292690852	-0.0706695379333	-0.135539297664	-0.140073456098	-0.19994990974	-0.178292035922	-0.155732460978	-0.147654549065	-0.0318865311956	-0.019112821715	-0.150785334009	-0.00341243073242	-0.0838885807416	-0.0897616689354	-0.0487439138027	-0.0411676500622	-0.116306795365	-0.0916758694156	-0.045054685731	-0.0583821731344	-0.0736092326242	-0.0845488743405
-0.193632578906	-0.117561064803	-0.0145461930449	-0.0335578293177	-0.00405267894114	-0.339956457145	-0.0138324961562	-0.0150054188041	-0.106199248793	-0.0493414071216	-0.155425511498	-0.137298699184	-0.0603726845551	-0.0236628421385	-0.181637598284	-0.116795250679	-0.0301098204268	-0.0666304541924	-0.0330290551697	-0.0543362291359	-0.00976834427319	-0.0121269568237	-0.0685673387802	-0.0633747124298	-0.132907040656	-0.118263139398	-0.0571919728615	-0.106835598498	-0.0854075004328	-0.123207051944	-0.0185767804962	-0.0265529718008	-0.101262468942	-0.0439767235036	-0.0086828721792	-0.0382370873047	-0.0213252421246	-0.0478382073787	-0.104082265219	-0.054564441966	-0.0645314485771	-0.145986035912	-0.16111750315	-0.145493819255	-0.195492067912	-0.160957775757	-0.167359871273	-0.141648348768	-0.0293049537996	-0.0196121828346	-0.124627603712	0.00480086604938	-0.0947198076119	-0.101129824478	-0.0548421883669	-0.0410873950356	-0.139656336034	-0.0853962081249	-0.0397892899689	-0.0607974663543	-0.0946850049079	-0.119755550041
-0.196422724003	-0.130602331113	-0.0300902769046	-0.0329386387093	-0.460998919213	-0.0832528391317	-0.0227251517612	-0.0148916889452	-0.0664516376126	-0.0527086115742	-0.183757870515	-0.149845752788	-0.0549519498765	-0.15177475848	-0.0350858830943	-0.127841284527	-0.0433416949971	-0.0567674431806	-0.0524328915494	-0.0564416686524	-0.00906598547996	-0.0144058630575	-0.0565849381962	-0.062717464217	-0.0898959387028	-0.115761832321	0.0682169795639	-0.0597537734716	-0.0812846024524	-0.123649204224	-0.0266495577534	-0.0323397600316	-0.0658181008047	-0.0475054171167	0.00225805185829	-0.0491065693889	-0.122553856802	-0.0508836475973	-0.0761997593394	-0.120935327763	-0.00688273663848	-0.107245893221	-0.189774841278	-0.136946964782	-0.188150294848	-0.148409702596	-0.140290879645	-0.152997307763	-0.00794117172322	-0.0205130678433	0.0440856140663	-0.0304828733494	-0.119248129986	-0.0832308132947	-0.0586640352809	-0.0412961929189	-0.144809377373	-0.0949188197252	-0.0389947723705	-0.0625579760021	-0.0488948681744	-0.102455463984
-0.105858814899	-0.0865487175982	-0.00632826742933	-0.0239099319287	-0.0535972765264	-0.306385636616	-0.017510868652	-0.0143049759317	-0.0284890984137	-0.0724376649785	-0.16489954945	-0.155678272245	-0.0455907391234	-0.164533356975	-0.0471701196651	-0.128180311009	-0.0631730668129	-0.0858618543332	-0.0379376813817	-0.0398885015652	-0.0161378280714	-0.0152601957031	-0.0442049700162	-0.0656549842928	-0.0470765911379	-0.112313412408	-0.0482447188039	-0.0246557224437	-0.123260916947	-0.115976004364	-0.0157005890234	-0.0410348790896	-0.0278526404092	-0.0665291886375	0.0206952858025	-0.048114587676	-0.061103290456	-0.0760922683604	-0.0570542748473	-0.107710857517	0.0143562784252	-0.129113180724	-0.177906232116	-0.154154637748	-0.200324743362	-0.179314473005	-0.206437096761	-0.18116497735	-0.00196601597981	-0.0197902406743	0.0379723170453	-0.0418924453412	-0.0684978366658	-0.0926506238772	-0.0341326088291	-0.0374638586456	-0.0629948629695	-0.0783719658732	-0.0973756645776	-0.0564186133929	-0.0129726781526	-0.104317887329
